,Unnamed: 0,name,Accessory,Background,Body,Eyes,Fur,Head,Mouth,trait_5_rarity,trait_2_rarity,trait_0_rarity,trait_3_rarity,trait_1_rarity,Head_rarity,trait_4_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
5124,5124,Ape #8404,,Rose,Down Vest and Flannel,Bold,Coffee,Trilby,Bewildered,75.97,10.1,1.85,5.89,19.44,5.34,6.78,5125,5.8846106694959104e-08,1.85,17.91,6,5q2Qdnik4Y74Qsc6k6vguMaZkE7Lsxkaii5T6EDrTJpv,7.4153786
6184,6184,Ape #5708,,Wheat,Flannel,Zen,Coffee,Visor,Ecstatic,75.97,9.67,2.5700000000000003,5.37,19.44,6.67,6.260000000000002,6185,8.229480817171486e-08,2.5700000000000003,17.992857142857144,6,4kCESsRqxoK8xVaNNutSbP237epZCVErtAPNRoggJFmD,7.4153247
5678,5678,Ape #3136,,Mint,Bomber,Unimpressed,Chocolate,Backwards Flat Cap,Grin,75.97,10.28,2.04,5.7700000000000005,16.6,6.81,6.78,5679,7.045731929539416e-08,2.04,17.75,6,6RPUeDrnTU1Dvch6HZP4pXNRrkoJxDz2whykMBDfu6s2,7.4152546
9941,9941,Ape #6103,,Creamsicle,Hoodie,Neutral,Coffee,Flat Cap,Confused,75.97,10.41,5.87,11.98,19.44,7.06,6.88,9942,5.251425093731646e-07,5.87,19.65857142857143,6,Hm81LzyfcKCAGYTdwGc8jHRENkzE1CQZQaZLE7NtKTUc,7.415239
8516,8516,Ape #1484,,Wheat,Shirt and Vest,Unimpressed,Cream,Beanie,Ponder,75.97,9.67,3.47,5.7700000000000005,16.68,10.66,6.2799999999999985,8517,1.6424296750307456e-07,3.47,18.357142857142858,6,EJiqZDZDuc93s1Q6Ktj2jiouqf3cu3jHxuExDe96M92q,7.415126
2459,2459,Ape #2988,Diamond Studs,Wheat,Pullover,Unimpressed,Chocolate,Backwards Flat Cap,Smile,3.4799999999999995,9.67,3.88,5.7700000000000005,16.6,6.81,13.8,2460,1.1752967714234934e-08,3.4799999999999995,8.572857142857144,7,4CfdAVDPz5nvQ4ovNEzEbf54djFc9H56ZQt5eiX4GeJV,7.415028
8779,8779,Ape #5043,,Creamsicle,Hooded Jacket,Paranoid,Chocolate,Beanie,Woah,75.97,10.41,3.14,6.03,16.6,10.66,6.8599999999999985,8780,1.817729370713897e-07,3.14,18.52428571428572,6,5peSaqeLD4DFyu72iTLvp7EURzqRRbiAfJsdRRRB8d5k,7.414918
5347,5347,Ape #7619,,Violet,Flannel,Worry,Cream,Deerstalker,Cheeky,75.97,9.89,2.5700000000000003,6.0600000000000005,16.68,4.69,6.909999999999998,5348,6.325445262330345e-08,2.5700000000000003,17.538571428571426,6,FxGPJo2364CDxfHEeUp4LTB9m5mh9mDYEPN7ywuPqqgM,7.4149094
7407,7407,Ape #397,,Mint,Overcoat,Unimpressed,Coffee,Backwards Flat Cap,Pout,75.97,10.28,3.04,5.7700000000000005,19.44,6.81,6.3100000000000005,7408,1.1443460360317843e-07,3.04,18.23142857142857,6,4hi45yDsuZCbco6FXYWBAMXb23kJtCtsdB7MZBADHS7Q,7.4148
1469,1469,Ape #6303,Diamond Studs,Mint,Flannel,Worry,Coffee,Backwards Flat Cap,Loathing,3.4799999999999995,10.28,2.5700000000000003,6.0600000000000005,19.44,6.81,6.3100000000000005,1470,4.654262114602615e-09,2.5700000000000003,7.85,7,AsjjEt7S35LVKjTwo2YFebAuebgxNrRYGVyc4UXYToqu,7.41479
7777,7777,Ape #8008,,Scarlet,Shirt and Vest,Bold,Silverback,Snapback,Bewildered,75.97,9.87,3.47,5.89,12.62,9.77,6.78,7778,1.281113657706025e-07,3.47,17.767142857142858,6,CuudDZxQHsdxyXqMUxdCnT4SXuurHk9SSNNq44pjwSSM,7.4147854
2722,2722,Ape #7387,,Scarlet,Formal Attire,Paranoid,Tattoo,Visor,Pout,75.97,9.87,1.16,6.03,6.81,6.67,6.3100000000000005,2723,1.5032696364187856e-08,1.16,16.11714285714286,6,EMCteUfJoRqi5Nnxxn7oDgMYbxX8VHy4ynsRUGWsiTA7,7.41475
7894,7894,Ape #8283,,Lime,Pullover,Paranoid,Chocolate,Visor,Cheeky,75.97,9.81,3.88,6.03,16.6,6.67,6.909999999999998,7895,1.334050103425658e-07,3.88,17.981428571428573,6,AfGGvoarYxjMyaEoHKWHDCZF4tQcJv3qC9TPUPp2JysH,7.4147353
8277,8277,Ape #2795,,Wheat,Down Jacket,Bold,Chocolate,Snapback,Annoyed,75.97,9.67,3.27,5.89,16.6,9.77,6.63,8278,1.521415470630159e-07,3.27,18.257142857142856,6,4CFQB2VRnbqtJMCG1x8aUzt1zUb5vRnfx8bkWjCofohP,7.4147215
1638,1638,Ape #1012,Bar,Forest,Flannel,Paranoid,Cream,Snapback,Loathing,3.5700000000000003,9.62,2.5700000000000003,6.03,16.68,9.77,6.3100000000000005,1639,5.47285186169663e-09,2.5700000000000003,7.792857142857144,7,8VmUj7Mu6Z5N2oTUHjAjmyUGtNhkiZefbL6PRczbiHAN,7.414658
2848,2848,Ape #6683,,Violet,Flannel,Bewildered,Amphibian,Flat Cap,Cheeky,75.97,9.89,2.5700000000000003,5.65,3.15,7.06,6.909999999999998,2849,1.6765375748919528e-08,2.5700000000000003,15.885714285714286,6,2P96M3r7ALTqcnXv1oJWrngZMmnVyjVkEEEFgcAQXXjt,7.4145565
2397,2397,Ape #9669,Diamond Stud,Mint,Crewneck,Confused,Chocolate,Flat Cap,Smile,3.76,10.28,2.89,6.11,16.6,7.06,13.8,2398,1.1038546414171064e-08,2.89,8.642857142857144,7,epfL221SHYaebMLHvs8NPaPJHJEJyDGUuzucjRxdpQe,7.414555
4309,4309,Ape #8326,,Mint,Overshirt,Paranoid,Coffee,Headscarf,Bewildered,75.97,10.28,1.86,6.03,19.44,3.6,6.78,4310,4.1561762150259796e-08,1.86,17.708571428571428,6,8ZLrDKWeSJhyp1xqiWSAfMui7r5U6Z6PnKCt8YNVQF2z,7.4145527
8781,8781,Ape #7026,,Mint,Overalls and Shirt,Neutral,Chocolate,Headphones,Pout,75.97,10.28,2.75,11.98,16.6,6.75,6.3100000000000005,8782,1.8191393702316355e-07,2.75,18.662857142857145,6,7yv5xBfQegswGV9S3PFVCBeu9fo7W5Kv96Re7BJsRamQ,7.4145513
1249,1249,Ape #2162,Hoops,Creamsicle,Crewneck,Bewildered,Silverback,Ivy Cap,Smile,2.28,10.41,2.89,5.65,12.62,5.7700000000000005,13.8,1250,3.8944499027362575e-09,2.28,7.631428571428573,7,D4wNc5D1mvgdthnLVBBUU8Exa8bYj2wZfpt6B2PLmqWV,7.414544
4446,4446,Ape #7913,,Wheat,Shirt and Vest,Unimpressed,Silverback,Headscarf,Annoyed,75.97,9.67,3.47,5.7700000000000005,12.62,3.6,6.63,4447,4.430464617116124e-08,3.47,16.818571428571428,6,3VSRxsALt4wwdiWR8HjVtX4iGYRkAGEPnvMYoWuaadRp,7.414488
7398,7398,Ape #3818,,Lime,Shirt and Ascot,Side Glance,Cream,Beanie,Annoyed,75.97,9.81,2.1,6.19,16.68,10.66,6.63,7399,1.1420572021480752e-07,2.1,18.291428571428565,6,6bfUKGLE5twsvDqjs5cRS2ZN98nQrU6oR717UU1gG7HY,7.414441
9156,9156,Ape #2176,,Creamsicle,Buttondown,Bewildered,Chocolate,,Unimpressed,75.97,10.41,5.510000000000002,5.65,16.6,8.01,6.63,9157,2.1704362541973477e-07,5.510000000000002,18.397142857142857,5,D2ZyRMqUADGpQPnvjbznkvmtEFr14Q2nh5YH2cYyiNZT,7.414377
8892,8892,Ape #1129,,Lime,Shirt and Vest,Blank Stare,Chocolate,Beanie,Cheeky,75.97,9.81,3.47,6.04,16.6,10.66,6.909999999999998,8893,1.9099451147627453e-07,3.47,18.494285714285713,6,4t6fUcsvVRkCxn1aeugwdCFsEkt4J2zcukBu2Btgb8Hu,7.41432
4265,4265,Ape #2009,,Creamsicle,Vest,Side Glance,Chocolate,Headphones,Ponder,75.97,10.41,1.18,6.19,16.6,6.75,6.2799999999999985,4266,4.064779736134228e-08,1.18,17.625714285714285,6,Fz1WEyhLsQrCbVabcXaxejQmRkY3eTKB68e16BacZCeS,7.4142966
9639,9639,Ape #1144,,Violet,Buttondown,Worry,Coffee,Deerstalker,Smile,75.97,9.89,5.510000000000002,6.0600000000000005,19.44,4.69,13.8,9640,3.1565366101375925e-07,4.69,19.337142857142855,6,Fh4TFr2DiySs7SLa3LWAvdMqeGVMqHYcQ5vELpV95bGp,7.4142194
1238,1238,Ape #8888,Hoops,Wheat,Cardigan,Content,Cream,Winter Beanie,Disgusted,2.28,9.67,2.59,6.13,16.68,9.93,6.64,1239,3.8497713294855085e-09,2.28,7.702857142857143,7,3ADM265Vf8ATZLUUJzPabTvVmqToyRzDfwFoyBMFa3UQ,7.414153
6025,6025,Ape #2613,,Wheat,Biker Jacket,Bold,Cream,Flat Cap,Disgusted,75.97,9.67,2.32,5.89,16.68,7.06,6.64,6026,7.84947674026758e-08,2.32,17.747142857142858,6,54svxxopQYTfYTdXH7UGqJ9iVc9kiX9Zpcvesmj6b5h2,7.414115
8974,8974,Ape #6595,,Lime,Overcoat,Confused,Coffee,Trilby,Smile,75.97,9.81,3.04,6.11,19.44,5.34,13.8,8975,1.9830904890625648e-07,3.04,19.072857142857146,6,2vzqo9ZmPftNcRV8GNoSqp2voV6LsVXgLwtpwa43bcfb,7.4140797
5930,5930,Ape #5396,,Sky,Overalls and Shirt,Worry,Chocolate,Western Hat,Bewildered,75.97,10.09,2.75,6.0600000000000005,16.6,5.29,6.78,5931,7.605575196645575e-08,2.75,17.64857142857143,6,4V9VJEL3EWJncnQc2jTskbZeyxGtewbJYhJsAWaBdC5g,7.414064
795,795,Ape #7673,Bar,Lime,Bomber,Bewildered,Silverback,Backwards Ball Cap,Grin,3.5700000000000003,9.81,2.04,5.65,12.62,7.4700000000000015,6.78,796,2.580034357288026e-09,2.04,6.84857142857143,7,FDFN3afPrkF39mpN9vMuFHEzc4Cv4oxhhTy1eE154YMo,7.414043
7137,7137,Ape #7401,,Violet,Overcoat,Confused,Coffee,Ivy Cap,Bewildered,75.97,9.89,3.04,6.11,19.44,5.7700000000000005,6.78,7138,1.0613410927523383e-07,3.04,18.142857142857142,6,7BWJFRz9cYjokPkQFafgRwznSJ7vUpK2fiYpzXKyL5G7,7.4140196
6076,6076,Ape #8216,,Snow,Formal Attire,Neutral,Chocolate,Flat Cap,Ponder,75.97,10.26,1.16,11.98,16.6,7.06,6.2799999999999985,6077,7.972173234209603e-08,1.16,18.472857142857144,6,49US5wWHku4jT9Pp7ZESEmfc8DtTR2uqVy764nPJhwLs,7.4139585
9049,9049,Ape #1685,,Lime,Down Jacket and Scarf,Anger,Coffee,Beanie,Grin,75.97,9.81,3.17,6.17,19.44,10.66,6.78,9050,2.0480413423397906e-07,3.17,18.857142857142858,6,HxULmdDfuqaFmniZHRUo5J57BNtNNRXPCgVTEXsiPbpV,7.413903
9342,9342,Ape #9797,,Rose,Tracksuit,Neutral,Chocolate,Beanie,Bewildered,75.97,10.1,2.23,11.98,16.6,10.66,6.78,9343,2.459349029118004e-07,2.23,19.18857142857143,6,3TPtQ9FAxSvJXLpEHNesopRDVjXwL9YRoyP9eadp86Ry,7.413897
9832,9832,Ape #3026,,Snow,Buttondown,Neutral,Chocolate,Backwards Flat Cap,Unimpressed,75.97,10.26,5.510000000000002,11.98,16.6,6.81,6.63,9833,3.856262884530539e-07,5.510000000000002,19.108571428571427,6,AnmZYEGQxLQE3AFt2Y9yZU2CSpWrEt89YvssM678QFne,7.4138517
1472,1472,Ape #1827,Diamond Stud,Lime,Flannel,Zen,Coffee,Backwards Ball Cap,Loathing,3.76,9.81,2.5700000000000003,5.37,19.44,7.4700000000000015,6.3100000000000005,1473,4.664557843647746e-09,2.5700000000000003,7.818571428571429,7,HFdxgtseshpgGtjrDpkecdg7znvQdjJ1shGer6GbAv69,7.413772
9061,9061,Ape #9248,,Sky,Overcoat,Anger,Coffee,Beanie,Cheeky,75.97,10.09,3.04,6.17,19.44,10.66,6.909999999999998,9062,2.0588445302891344e-07,3.04,18.89714285714285,6,939riQa6nqHnjH18oF34zUS3eFoENGpCe9iC6eNAMp5i,7.413718
8608,8608,Ape #7275,,Scarlet,Hooded Jacket,Paranoid,Coffee,Snapback,Pout,75.97,9.87,3.14,6.03,19.44,9.77,6.3100000000000005,8609,1.701478332118638e-07,3.14,18.647142857142857,6,8RnQ6ghV9NMPPFxgGGyZYumEyraibZeQKjM6kaWhx7Bf,7.413711
6287,6287,Ape #9789,,Scarlet,Shirt and Vest,Mischievous,Chocolate,Trilby,Woah,75.97,9.87,3.47,5.38,16.6,5.34,6.8599999999999985,6288,8.51225235561536e-08,3.47,17.64142857142857,6,g5Mb6s8xHDJH3porPiAZ1VNXP3yMH9tuobK6tyECCLr,7.413708
3670,3670,Ape #4391,,Sky,V Neck,Anger,Silverback,Deerstalker,Ponder,75.97,10.09,1.63,6.17,12.62,4.69,6.2799999999999985,3671,2.8654834365811657e-08,1.63,16.77857142857143,6,5FepSMQBVrsufntv5WxEDBevSXX4wwx2iRj6RsN3RX5F,7.4136825
2169,2169,Ape #4379,Bar,Scarlet,Down Jacket and Scarf,Confused,Coffee,Snapback,Confused,3.5700000000000003,9.87,3.17,6.11,19.44,9.77,6.88,2170,8.91795145202369e-09,3.17,8.401428571428571,7,H7BCPw4iwAFDRk8TFKfYp2Npa5kM5KnNLCMJAi3z8FtK,7.4136596
2124,2124,Ape #8566,Diamond Stud,Creamsicle,,Neutral,Chocolate,Western Hat,Unimpressed,3.76,10.41,3.1300000000000003,11.98,16.6,5.29,6.63,2125,8.545097423473893e-09,3.1300000000000003,8.257142857142856,6,28FaxZBamyoicJGQgBKGGWPfQiSskoPyga2KNns6pRuU,7.4136567
4251,4251,Ape #5062,,Wheat,Bomber,Bold,Silverback,Trilby,Bewildered,75.97,9.67,2.04,5.89,12.62,5.34,6.78,4252,4.0331499444115484e-08,2.04,16.90142857142857,6,9nF9znTNYR3UR4GV1Cr1PXRv37eBE2dYGsr5LMyQmKJV,7.4136286
7530,7530,Ape #3802,,Sky,Cardigan,Worry,Coffee,Backwards Ball Cap,Bewildered,75.97,10.09,2.59,6.0600000000000005,19.44,7.4700000000000015,6.78,7531,1.1845468363255663e-07,2.59,18.342857142857145,6,GxSx7dCpa927hJR5pTRf4Y1s5vPzABYw6aXP1nmrxoeK,7.4135714
5404,5404,Ape #4291,,Snow,Vest,Side Glance,Chocolate,Winter Beanie,Confused,75.97,10.26,1.18,6.19,16.6,9.93,6.88,5405,6.456660010373589e-08,1.18,18.144285714285715,6,DH5NctxiTgVmYWiqUGR3mMQ1x2LEheXpqhZ6RQJaZ7aa,7.4135685
4147,4147,Ape #7867,,Wheat,Down Vest and Flannel,Content,Silverback,Ivy Cap,Pout,75.97,9.67,1.85,6.13,12.62,5.7700000000000005,6.3100000000000005,4148,3.827941840297646e-08,1.85,16.90285714285714,6,J7GEf8nBgbAdzkBVqXYC46naPMahRDT6A3YYoGCBLuef,7.41356
7107,7107,Ape #2903,,Violet,Jacket,Blank Stare,Chocolate,Backwards Ball Cap,Annoyed,75.97,9.89,2.83,6.04,16.6,7.4700000000000015,6.63,7108,1.0558543424646566e-07,2.83,17.91857142857143,6,9mL3LWQaKQV8jST6m6guv3x7wKDGNC9ckNhynWstz4wP,7.413533
7904,7904,Ape #2080,,Violet,Backpack and Shirt,Neutral,Coffee,Flat Cap,Disgusted,75.97,9.89,1.63,11.98,19.44,7.06,6.64,7905,1.3370630324835033e-07,1.63,18.94428571428572,6,HtfXXBTYtnmENrHjaHmxWV2c8Kw2b8t3udu8WC8euFzo,7.4134717
1438,1438,Ape #446,Diamond Stud,Scarlet,Decorated Shirt,Bewildered,Coffee,Winter Beanie,Unimpressed,3.76,9.87,1.69,5.65,19.44,9.93,6.63,1439,4.535228649989654e-09,1.69,8.138571428571428,7,DW5LMqGg7MSu4C54LNfyyt2PM6cPDgnMpQKBu74toLAT,7.413406
9618,9618,Ape #8197,,Creamsicle,Overcoat,Neutral,Chocolate,Deerstalker,Smile,75.97,10.41,3.04,11.98,16.6,4.69,13.8,9619,3.094448610299427e-07,3.04,19.49857142857143,6,99TKB7QmA4u5GDnd1uevaNmqVUA4HCvRbnc843LUVg82,7.4133005
6437,6437,Ape #9300,,Mint,Flannel,Mmmmkay,Chocolate,Headphones,Annoyed,75.97,10.28,2.5700000000000003,5.94,16.6,6.75,6.63,6438,8.856868540747777e-08,2.5700000000000003,17.82,6,BGgHbgKo4kP45ejqSALr9hH2YTTJCPRcjSTncJXpS7Nk,7.4132586
9898,9898,Ape #4366,,Wheat,Buttondown,Neutral,Silverback,Beanie,Blep,75.97,9.67,5.510000000000002,11.98,12.62,10.66,6.93,9899,4.520919891366762e-07,5.510000000000002,19.048571428571428,6,4w6Zxy6xRPcs9BtdKps8m67HM6Hps67NPK6JyCennePa,7.413254
9146,9146,Ape #6346,,Sky,Down Jacket,Neutral,Coffee,Trilby,Cheeky,75.97,10.09,3.27,11.98,19.44,5.34,6.909999999999998,9147,2.1540383363038489e-07,3.27,19.0,6,BF3kw4ScJmG8fzHaaEL2avRMGGepWDpxYRXBpxiohBq7,7.413206
1419,1419,Ape #5757,Earrings,Violet,Pullover,Mischievous,Coffee,Deerstalker,Confused,3.45,9.89,3.88,5.38,19.44,4.69,6.88,1420,4.4677301040701206e-09,3.45,7.658571428571428,7,FrDYRruoeMovTsn7sdHvM8otqzpkERdjuGkpUp1NePVb,7.4130344
1301,1301,Ape #5009,Diamond Studs,Sky,Hoodie,Mischievous,Tamarin,Trilby,Blep,3.4799999999999995,10.09,5.87,5.38,9.86,5.34,6.93,1302,4.046151999901154e-09,3.4799999999999995,6.707142857142857,7,pQsbidDLhNyQdzVvNzUKaczZskU3PqAVYFbXu8br8bJ,7.4129868
4593,4593,Ape #9591,,Creamsicle,Down Jacket and Scarf,Paranoid,Silverback,Headscarf,Cheeky,75.97,10.41,3.17,6.03,12.62,3.6,6.909999999999998,4594,4.7457989216841566e-08,3.17,16.958571428571428,6,8ksJJD2iG1Njy4cAMSoREnLiDEoxZyqj1ZTTiM8XuCRr,7.412923
3687,3687,Ape #337,,Violet,Short Sleeve Jacket,Anger,Coffee,Beret,Loathing,75.97,9.89,2.34,6.17,19.44,2.18,6.3100000000000005,3688,2.9008251553835482e-08,2.18,17.47142857142857,6,5sCL3dDL9s1GSVamqVkVLgcVsaGLtT5tYPhHZDX3nZq,7.4126573
2905,2905,Ape #3550,,Violet,V Neck,Confused,Synth,Beanie,Loathing,75.97,9.89,1.63,6.11,3.49,10.66,6.3100000000000005,2906,1.7566256644506207e-08,1.63,16.294285714285714,6,7gQtgncwSKt8LaVgp7gq522AUeTpfWjJSoWPnNFCbmeo,7.4126205
6024,6024,Ape #5720,,Forest,Flannel,Zen,Chocolate,Flat Cap,Disgusted,75.97,9.62,2.5700000000000003,5.37,16.6,7.06,6.64,6025,7.848839998727304e-08,2.5700000000000003,17.69,6,5qPqW9RyJuAY8ANtCppFh38ynwgX5SFAPn1PPwnNVDKi,7.4126034
1599,1599,Ape #5785,Earrings,Sky,Turtleneck,Worry,Chocolate,Flat Cap,Annoyed,3.45,10.09,3.22,6.0600000000000005,16.6,7.06,6.63,1600,5.2779476058727665e-09,3.22,7.587142857142857,7,7maKfcL5nneC2DLyiiTDnX6BV4Vyp8W1XXAdpzGZWDyt,7.412595
8110,8110,Ape #6094,,Lime,Buttondown,Bold,Cream,Trilby,Annoyed,75.97,9.81,5.510000000000002,5.89,16.68,5.34,6.63,8111,1.428330990413297e-07,5.34,17.975714285714286,6,9mcNWUwR8SUxG1ecVq6xqbgCpRDv2HyE2gggsAnPGJu,7.412559
5361,5361,Ape #2805,,Scarlet,Flannel,Confused,Silverback,Backwards Flat Cap,Ponder,75.97,9.87,2.5700000000000003,6.11,12.62,6.81,6.2799999999999985,5362,6.354768340323824e-08,2.5700000000000003,17.175714285714285,6,4QwCTzQy4w4XxuBYYFYpQcdDNGeFnayQGvfcLPWFL9dU,7.412492
4755,4755,Ape #454,,Wheat,Biker Jacket,Bewildered,Silverback,Headphones,Ecstatic,75.97,9.67,2.32,5.65,12.62,6.75,6.260000000000002,4756,5.135024194028608e-08,2.32,17.034285714285716,6,9qDTo1S2UqgXccimnRLdfGvU2JFGsgbUmy6cGgU2oE1t,7.412481
8493,8493,Ape #4219,,Sky,Down Jacket,Confident,Silverback,Backwards Flat Cap,Smile,75.97,10.09,3.27,5.48,12.62,6.81,13.8,8494,1.629097799313953e-07,3.27,18.291428571428565,6,9JQUbk2NvK22ZKvgD8SczR9xG36kgpDn1tX8tvv6xUCk,7.412455
9692,9692,Ape #6805,,Violet,Hoodie,Unimpressed,Coffee,Beanie,Ponder,75.97,9.89,5.87,5.7700000000000005,19.44,10.66,6.2799999999999985,9693,3.311810215512222e-07,5.7700000000000005,19.125714285714285,6,HrGzjiJC4XZqAzVkKqNv6CTeprnii2DKFfYg2C2zEDMU,7.4124427
7876,7876,Ape #8318,,Snow,Hooded Jacket,Blank Stare,Coffee,Visor,Cheeky,75.97,10.26,3.14,6.04,19.44,6.67,6.909999999999998,7877,1.3245129711247766e-07,3.14,18.34714285714286,6,J8gp8MjKcbqNUEq3w3GCrifBuKWBcJEJMzLkbjCupo6Z,7.4123583
8111,8111,Ape #3969,,Violet,Short Sleeve Buttondown,Anger,Silverback,Backwards Ball Cap,Pout,75.97,9.89,5.18,6.17,12.62,7.4700000000000015,6.3100000000000005,8112,1.42844215335287e-07,5.18,17.658571428571427,6,Epe1zEHJ5bUf3XQJYM5BTauvxnggRrdSuXsd1mVz9R9F,7.412302
864,864,Ape #8816,Diamond Studs,Snow,Overalls,Confident,Chocolate,Western Hat,Woah,3.4799999999999995,10.26,2.36,5.48,16.6,5.29,6.8599999999999985,865,2.7816791927652724e-09,2.36,7.19,7,3oH5ER8vguipxMRyaDTWRgRjrc9X5xZmVDiJNjKdpEeG,7.4122677
1769,1769,Ape #5361,Diamond Studs,Forest,Buttondown,Bewildered,Silverback,Backwards Flat Cap,Woah,3.4799999999999995,9.62,5.510000000000002,5.65,12.62,6.81,6.8599999999999985,1770,6.144477315080662e-09,3.4799999999999995,7.2214285714285715,7,DcUiUj5SuLH9JmGY8mG7dWRyuuK8g39UsCRSojvoJVb9,7.4122443
9722,9722,Ape #4020,,Sky,Overcoat,Neutral,Chocolate,Trilby,Smile,75.97,10.09,3.04,11.98,16.6,5.34,13.8,9723,3.415011148295152e-07,3.04,19.54571428571429,6,8Tgaqyxnwt4ERkXKW9rCgJe751qda2MhKd9bstExs33m,7.41217
8103,8103,Ape #9028,,Mint,Overalls and Shirt,Mmmmkay,Chocolate,Winter Beanie,Bewildered,75.97,10.28,2.75,5.94,16.6,9.93,6.78,8104,1.4257435327474178e-07,2.75,18.321428571428573,6,5TkKKxA3fUdK6DTsqU1Z1Xi6hJpSVyFFzZvSHnAHaMXX,7.4121294
7744,7744,Ape #8038,,Wheat,Down Jacket,Relaxed,Coffee,Headphones,Cheeky,75.97,9.67,3.27,5.81,19.44,6.75,6.909999999999998,7745,1.2655245262455615e-07,3.27,18.26,6,7UowkTQ71EogYQ1HKzCGivwAvtmyKwTjLfaBVnwzMZhw,7.4120903
7272,7272,Ape #647,,Mint,Overalls and Shirt,Bold,Coffee,Headphones,Annoyed,75.97,10.28,2.75,5.89,19.44,6.75,6.63,7273,1.1005170909592605e-07,2.75,18.244285714285713,6,nfC6mBHePHuawqLfQ1skVoqZu6rjXaxmvKrYp3F3U5Z,7.412042
789,789,Ape #8688,Earring,Violet,V Neck,Anger,Silverback,Ivy Cap,Woah,5.1400000000000015,9.89,1.63,6.17,12.62,5.7700000000000005,6.8599999999999985,790,2.5538269331038346e-09,1.63,6.868571428571429,7,FSkZPdAsXdmKBDyg5BCQ42bLZpQK5zQoT48xFzx5n8HH,7.411818
3473,3473,Ape #857,,Sky,Buttondown,Worry,Tattoo,Beret,Unimpressed,75.97,10.09,5.510000000000002,6.0600000000000005,6.81,2.18,6.63,3474,2.5192696203587663e-08,2.18,16.178571428571427,6,AN1AABUKMM3ZFCUyiTSugSW4QbLPE53igJLLBVA7XLd3,7.4116
1431,1431,Ape #7598,Diamond Studs,Wheat,Cardigan,Relaxed,Silverback,Beanie,Unimpressed,3.4799999999999995,9.67,2.59,5.81,12.62,10.66,6.63,1432,4.5166007520324516e-09,2.59,7.3514285714285705,7,9yX78sNphyzX1qaACrvePY9BvjV2qaeuXBwCyCT2H5bb,7.411583
7118,7118,Ape #2391,,Scarlet,Pullover,Confident,Chocolate,Ivy Cap,Blep,75.97,9.87,3.88,5.48,16.6,5.7700000000000005,6.93,7119,1.0582510278392817e-07,3.88,17.785714285714292,6,3cfHoKtjymTgS3E4EzWiS8FkGYHGWbqDs3TFCht2okjD,7.4115767
7335,7335,Ape #2304,,Sky,Overcoat,Side Glance,Chocolate,Headphones,Blep,75.97,10.09,3.04,6.19,16.6,6.75,6.93,7336,1.1200634376766651e-07,3.04,17.93857142857143,6,A1WGyPaxofoc1DSe5spuZ7DhppQV5FQaSQQwxW9ASCNS,7.411474
9858,9858,Ape #2462,,Rose,Hoodie,Neutral,Cream,Backwards Flat Cap,Disgusted,75.97,10.1,5.87,11.98,16.68,6.81,6.64,9859,4.0697680412629617e-07,5.87,19.15,6,EjxvJqF84H6ooXHPUdEFYV55uTVRDJUa1UK3z5saKuvn,7.411426
9587,9587,Ape #3046,,Creamsicle,Dress Shirt,Neutral,Cream,Trilby,Smile,75.97,10.41,2.58,11.98,16.68,5.34,13.8,9588,3.00459382021777e-07,2.58,19.537142857142857,6,CzhkG216oBkCF8UbTzCXyyRnzyq8xiEq36vrLfeWJfSa,7.411415
1729,1729,Ape #823,Studded,Snow,Adventurer in Flannel,Worry,Cream,Beanie,Cheeky,2.35,10.26,3.29,6.0600000000000005,16.68,10.66,6.909999999999998,1730,5.906293759420275e-09,2.35,8.03,7,Q8Zo2j2DoQ8a2cu7S93347EyzGB8pJUCDTjiFidMu4D,7.411372
7338,7338,Ape #1184,,Snow,Down Vest and Flannel,Blank Stare,Coffee,Snapback,Grin,75.97,10.26,1.85,6.04,19.44,9.77,6.78,7339,1.121550084389667e-07,1.85,18.58714285714285,6,FRCeLTkf31MxhkAisvEbamDpVJ9ufnigFGQwJsEsrjDY,7.411309
7965,7965,Ape #3179,,Rose,Overalls,Bewildered,Cream,Ivy Cap,Smile,75.97,10.1,2.36,5.65,16.68,5.7700000000000005,13.8,7966,1.3588605697367856e-07,2.36,18.61857142857143,6,8H7V3LuJ3gn3dGXxeCdpj4zD9GH68JWFqjUokckXsguQ,7.411176
3345,3345,Ape #1746,,Rose,Backpack,Worry,Coffee,Trilby,Unimpressed,75.97,10.1,0.74,6.0600000000000005,19.44,5.34,6.63,3346,2.3682027991733685e-08,0.74,17.754285714285714,6,7Y8RKLuHkSeq3ydmrPmqehuHkvB7RLKjddiBi7h1dKvA,7.4111753
5943,5943,Ape #5946,,Snow,Turtleneck,Mischievous,Silverback,Headphones,Disgusted,75.97,10.26,3.22,5.38,12.62,6.75,6.64,5944,7.637633978288899e-08,3.22,17.262857142857143,6,HNJeZZeKv533q4pPVjEPrTJ9FHL8TJoHCZGWCVqjKBMh,7.411152
6267,6267,Ape #2058,,Scarlet,Down Jacket and Scarf,Confident,Chocolate,Ivy Cap,Grin,75.97,9.87,3.17,5.48,16.6,5.7700000000000005,6.78,6268,8.458876705545343e-08,3.17,17.662857142857145,6,FfBXQ48RfeYo4AU2unMKgCzpwDHn2mR3c3VAxcf5i9oe,7.411142
