,Unnamed: 0,name,Background,Body,Clothing,Eyes,Head,Mouth,trait_5_rarity,trait_3_rarity,trait_0_rarity,trait_2_rarity,trait_4_rarity,trait_1_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
6453,6453,Primate #2347,Orange,Stone,Winter Coat,Censored,Professor,Content,9.85,7.79,2.18,1.94,1.85,18.05,6454,1.08362956708715e-08,1.85,6.943333333333333,6,CksgGeaH2nu9XtDCbkBzmAwUj9WNgdoxj3viuB5UyDff,12.919868
7906,7906,Primate #8135,Lilac,Naked,Sliced Cutoff,Cyber Gas Mask,Braids,Content,10.0,19.21,1.55,2.02,1.97,18.05,7907,2.138719675835e-08,1.55,8.8,6,3Ej7Ze3cqarKXcgsBnch2qug1Agkt43vqHme1theHp2u,12.918079
8426,8426,Primate #3013,White,Naked,Turtleneck,Vr Headset,Outdoor Hat,Content,10.19,19.21,1.48,2.09,2.8400000000000003,18.05,8427,3.1038812445438167e-08,1.48,8.976666666666668,6,Hho8r6hAxZna4wuQZQat8UZ5qjXwQDq6VYGNhm1Lc1Yp,12.917847
8282,8282,Primate #4849,Blue,Robot,Bib,Cougar Glasses,Pink Bandana,Content,10.37,8.790000000000001,1.98,3.08,2.78,18.05,8283,2.7893662406351288e-08,1.98,7.508333333333334,6,GCc9CjKeqMPSXbouAeHFYsrwG3ePHarJV37eRkrk6PPN,12.917507
7326,7326,Primate #3361,Blue,Caution Tape,Mob Boss Jacket,Squinted,Headset,Content,10.37,8.89,1.02,3.85,2.42,18.05,7327,1.5813718033829098e-08,1.02,7.433333333333334,6,EieGBEN6pXkhHLr4cfbmiVhHxtVc6ef9qK52R9wWq8ny,12.916156
6695,6695,Primate #9254,Pink,Stone,Formal Collared Shirt,Eye Patch,Cig Hat,Content,9.83,7.79,1.41,3.02,2.03,18.05,6696,1.194786413188221e-08,1.41,7.021666666666667,6,DQZPQLYQ8TaKhPKpy46H12gu1AxyTMXHZbRFNPWyVNeu,12.915588
7513,7513,Primate #1699,Green,Stone,Sliced Cutoff,Classy Glasses,Camo Cap,Content,9.64,7.79,1.55,3.58,2.29,18.05,7514,1.72243128449318e-08,1.55,7.15,6,CJ9SgzLSh9xeb73jPEigeZt9VXxN72KW3UftCP7Jirbu,12.915559
5657,5657,Primate #3741,Purple,Scarred,Basketball Jersey,Stitched,Professor,Content,9.66,9.13,1.46,1.92,1.85,18.05,5658,8.2556433546048e-09,1.46,7.011666666666668,6,AXa4HJ29z9mKksdougBEdj6E36N1Ph2yxEMvYSUXhjvf,12.914918
7845,7845,Primate #1943,Orange,Naked,Prisoner Uniform,Meth Scientist,P-Cap,Content,9.85,19.21,1.89,1.83,1.7399999999999998,18.05,7846,2.055431196501165e-08,1.7399999999999998,8.761666666666667,6,6aT6Jh3uhJYH8FcahVCChjDJWM2VjMkRatHTZ192ed9Q,12.914566
6549,6549,Primate #674,Purple,Tribesman,Color Block Zip-Up Jacket,Crossed Out,Newsboy Hat,Content,9.66,6.68,1.78,3.37,1.61,18.05,6550,1.1248809819530637e-08,1.61,6.8583333333333325,6,6N2Z84gfvoozRu88r7rrisgBskH7HageQC45Q5TRLNqb,12.91443
6116,6116,Primate #7000,Lilac,Robot,Cardigan Sweater,Mummified,Camo Cap,Tnt,10.0,8.790000000000001,2.03,2.96,2.29,7.88,6117,9.530996803104e-09,2.03,5.658333333333334,6,C6CwCbMdKpq2mRqJEraAqrDozb9kywk5xW6r4tt6CoDg,12.912654
7324,7324,Primate #4427,Purple,Stone,Button-Up Shirt,Bandages,Professor,Content,9.66,7.79,2.09,3.01,1.85,18.05,7325,1.5807977184742046e-08,1.85,7.074999999999998,6,HAYtEEns5YBwQRmWYKGxWdNSjK3dkbfKVykGD4b1AYsV,12.912287
5769,5769,Primate #3689,Green,Pill,Baseball Jersey,Thug Life Glasses,Braids,Content,9.64,4.15,2.06,2.9000000000000004,1.97,18.05,5770,8.498333718874e-09,1.97,6.461666666666668,6,FdRh4SWUQzmSizVCJP2kzoxHBzGMYjd9x5R4CNSeYZ6P,12.912107
6761,6761,Primate #6423,Yellow,Stone,Straight Jacket,Polarized Sunglasses,Arrow,Content,9.83,7.79,1.54,2.82,2.0500000000000003,18.05,6762,1.23052905308949e-08,1.54,7.013333333333335,6,3zdhbKNf97RKz92tcyhEy9p6wtMpygdFcVL6r7Gb2EQP,12.911864
6904,6904,Primate #287,Pink,Mutated Zombie,Diving Jacket,Bandages,Cig Hat,Content,9.83,7.57,1.6,3.01,2.03,18.05,6905,1.3131342219178401e-08,1.6,7.015,6,35PekWemEbs3r1b6K43FBjFaRkESVaAkyDoacnF5NM63,12.91049
7872,7872,Primate #2651,Blue,Naked,Cardigan Sweater,Jngl Intestines,Antlers,Content,10.37,19.21,2.03,1.82,1.5699999999999998,18.05,7873,2.085693106787017e-08,1.5699999999999998,8.841666666666667,6,FChRVvMeEjvs8Xqr2HF1REDrGa9joAjMUCqHZAhgrQbf,12.907984
9894,9894,Primate #8799,Mint,Naked,Striped Tee,Aviator Goggles,,Content,10.15,19.21,1.48,1.97,19.05,18.05,9895,1.9547604113254352e-07,1.48,11.651666666666666,5,96rAJA3ufVzsqDsmNvaZoSGRWuza9yawYnxhqXfuf5eV,12.9077425
3031,3031,Primate #1550,Orange,Tiger,Winter Jacket,Wide Eyed,Camo Bandana,Excited,9.85,6.63,0.8200000000000001,4.7,1.46,10.79,3032,3.964932239899801e-09,0.8200000000000001,5.708333333333332,6,9apc6jH9fKqBA29gu3b6kauy2oDAib7vT3Je2QsNHCke,12.901008
9018,9018,Primate #2075,Orange,Naked,Straight Jacket,Wide Eyed,Captain Cap,Content,9.85,19.21,1.54,4.7,2.07,18.05,9019,5.1171685944340495e-08,1.54,9.236666666666666,6,CuPxu8bqGcHraSPYB42ZcAWtXLJrUjDfAMhrhufvXcjA,12.900818
4874,4874,Primate #2753,Blue,Tribesman,Football Pads,Stitched,Pilot Helmet,Content,10.37,6.68,2.45,1.92,1.11,18.05,4875,6.5286399310272e-09,1.11,6.763333333333333,6,E7nsY8NBkwk9cdUsUByv6gVFMDZxp8SMrkA1aJz3tc9w,12.899596
9695,9695,Primate #9896,Yellow,Robot,Baseball Jersey,Camcorder,,Content,9.83,8.790000000000001,2.06,1.92,19.05,18.05,9696,1.1751221928202558e-07,1.92,9.95,5,DMRJ9HuPEPxWdTo3MoX6gUStvA2BGmos2Xreb8bRr3pC,12.896998
6972,6972,Primate #9032,Pink,Caution Tape,Prince Jacket,Classy Glasses,Antlers,Content,9.83,8.89,1.53,3.58,1.5699999999999998,18.05,6973,1.3564587610571132e-08,1.53,7.241666666666667,6,7dLiwgsr5vBVkHTnLyXh7WoURLJ2vgeMm7kNznFe6QKw,12.896041
9940,9940,Primate #2393,Mint,Naked,Prisoner Uniform,Bone Mask,,Content,10.15,19.21,1.89,1.96,19.05,18.05,9941,2.4836103950178146e-07,1.89,11.718333333333335,5,9eopdeZiHA6Siwhba3W3ZQnED7qMFPQHxy9wFrhSJobP,12.893563
8396,8396,Primate #8672,Red,Naked,Formal Collared Shirt,Vr Headset,Outdoor Hat,Content,10.48,19.21,1.41,2.09,2.8400000000000003,18.05,8397,3.041232287508623e-08,1.41,9.013333333333334,6,9ApBvMme8oUm971vLagSj87ZcQ4FRkcp6XW5Ng2fZiiu,12.891661
9249,9249,Primate #4912,Green,Tiger,Prince Jacket,Censored,,Content,9.64,6.63,1.53,1.94,19.05,18.05,9250,6.52312813164246e-08,1.53,9.473333333333334,5,6iFbU9zpsuQjZBA6vCUdVUYVJtF2eyevU8kP93xesXSE,12.890497
7072,7072,Primate #3014,Green,Mutated Zombie,Basic Hoodie,Parallelogram Glasses,Horned Cap,Content,9.64,7.57,1.51,3.0,2.3800000000000003,18.05,7073,1.4201207682396001e-08,1.51,7.025,6,48b5DrWm5x5kjTWhfYK1KajMAxhAchLk1PmEQeE9eCPF,12.888831
7658,7658,Primate #5841,Pink,Scarred,Fur Robe,Crossed Out,Pom Beanie,Content,9.83,9.13,1.87,3.37,1.83,18.05,7659,1.868203144549681e-08,1.83,7.346666666666668,6,247oSZz5ByLC2CtsMh6bxrffhTHEW52MdAxyhvuMAzCf,12.887858
9728,9728,Primate #8009,Lilac,Scarred,Exoskeleton,Flip-Up Glasses,,Content,10.0,9.13,1.44,2.78,19.05,18.05,9729,1.256753929464e-07,1.44,10.075,5,AMRsqCbrA7C7VP9j1tRqbnZakoE5nDgHjEiDBxkNt3Y9,12.884747
9582,9582,Primate #3359,Blue,Robot,Racing Jacket,Cougar Glasses,,Dumbfounded,10.37,8.790000000000001,2.02,3.08,19.05,9.1,9583,9.831190006277641e-08,2.02,8.735,5,9ffJp6Z8WTteb1aSiEt4EEKmt8XBiog1WTeNiCEXbrBA,12.883005
9857,9857,Primate #9026,Green,Caution Tape,Mechanic Jacket,Flip-Up Glasses,,Content,9.64,8.89,2.0500000000000003,2.78,19.05,18.05,9858,1.6793825571959102e-07,2.0500000000000003,10.076666666666668,5,ArRAjA8GAnoTz82oMHM3vSwjZ8qToNXmP3MWUszkTp3b,12.881368
7890,7890,Primate #3168,Yellow,Naked,Aviator Jacket,Meth Scientist,Cowboy Hat,Content,9.83,19.21,2.03,1.83,1.67,18.05,7891,2.1145681559743546e-08,1.67,8.77,6,7HJwCiJ2vfRMqXGFZ6jzAKT4cTVKbiy7rWSpQv5ZzFCh,12.88114
9762,9762,Primate #3695,Mint,Caution Tape,Fur Coat,Camcorder,,Content,10.15,8.89,2.25,1.92,19.05,18.05,9763,1.340367028938e-07,1.92,10.051666666666668,5,HyVExM4jprEb68trUxwkmMT5eErQw6aPzGqDs5g6VF9C,12.881134
8967,8967,Primate #6752,Green,Naked,Striped Tee,Thinking,Camo Cap,Content,9.64,19.21,1.48,4.32,2.29,18.05,8968,4.8939840494196485e-08,1.48,9.165,6,GLcxuQS7B4QYZxdqnJu5G666hNAMKYbYdGLngsMsik9p,12.878532
7202,7202,Primate #9847,Purple,Mutated Zombie,Knitted Tee,Slashed,Pom Beanie,Content,9.66,7.57,1.95,3.19,1.83,18.05,7203,1.502541916240365e-08,1.83,7.041666666666668,6,3SsaA4ojNFwip68BFBPyvi2FZQibAh4n7eaqnPL9LKhe,12.876526
5519,5519,Primate #5873,Orange,Mutated Zombie,Blingin Polo,Stitched,Captain Cap,Content,9.85,7.57,1.47,1.92,2.07,18.05,5520,7.863180139684799e-09,1.47,6.821666666666666,6,CUQyNPcFNqqowiY2rfaaqz9pV8TtbeHvoxZLsGHGkvZS,12.874979
7993,7993,Primate #9871,Pink,Stone,Basketball Jersey,Vr Headset,,Cigarette,9.83,7.79,1.46,2.09,19.05,5.09,7994,2.265702478533021e-08,1.46,7.551666666666666,5,5uBLevmQVYvrXKWUM22aY6RXpHqVkuyHbB6yXQsV7fbU,12.871462
8009,8009,Primate #9544,Purple,Naked,Pullover,Stitched,Cowboy Hat,Content,9.66,19.21,2.13,1.92,1.67,18.05,8010,2.287594274003136e-08,1.67,8.773333333333332,6,2JtQEMR1CEWmZFGm6mamnu6bMRu5BePWzJdQGGjYPNW5,12.870748
4348,4348,Primate #6323,White,Caution Tape,Striped Polo,Slashed,Horned Cap,Cigar,10.19,8.89,2.13,3.19,2.3800000000000003,3.85,4349,5.64006251844651e-09,2.13,5.105,6,Hm8rDEcmRMHLEv6tKpkcuZo38B2tM61C3MdwWT7jRKRq,12.8703985
7590,7590,Primate #2404,Purple,Stone,Motorcycle Jacket,Questionable,Professor,Content,9.66,7.79,1.91,3.75,1.85,18.05,7591,1.7998161882356248e-08,1.85,7.168333333333332,6,741Cg3XRyqmsmLwf82coKNYHGsoQfVE5axoDgpa7Kn1f,12.869722
6721,6721,Primate #2625,Orange,Tribesman,Motorcycle Jacket,Camcorder,Pink Bandana,Content,9.85,6.68,1.91,1.92,2.78,18.05,6722,1.21079129821824e-08,1.91,6.865000000000001,6,365G8hh2uK6q96LTii9AT7JJzSdKe42t1x7PnjbkxCAc,12.869108
7834,7834,Primate #1101,Green,Caution Tape,Knitted Tee,Mummified,Camo Cap,Content,9.64,8.89,1.95,2.96,2.29,18.05,7835,2.04464448707064e-08,1.95,7.296666666666668,6,7QPWU65gkHRXwXmKggZdCi5Gf6achVV8cj1UoJMRdir1,12.86854
9626,9626,Primate #9354,Purple,Stone,Sleeveless Hoodie,Vr Headset,,Content,9.66,7.79,1.95,2.09,19.05,18.05,9627,1.0545511941639676e-07,1.95,9.765,5,GXG8jDP2mVUXKWaq8k5NEikAvyDoe2aCzr8w6iockuVF,12.866709
9365,9365,Primate #6245,White,Robot,Fur Robe,Baller Shades,,Tnt,10.19,8.790000000000001,1.87,2.95,19.05,7.88,9366,7.41733474315581e-08,1.87,8.455,5,4QQfBEqSK9U36sAfuvr1PB4akiTmpLd1MBBegArdBxyC,12.863558
7060,7060,Primate #5747,Yellow,Robot,Varsity Jacket,Jngl Intestines,Arrow,Content,9.83,8.790000000000001,2.43,1.82,2.0500000000000003,18.05,7061,1.4140055750962049e-08,1.82,7.161666666666667,6,3qHApLzh7PjVK84U6GRVo47PyuKXhboWy42DQYmAcnic,12.863409
9727,9727,Primate #1255,Orange,Stone,Army Jacket,Pritv,,Content,9.85,7.79,1.5,3.17,19.05,18.05,9728,1.2545743258333125e-07,1.5,9.901666666666667,5,fNjG9hm4ySXDyRYuNUsKcqSHs2hmz9sDocbyVmyDqpB,12.859027
6734,6734,Primate #9076,Green,Tiger,Bib,Eyeball,Beanie,Content,9.64,6.63,1.98,2.85,1.87,18.05,6735,1.21736111491566e-08,1.87,6.836666666666668,6,AQRiEz4AbPhT5sUWWJ1BkJWK35WGismnjXNojjVmyJ28,12.859003
6597,6597,Primate #9355,Green,Tiger,Suspenders,Parallelogram Glasses,Antlers,Content,9.64,6.63,2.11,3.0,1.5699999999999998,18.05,6598,1.1464922701205998e-08,1.5699999999999998,6.833333333333335,6,AyFupXyQwbpnTRe1ArVZTy83uF6cvoBbgcotvp4SGkRc,12.85833
8010,8010,Primate #3662,Pink,Stone,Casual Zip-Up,Classy Glasses,Camo Cap,Content,9.83,7.79,2.02,3.58,2.29,18.05,8011,2.2889592453264136e-08,2.02,7.259999999999999,6,Dmo3nE8NZXA8xV9sqn3LNU29Ys2BjViq7FDwvyVS1vHn,12.857854
5230,5230,Primate #8634,White,Pill,Armor,Thief,Horned Cap,Content,10.19,4.15,2.02,1.97,2.3800000000000003,18.05,5231,7.229263249567099e-09,1.97,6.46,6,Ea1Rv1HuDp5PX6tNqQdJTXe6nBtwSkCSe2TE8yQUZ6XM,12.857821
9713,9713,Primate #3158,Lilac,Robot,Basketball Jersey,Flip-Up Glasses,,Content,10.0,8.790000000000001,1.46,2.78,19.05,18.05,9714,1.2267574752330001e-07,1.46,10.021666666666668,5,GALXcKocnr9W5jsWjT7475tD7CkPYPUzYcjyqn1gRkS5,12.856717
6099,6099,Primate #6227,Lilac,Mutated Zombie,Striped Polo,Cyber Gas Mask,Newsboy Hat,Content,10.0,7.57,2.13,2.02,1.61,18.05,6100,9.465203042609998e-09,1.61,6.896666666666667,6,3B4RRNK63FwjLMC3r5Lk9Jtu9wEgo4ETqmA4DBPUFu4g,12.855686
6433,6433,Primate #2471,Pink,Mutated Zombie,Army Jacket,Superstar Glasses,Outdoor Hat,Content,9.83,7.57,1.5,1.88,2.8400000000000003,18.05,6434,1.0757071416804002e-08,1.5,6.945,6,BKNg1BSz23TBw34w9vkWiRFB9U1n1zdhDULzCr1rQT5A,12.854365
6144,6144,Primate #6777,Red,Stone,Pullover,Polarized Sunglasses,Pink Bandana,Amused,10.48,7.79,2.13,2.82,2.78,7.07,6145,9.638105188334108e-09,2.13,5.511666666666668,6,6Rqqp2KB5ZAVU3ZNHCgs5WFLV1D2LSvVQ5m4ChrsQ9Hc,12.853318
5139,5139,Primate #9923,Green,Mutated Zombie,Studded Punk Jacket,Meth Scientist,Hippie Hat,Content,9.64,7.57,1.65,1.83,1.77,18.05,5140,7.0397691836570995e-09,1.65,6.751666666666666,6,6cuRUZzQY2C9XBaKCJctMqT3WhbEMW8TQmtafv9S6ESE,12.853152
6296,6296,Primate #3592,Blue,Mutated Zombie,Color Block Zip-Up Jacket,Aviator Goggles,Arrow,Content,10.37,7.57,1.78,1.97,2.0500000000000003,18.05,6297,1.0185724647919851e-08,1.78,6.965,6,AMgwpvTxJ1zZcRQJVcvdgM45fRovCt6WHRynvJ85cUZ3,12.853125
7860,7860,Primate #2184,Pink,Caution Tape,Button-Up Shirt,Slashed,Braids,Content,9.83,8.89,2.09,3.19,1.97,18.05,7861,2.0717420471138543e-08,1.97,7.336666666666666,6,DuPAuQpGTs5zv4iVzywxGpZcnQ8HdecDVXip6BSAivnu,12.85278
9375,9375,Primate #3392,Blue,Naked,Basketball Jersey,Camcorder,,Amused,10.37,19.21,1.46,1.92,19.05,7.07,9376,7.520982870510143e-08,1.46,9.846666666666666,5,HPBCnUsnWBptEf61sbGaG61y7Yub6RKDN9bYFuKdvGYK,12.851519
6375,6375,Primate #7965,White,Tribesman,Aviator Jacket,Hockey Mask,Thin Mohawk,Content,10.19,6.68,2.03,2.11,2.0,18.05,6376,1.0525345037396e-08,2.0,6.843333333333333,6,9b8xRvLgyNmiTGATPQuF1LPgLdSwdgmXEmujWxm7XTJP,12.849071
9760,9760,Primate #6523,Red,Caution Tape,Painting Jacket,Flip-Up Glasses,,Content,10.48,8.89,1.5,2.78,19.05,18.05,9761,1.3358918024045999e-07,1.5,10.125,5,CfXfZ1fk6S5L1YfosAtVN9CPdVDy8DjN5tq5gzj6fAfX,12.847611
9278,9278,Primate #2136,Lilac,Robot,Casual Zip-Up,Polarized Sunglasses,,Amused,10.0,8.790000000000001,2.02,2.82,19.05,7.07,9279,6.743785475826e-08,2.02,8.291666666666666,5,EzrxvwsgVQ2Fv7hpFgBSjyTnmdM39CcfpbPNRHLCaeXf,12.846851
9495,9495,Primate #417,Orange,Naked,Royal Coat,Superstar Glasses,,Dumbfounded,9.85,19.21,1.44,1.88,19.05,9.1,9496,8.880150148833602e-08,1.44,10.088333333333333,5,HqMooeKSYhLgcfnwP9qvTYXQM5LiKvCrpQghgYUJGUpX,12.845885
9723,9723,Primate #7319,Red,Caution Tape,Bib,Bone Mask,,Content,10.48,8.89,1.98,1.96,19.05,18.05,9724,1.2432443421515045e-07,1.96,10.068333333333333,5,7hQo9WJPsWbigKbYkUFFmjBF6kX7bfD6a8157QqXsnsU,12.843958
8428,8428,Primate #4937,Red,Naked,Suspenders,Hockey Mask,Brains,Content,10.48,19.21,2.11,2.11,1.92,18.05,8429,3.1062184364014066e-08,1.92,8.98,6,3MMG5fBJCaVMNGtN7uYKUeNagzbjAqqMgBLrki36gWpF,12.84277
9934,9934,Primate #9388,Lilac,Naked,Prisoner Uniform,Superstar Glasses,,Content,10.0,19.21,1.89,1.88,19.05,18.05,9935,2.3470330464630003e-07,1.88,11.68,5,CHMahxgeAxEQ4ebXfUwPtf7kiYzhsAqAZVEd4M1SPUrW,12.841265
7836,7836,Primate #2361,Purple,Scarred,Winter Coat,Eyeball,Captain Cap,Content,9.66,9.13,2.18,2.85,2.07,18.05,7837,2.04737223435129e-08,2.07,7.323333333333334,6,7vE1sj3iDfDepj7X32Efap2SJuqHc2if9jgP8hb6Ydvk,12.840215
7914,7914,Primate #9441,Blue,Robot,Layered Jacket,Vr Headset,Outdoor Hat,Content,10.37,8.790000000000001,2.2,2.09,2.8400000000000003,18.05,7915,2.14848410335548e-08,2.09,7.39,6,Fmj4zB2UrnxrVmri8x5TE42SfL5LWwnUjzqmRYGdRc3J,12.838521
8718,8718,Primate #9523,Mint,Naked,Wifebeater,Thinking,Professor,Content,10.15,19.21,1.4200000000000002,4.32,1.85,18.05,8719,3.9940586045387996e-08,1.4200000000000002,9.166666666666668,6,ALtfQPQs21uTeWxMp2kbEHXwYDzdB7wA8VdhEnY6scoT,12.838335
8032,8032,Primate #6935,Mint,Stone,Striped Tee,Hockey Mask,,Snake,10.15,7.79,1.48,2.11,19.05,4.94,8033,2.3236440426162596e-08,1.48,7.586666666666666,5,DsZex3MtpVRWfthzioigU1oA1B4F8GbmB8jpxUW6zszQ,12.838154
9736,9736,Primate #3593,Yellow,Scarred,Pullover,Censored,,Content,9.83,9.13,2.13,1.94,19.05,18.05,9737,1.2751985639854396e-07,1.94,10.021666666666668,5,8P6MtbGJoouN3cMfL758GaDnWeXKC3EFfmA2X23hD9wD,12.83784
9551,9551,Primate #549,Pink,Caution Tape,Basic Hoodie,Vr Headset,,Content,9.83,8.89,1.51,2.09,19.05,18.05,9552,9.483108040076633e-08,1.51,9.903333333333334,5,B931UpPLvPm6DKFaSg3H9f5nVdYV7TxsDjxWsiKNh3Zw,12.837776
8242,8242,Primate #8482,White,Caution Tape,Striped Polo,Monocle,Pink Bandana,Content,10.19,8.89,2.13,2.8000000000000003,2.78,18.05,8243,2.7110378557239604e-08,2.13,7.473333333333334,6,3rD6BzCSfrubabcApSFaD7WCxDd7TuGfwKz3fCsiDyQY,12.837301
6118,6118,Primate #1798,Mint,Tribesman,Bib,Stitched,Arrow,Content,10.15,6.68,1.98,1.92,2.0500000000000003,18.05,6119,9.537619468608001e-09,1.92,6.8050000000000015,6,2Wa5hYx8BaducvM5PD4cW4e2aAEQ5tkvhfCWPousmKqr,12.8371315
7163,7163,Primate #1732,Yellow,Robot,Half Zip Pullover,Baller Shades,Medic Cap,Content,9.83,8.790000000000001,1.29,2.95,2.49,18.05,7164,1.4778510773280072e-08,1.29,7.2333333333333325,6,BoFPyTu7peKgToSaAryNPyrXe2FL1rWHua7BLUYrEA14,12.837017
6403,6403,Primate #5825,White,Caution Tape,Casual Denim Jacket,Superstar Glasses,Hippie Hat,Content,10.19,8.89,1.95,1.88,1.77,18.05,6404,1.0610085367709102e-08,1.77,7.121666666666667,6,JAZdq9z7rNBMcBgX2LfwdBNhqzW3zHSgmgb99MYnpjYu,12.834497
7961,7961,Primate #5410,Yellow,Caution Tape,Fur Coat,Eye Patch,Captain Cap,Content,9.83,8.89,2.25,3.02,2.07,18.05,7962,2.218667857019775e-08,2.07,7.3516666666666675,6,BffG8a1MLjDH8xZDzDMtXbNMcbWSyyXvwn3ArVmszNYb,12.829681
7007,7007,Primate #2837,Red,Robot,Fur Robe,Censored,Camo Cap,Content,10.48,8.790000000000001,1.87,1.94,2.29,18.05,7008,1.3813577950452718e-08,1.87,7.2366666666666655,6,GaVzPhP2XgQRD62SC9vdsKtSWpUGJUauDyFqeJAM5Sax,12.826402
8324,8324,Primate #2752,White,Caution Tape,Football Pads,Bandages,Horned Cap,Content,10.19,8.89,2.45,3.01,2.3800000000000003,18.05,8325,2.8698730649814052e-08,2.3800000000000003,7.495,6,HmKEGE1iDenYhtA4CEBfSyQVgysL8jch1VZSdxFtEiJ,12.825013
6074,6074,Primate #1857,Pink,Tribesman,Windbreaker,Questionable,Bucket Hat,Content,9.83,6.68,2.03,3.75,1.04,18.05,6075,9.383564239139998e-09,1.04,6.896666666666667,6,EDzDEArDXHZ8ruBjpvtPTcxixSL5KJm5VDPBDi2H63Hh,12.824663
9770,9770,Primate #5037,Blue,Mutated Zombie,Football Pads,Snow Goggles,,Content,10.37,7.57,2.45,2.0500000000000003,19.05,18.05,9771,1.3557099002738816e-07,2.0500000000000003,9.923333333333334,5,ZfoPoEALUjacBUnmV4HZEHGY79oa9b99dUZsaofKdic,12.823274
9731,9731,Primate #123,Lilac,Scarred,Motorcycle Jacket,Hockey Mask,,Content,10.0,9.13,1.91,2.11,19.05,18.05,9732,1.2651988437082502e-07,1.91,10.041666666666668,5,Fj3mC1q4UBP1V4R24cYxHfbvi9WgKSnmsmUJ8v72Vgoy,12.8230505
9646,9646,Primate #3981,Lilac,Robot,Half Zip Pullover,Flip-Up Glasses,,Content,10.0,8.790000000000001,1.29,2.78,19.05,18.05,9647,1.0839158514045e-07,1.29,9.993333333333334,5,3TmksHhvKSctFDLtHJj6EyqbNg9H8wBgSGBystmyxRBq,12.821616
6076,6076,Primate #6659,Red,Mutated Zombie,Striped Jacket,Censored,Brains,Content,10.48,7.57,1.76,1.94,1.92,18.05,6077,9.387500968919042e-09,1.76,6.953333333333334,6,7gmxeuboNGCzEvaVnVkjAGJLELFpyE5zBA9Ztsxfuj2G,12.819242
8518,8518,Primate #1762,Blue,Naked,Diving Jacket,Vr Headset,Pink Bandana,Content,10.37,19.21,1.6,2.09,2.78,18.05,8519,3.34267683882352e-08,1.6,9.016666666666667,6,9Y17TbcWAhmqA5cYosjbp3Vi3fqMrZ6b6v66nwmb6v5H,12.819133
9707,9707,Primate #2700,Lilac,Robot,Royal Coat,Flip-Up Glasses,,Content,10.0,8.790000000000001,1.44,2.78,19.05,18.05,9708,1.209952578312e-07,1.44,10.018333333333334,5,AMCrPNim6fgc1TZV7N3xiNeJ1o6JKYuNpZ9wA9qs8UWi,12.818652
9903,9903,Primate #1903,Lilac,Naked,Exoskeleton,Vr Headset,,Content,10.0,19.21,1.44,2.09,19.05,18.05,9904,1.9879631477639998e-07,1.44,11.64,5,5wgkwuAPFFtw4GhwqFucopF2dummV2c2UpNKFKd3tcRp,12.815418
6337,6337,Primate #7747,Orange,Scarred,Prince Jacket,Meth Scientist,Camo Cap,Content,9.85,9.13,1.53,1.83,2.29,18.05,6338,1.0407878583074775e-08,1.53,7.113333333333332,6,39xYdpFV9zqWpxdYnyvk6KSuB74GEpWpRjG6GPyDPHqg,12.814954
6009,6009,Primate #5131,Orange,Stone,Prisoner Uniform,Stitched,Pom Beanie,Content,9.85,7.79,1.89,1.92,1.83,18.05,6010,9.1973987805168e-09,1.83,6.888333333333333,6,9fygQZaop8H4ACMPDTRRy4MvSYtSiWytZxqLzCai1oiS,12.814503
7624,7624,Primate #4374,Yellow,Naked,Wifebeater,Aviator Goggles,Brains,Content,9.83,19.21,1.4200000000000002,1.97,1.92,18.05,7625,1.830686117433792e-08,1.4200000000000002,8.733333333333333,6,AL3Bqwp7QseWJLxwmhN3Jd1Ah5kVZEzQf6rVrJ2qtWQW,12.814359
6634,6634,Primate #1508,Orange,Tiger,Pullover,Reading Glasses,Antlers,Content,9.85,6.63,2.13,2.95,1.5699999999999998,18.05,6635,1.1628621555481122e-08,1.5699999999999998,6.863333333333332,6,6E5KaVz1JHNxAqEgwebTqVZkBX733H7Zk8ynx2voA6j7,12.813555
6487,6487,Primate #8871,Green,Mutated Zombie,Striped Polo,Hockey Mask,Professor,Content,9.64,7.57,2.13,2.11,1.85,18.05,6488,1.09517597177487e-08,1.85,6.8916666666666675,6,kryTi46tnreBRb5cFB3fZstrKzQHCDCbC9B4usZWwB3,12.813288
7558,7558,Primate #6407,Yellow,Robot,Bib,Cyber Gas Mask,Outdoor Hat,Content,9.83,8.790000000000001,1.98,2.02,2.8400000000000003,18.05,7559,1.7715544242002638e-08,1.98,7.251666666666666,6,GJYkn3WepZmRUmWURtfuNVPwS9hcJji5XuGbXzpbgKMi,12.811466
8113,8113,Primate #4031,Mint,Caution Tape,Hype Fanny Jacket,Eye Patch,Captain Cap,Content,10.15,8.89,2.43,3.02,2.07,18.05,8114,2.474164501388685e-08,2.07,7.435,6,G9a1PQ7XFUxfy2bp5kPYRYhLT2G2hN2VaRrhD7G3mKUY,12.810859
9852,9852,Primate #6612,Blue,Stone,Pullover,Polarized Sunglasses,,Content,10.37,7.79,2.13,2.82,19.05,18.05,9853,1.6684650435685097e-07,2.13,10.035,5,5xYBPvS9qmjTEJvMJtgpfHEdvxTe2LxQFeDe8Y4vsGGY,12.808359
