,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank,id,tokenAddress,collectionAddress,collectionName,imageUrl,chain
2952,Okay Bear #9154,Cream,Double Jacket,Sarcastic,Flying Goggles,Tan,Pencil,Beaming Smile,0.1326,0.1413,0.0233,0.0965,0.0251,0.0183,0.0379,0.0183,0.1413,0.06785714285714287,188.77043866873143,2953,9154,GroVbPWXW1z54SASmQT483vhUMgx3BT7gAQPcBkE9ALk,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiei3lgexvgt3252drfkk72amfy5a7dgmdg6cmlsgfvmo3vlnmm3da.ipfs.nftstorage.link/9153.png?ext=png,SOL
2953,Okay Bear #5345,Blue,Polo with Headphones,Spirited,Circle Sunglasses,Grizzly,Pencil,Pouting,0.1252,0.144,0.1231,0.062,0.0114,0.0282,0.0379,0.0114,0.144,0.07597142857142858,188.74968942570607,2954,5345,H4r1sKQeMQJfYhjSMMLPSnhQVbDwsKLgA8KunPtgJ9hp,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiddgjdqdjmxfwb776avzn6qne6izltvfpcmjox5scxtw6bfxxljcm.ipfs.nftstorage.link/5344.png?ext=png,SOL
2954,Okay Bear #54,Yellow,Puffer Jacket,Disappointed,Wayfarer Sunglasses,Panda,Flat Hat,Beaming Smile,0.1222,0.039,0.0233,0.094,0.0227,0.0438,0.029,0.0227,0.1222,0.05342857142857143,188.7477567897584,2955,54,EJgXcdtfmL4ZMYVGYc3iEEYy5CaWaEEhQY1YHaSEvCXc,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibesnrsokowgi5fffqcpw57ku3kmeiclp66r7ufh3jcv5almegmfa.ipfs.nftstorage.link/53.png?ext=png,SOL
2955,Okay Bear #4310,Yellow,Tweed Suit,Spirited,,Tan,Classic Cap,Clean Smile,0.1222,0.1413,0.0797,0.062,0.0088,0.6672,0.0337,0.0088,0.6672,0.15927142857142856,188.7452856917718,2956,4310,5nbfa4WN2QTCGerbrwzGKdeNZu97ywTDuTJhq3aFkY9T,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidhbdol2wydehu5p5vq6ok4li6zvok4er3k6ynhfsmwxam2yj5sbu.ipfs.nftstorage.link/4309.png?ext=png,SOL
2956,Okay Bear #318,Cream,Urban Hoodie,Interested,Round Glasses,Pink,Sweatband,Okay,0.1326,0.0426,0.2305,0.0671,0.012,0.0374,0.0352,0.012,0.2305,0.07962857142857142,188.7375731414863,2957,318,Hai4oSEboiNJfzx8wPpdx3xrUZG5ieuNsWse2TmJz9Bw,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeigocfakarpbneiniiq7pspig27uyqrc7xxphsbgl2anvaj55zu6xm.ipfs.nftstorage.link/317.png?ext=png,SOL
2957,Okay Bear #3101,Cream,Scarf,Interested,Aviator Sunglasses,Sand,Army Hat,Wry,0.1326,0.0818,0.0922,0.0671,0.013,0.0409,0.0239,0.013,0.1326,0.06449999999999999,188.72949250485124,2958,3101,7tLbbZPv69NnLmpXgQnc1EgPQ7je7okkqWFgrAEkyYSr,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeid6krsh4dhd2czttm4dqvzwyv5dmyhglgnxas6v6uh5s2en3mry64.ipfs.nftstorage.link/3100.png?ext=png,SOL
2958,Okay Bear #5799,White,,Annoyed,Pixel Glasses,Green,Pencil,Ahh,0.1265,0.0456,0.0113,0.1309,0.1965,0.032,0.0379,0.0113,0.1965,0.08295714285714287,188.69424032526805,2959,5799,6BHkiSPFGWzAZppWQZUqfD2hW1KLdUzFEzNgVShuRyoG,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibhlz4mmiw7lwcbdj6xc77tjjcm3ia6776e6qx4zp6sctexju7blu.ipfs.nftstorage.link/5798.png?ext=png,SOL
2959,Okay Bear #5464,Purple,Hoodie with Headphones,Sad,,Red Panda,Worn Out Cap,Beaming Smile,0.1187,0.0276,0.0233,0.0507,0.0227,0.6672,0.0279,0.0227,0.6672,0.13401428571428572,188.69276300497935,2960,5464,7XzAJ6HrgdLTUSZAvaZyzAnbBhmMZHw2tZwrM4q8ZS7Y,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiabjdv35nvx3cngd4dhuza3fpzmuifxvvbvilx3aoaxg24fhsohtu.ipfs.nftstorage.link/5463.png?ext=png,SOL
2960,Okay Bear #5639,Grey,Double Jacket,Annoyed,Round Glasses,Tan,Okay Beanie,Ugh,0.1261,0.1413,0.0151,0.1309,0.0251,0.0374,0.0301,0.0151,0.1413,0.07228571428571429,188.6731366446869,2961,5639,21WBfeDWFB7cmPRJxXAb8EvEtBdFaJxJqmiVAnWeMCsy,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifvlxcaeg5phenduz2g7zu2fopnqx654664qboqupckixugjihxzy.ipfs.nftstorage.link/5638.png?ext=png,SOL
2961,Okay Bear #6064,Purple,Legacy Windbreaker,Sarcastic,Flying Goggles,Black,,Okay,0.1187,0.0495,0.2305,0.0965,0.0115,0.0183,0.2698,0.0115,0.2698,0.11354285714285714,188.63548883191808,2962,6064,CT1v8zTNzCb7F6gofYPoy22eJq7tYpJZrgRVwE52AdUV,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihovitavpbrkebg7v26plhnxueq5xbwl5zt7x2byz4napbockrivy.ipfs.nftstorage.link/6063.png?ext=png,SOL
2962,Okay Bear #9343,Warm Grey,Double Jacket,Spirited,,Tan,Head Cam,Sneer,0.1227,0.1413,0.0211,0.062,0.0251,0.6672,0.0146,0.0146,0.6672,0.15057142857142858,188.58208636664415,2963,9343,FLqvNhs7wSN6nstUNvHbTxrz9ECCbzfeE4J7fmvGKyJE,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihinvpvgwjp5zifaabhymbe3kzmfmsrr4of3fzqxzm2j7jvjxhvim.ipfs.nftstorage.link/9342.png?ext=png,SOL
2963,Okay Bear #9543,Yellow,Travel Coat,Happy,,Dark Brown,Skate Cap,Ohh,0.1222,0.1268,0.0243,0.0788,0.0101,0.6672,0.0551,0.0101,0.6672,0.1549285714285714,188.569882367322,2964,9543,3WjdkNasw9mqBHA2UsUAxfiSc3YXnmwEb4BXLLuDEQbP,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihds3yzrk4vt6wyhhpxpyisyq2h6nygep6njwesdaeyt3hy5cf4wm.ipfs.nftstorage.link/9542.png?ext=png,SOL
2964,Okay Bear #9611,Purple,Okay Hoodie,Spirited,,Ginger,Head Cam,Wry,0.1187,0.0606,0.0922,0.062,0.015,0.6672,0.0146,0.0146,0.6672,0.14718571428571428,188.55988755023543,2965,9611,7cNVk6t4iHUkj1qHk9BZK6p2wNt6rcAfidvEG2yxXbGe,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibfmfxi5f23xwz63pdvvzxkltwxmaxmzkezv7i4wu2y4mdvz6i7ge.ipfs.nftstorage.link/9610.png?ext=png,SOL
2965,Okay Bear #4995,Grey,Formal Vest,Annoyed,Round Glasses,Polar,Sticky Note,Gah,0.1261,0.0641,0.0426,0.1309,0.0157,0.0374,0.023,0.0157,0.1309,0.06282857142857143,188.55493224855056,2966,4995,CeK4SvstiTzusxacDDtVSGPqbPafesksELWSKPgaDMLA,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibui3x7nvqkzpjnrhzvxdn6g7ozcu2eterivlchie6ogb6zkyendi.ipfs.nftstorage.link/4994.png?ext=png,SOL
2966,Okay Bear #3761,Yellow,Camel Coat,Disappointed,,Sun,Pom Pom Beanie,Okay,0.1222,0.0259,0.2305,0.094,0.0116,0.6672,0.0256,0.0116,0.6672,0.16814285714285715,188.53823484290854,2967,3761,7Hq9Wg6P2McTrvyBc2egvHpJyeEmChXZCW4VMbnczpmi,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihoovttympjnuc4efkho6y7jdrrzco4xma7dxttjxxiudxlluemgi.ipfs.nftstorage.link/3760.png?ext=png,SOL
2967,Okay Bear #7224,Green,Scarf,Happy,Clear Glasses,Ginger,Pom Pom Beanie,Wry,0.126,0.0606,0.0922,0.0788,0.013,0.0407,0.0256,0.013,0.126,0.062414285714285714,188.5301019093908,2968,7224,GGAjh9ffqQjM8X1BUCkyBRVfiBPoGrwJh1xbkEMZxRP9,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidyl2strbzvh6y6m6uqetappblqnb52vdgrxjki3xvq4wmzpzbcl4.ipfs.nftstorage.link/7223.png?ext=png,SOL
2968,Okay Bear #9413,Purple,Autumn Sweater,Okay,Holographic,Dark Brown,Sticky Note,Pouting,0.1187,0.1268,0.1231,0.2023,0.0175,0.0171,0.023,0.0171,0.2023,0.08978571428571427,188.47831591907538,2969,9413,4SCQgAvzLeJLEk99SXgvsx2RYjssP9MdV2FcrQMAaSeR,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeib2ggvpvwlsn3bdquf44lv5r7lztsg6kxsretpsstlqglb3yzbjse.ipfs.nftstorage.link/9412.png?ext=png,SOL
2969,Okay Bear #6159,Blue,Utility Vest,Okay,,Sand,Flat Cap,Huh,0.1252,0.0818,0.0344,0.2023,0.0197,0.6672,0.0122,0.0122,0.6672,0.16325714285714285,188.45251589031517,2970,6159,49muUTRUSfgiH4MFa5TufbZxM81G4eFn7dw4Hsz9mkqK,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifcdpufpkqowoj2hhw5pzy423qfrvdmsgb35hpchnvf5na57urm4q.ipfs.nftstorage.link/6158.png?ext=png,SOL
2970,Okay Bear #406,Purple,Travel Coat,Okay,,Pink,,Sneer,0.1187,0.0426,0.0211,0.2023,0.0101,0.6672,0.2698,0.0101,0.6672,0.19025714285714287,188.4504480672322,2971,406,CjKZPzMVUy4Ga3Vnf9UheeGi6h8NFuMVupBZ7EYSftXi,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihftztmphjx3tf6ah6uysdasuz5j7f54wbg5skzxs2xa27y24xl34.ipfs.nftstorage.link/405.png?ext=png,SOL
2971,Okay Bear #9220,Warm Grey,Okay Tee,Sarcastic,VR Headset,Ginger,,Okay,0.1227,0.0606,0.2305,0.0965,0.0273,0.0092,0.2698,0.0092,0.2698,0.11665714285714286,188.38483653525998,2972,9220,632TKXMPiWDnVuYrKwxUaDaCLjL82NsfddN57rijkCnf,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeial3s342e7hlps5spqebrwn55ycbshypgz5i6scr5z22s2nl4fhia.ipfs.nftstorage.link/9219.png?ext=png,SOL
2972,Okay Bear #1682,White,Striped Tee,Sad,,Andean,,Grimace,0.1265,0.0377,0.0099,0.0507,0.0357,0.6672,0.2698,0.0099,0.6672,0.17107142857142857,188.38075882939702,2973,1682,CqtzXAcsZeEVXdgUPWMwey8jkNKbHXpyfqHxsfwDwErN,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifq6cosa3nf7ixn3bnip6f6gykwljwwdeoxvtligk5r6owpsaldve.ipfs.nftstorage.link/1681.png?ext=png,SOL
2973,Okay Bear #2292,Yellow,Loose Overalls,Disappointed,Holographic,Sand,Sweatband,Hmm,0.1222,0.0818,0.0302,0.094,0.0268,0.0171,0.0352,0.0171,0.1222,0.05818571428571429,188.36118149340396,2974,2292,6E4f7zeAh2kdTjVoAgHmsBP1UKck7AfgDNtbdXEK5UuV,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibzvvi45cj45aphera6hqzcidvln56grdbpoti52hmcrzsqxm6blm.ipfs.nftstorage.link/2291.png?ext=png,SOL
2974,Okay Bear #5986,White,Hooded Cardigan,Happy,Barrel Sunglasses,Grizzly,Visor,Proud,0.1265,0.144,0.0528,0.0788,0.0161,0.0211,0.0309,0.0161,0.144,0.06717142857142856,188.34695777178013,2975,5986,DyzG7bjp35zEbh5tJ9L3ezzDWpAEUbLN6EwEK7b5XBzV,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiattngzarm3ukxxbxfv26a7rd5kfsy5rewbpl4ctdvyk6fwh2axaq.ipfs.nftstorage.link/5985.png?ext=png,SOL
2975,Okay Bear #6302,Warm Grey,Okay Tee,Okay,,Polar,Flat Cap,Raspberry,0.1227,0.0641,0.0253,0.2023,0.0273,0.6672,0.0122,0.0122,0.6672,0.16015714285714286,188.31547941087388,2976,6302,2NQZy3hHQsbyoUbxoxDrC4hF23DRh7pQEG4DGbztmGaN,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeieulwzq24dq4muf4vle6coeiaxnrovcyeesjyxrpzdcxrnhrb732y.ipfs.nftstorage.link/6301.png?ext=png,SOL
2976,Okay Bear #1769,White,,Annoyed,,Grizzly,Mumford Hat,Yum,0.1265,0.144,0.0098,0.1309,0.1965,0.6672,0.0175,0.0098,0.6672,0.18462857142857142,188.2605351412841,2977,1769,7K7Av4j4WgBqMijgJaxu67GbiytDtEHrKh9inT163bCZ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeief4bxroxutbgffw2vfclrxv4kstomfxccyzpc2vi723ql23s36be.ipfs.nftstorage.link/1768.png?ext=png,SOL
2977,Okay Bear #5964,Green,Overalls,Defeated,,Lofi,,Hmm,0.126,0.0196,0.0302,0.0526,0.0139,0.6672,0.2698,0.0139,0.6672,0.16847142857142858,188.22860194938045,2978,5964,ErQxndPNMZsBC9MtoBQrBg9kJUvmLcgTHeqPw6nsLxvA,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeih64ifo2tvzuuj2524owdtcdadyctj72pbkr6jlxqaitu7xr34h7u.ipfs.nftstorage.link/5963.png?ext=png,SOL
2978,Okay Bear #2141,Purple,Cord Tracksuit,Okay,Snow Goggles,Sand,,Okay,0.1187,0.0818,0.2305,0.2023,0.0139,0.0121,0.2698,0.0121,0.2698,0.13272857142857145,188.22461059680566,2979,2141,FbFfN9Hy7RigYFqkBTEi4WzhrNR4ZMXqyPtXWbERZoD3,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifzq7q3v4aymwvgvgy33j37djxlqompxiovk7f5dtoqmy3gpmiwua.ipfs.nftstorage.link/2140.png?ext=png,SOL
2979,Okay Bear #3644,Cream,Olive Windbreaker,Wide Eyed,,Andean,Classic Cap,Haa,0.1326,0.0377,0.022,0.026,0.0256,0.6672,0.0337,0.022,0.6672,0.13497142857142858,188.21765244847305,2980,3644,6Sb7Cx8P7h4nKJTsp2WbNd5ULAYmPaLWwm4XhHK1imbS,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibaxrgo7nog4z3onshiwe7ezg4r35alnfaiaxzyls4tj3czdiog54.ipfs.nftstorage.link/3643.png?ext=png,SOL
2980,Okay Bear #7941,Purple,Coat with Headphones,Happy,,Dark Brown,Worn Out Beanie,Pouting,0.1187,0.1268,0.1231,0.0788,0.009,0.6672,0.026,0.009,0.6672,0.16422857142857142,188.1963178726607,2981,7941,AZhFTkBmBzebkY3W3QptchB6cx74MEyvf1CTkhi4xFG4,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiey7bbgoqrir3sq2fiqjltlrrrm35r24752fthcz2nrubjh2wcnzm.ipfs.nftstorage.link/7940.png?ext=png,SOL
2981,Okay Bear #4723,Yellow,Tech Jacket,Disappointed,,Albino,,Wheat,0.1222,0.0456,0.0217,0.094,0.0104,0.6672,0.2698,0.0104,0.6672,0.17584285714285716,188.19347413287062,2982,4723,9BVAf7JMLjWpACQP5txkm5JvQTxQwY6AGPyuxop298D,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeif52aq4blrcyqwktwmjclvwg75jyp7qs33dxtzny6rpfwg5jd6xuy.ipfs.nftstorage.link/4722.png?ext=png,SOL
2982,Okay Bear #817,Blue,Denim Jacket,Okay,,Andean,Backwards Flat Cap,Okay,0.1252,0.0377,0.2305,0.2023,0.0091,0.6672,0.0303,0.0091,0.6672,0.18604285714285715,188.1861790916592,2983,817,957sGaUjcHoL1ayJ5Ab1FXGDprRUoM2GrN9Ft4KypRgV,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeieuokv52ylkjxomnijajk6pto2quo4g6ziryh2nke3xqeud5tqhxa.ipfs.nftstorage.link/816.png?ext=png,SOL
2983,Okay Bear #2686,Blue,Tech Jacket,Okay,,Grizzly,Backwards Skate Cap,Gah,0.1252,0.144,0.0426,0.2023,0.0104,0.6672,0.0212,0.0104,0.6672,0.17327142857142858,188.17145546139923,2984,2686,BnTjqhBZuBvwbB77hPmS1nBdc5wYHEwzD3ofkrccx2oQ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifrv3zdsqprcow6b5rt7gpwar2vrr3gtl35ndtjraxofiatagvjmy.ipfs.nftstorage.link/2685.png?ext=png,SOL
2984,Okay Bear #2720,White,Double Jacket,Okay,Clear Glasses,Pink,Head Cam,Proud,0.1265,0.0426,0.0528,0.2023,0.0251,0.0407,0.0146,0.0146,0.2023,0.0720857142857143,188.16567712030712,2985,2720,DEABKhnYuvuUA425wjXh64U8LuFHTxsUuTwEPFx4g44k,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiaqmsdlddev7gnsjldzmarpqen6l2hgdg4krxveb2vfpif6kwacle.ipfs.nftstorage.link/2719.png?ext=png,SOL
2985,Okay Bear #2934,Yellow,Okay Tee,Happy,,Tan,Worn Out Cap,Toothpick,0.1222,0.1413,0.0116,0.0788,0.0273,0.6672,0.0279,0.0116,0.6672,0.15375714285714287,188.12883026850176,2986,2934,7ut3k1cFgXDwHXDcGBbU72yLyvEGHHXPW3ex3Y49WJzc,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiguasrwkn3zyl3yucwxbs4azd5rd4gvkau7vab6xjgojsl2rrgsve.ipfs.nftstorage.link/2933.png?ext=png,SOL
2986,Okay Bear #4932,Purple,Denim Jacket,Annoyed,,Sand,Runner Cap,Proud,0.1187,0.0818,0.0528,0.1309,0.0091,0.6672,0.0339,0.0091,0.6672,0.15634285714285714,188.11578797342167,2987,4932,6UGdwKmxBGcaoPDb5ntGZbY9ojsVogNpMBufJA76e3Xj,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiftoq5bhvgnpqpdqkwjtrkw4qiubaimfkoqwjfxdxjcdehbrupjya.ipfs.nftstorage.link/4931.png?ext=png,SOL
2987,Okay Bear #485,Blue,Autumn Sweater,Wide Eyed,,Albino,Earrings,Gah,0.1252,0.0456,0.0426,0.026,0.0175,0.6672,0.0266,0.0175,0.6672,0.13581428571428572,188.08840493847796,2988,485,DPzbjMyxHjsGwrFD436tafvpQmPt6FbsFZrYnrwkq7Nn,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihwhmdp3lb3mywum3beavjphj23bjiscofnakuarpiplwijevqyuy.ipfs.nftstorage.link/484.png?ext=png,SOL
2988,Okay Bear #3019,Yellow,Travel Coat,Sad,,Panda,Classic Cap,Okay,0.1222,0.039,0.2305,0.0507,0.0101,0.6672,0.0337,0.0101,0.6672,0.1647714285714286,188.06888482209308,2989,3019,BJrEgFBoPp5L349GdPBN9h41wyMADPB7AKGeLoQzt9ot,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeig2mbanjzwdfztqeurvy5pjoysw2ryjzgokdzvipglhgaelej3er4.ipfs.nftstorage.link/3018.png?ext=png,SOL
2989,Okay Bear #1808,Grey,,Annoyed,Barrel Sunglasses,Blueprint,Ear Tag,Okay,0.1261,0.0158,0.2305,0.1309,0.1965,0.0211,0.0191,0.0158,0.2305,0.10571428571428572,188.03761194983034,2990,1808,J6J3ge5TBk2VDD4z35ShMqGvBXgnm7prARvNeUgYsVrw,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeigg4kqb4gqmbjut7t3bz22fs6izsa2uvhqm26z4ygvwqnzeod76iu.ipfs.nftstorage.link/1807.png?ext=png,SOL
2990,Okay Bear #9981,Grey,Vintage Windbreaker,Spirited,,Dark Brown,,Bubble Gum,0.1261,0.1268,0.0101,0.062,0.0193,0.6672,0.2698,0.0101,0.6672,0.18304285714285715,187.97430437864392,2991,9981,ADxbN6NRFpHWQVQcRtNnCTyx7jYVBjsiSef897Lb2inc,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidihp4ez5lw4sqqxu4kwcvhjc2qhm2szz7kkayyee425oamdfzrkm.ipfs.nftstorage.link/9980.png?ext=png,SOL
2991,Okay Bear #8315,Cream,Sling Pack,Tired,,Sun,Head Cam,Okay,0.1326,0.0259,0.2305,0.0454,0.022,0.6672,0.0146,0.0146,0.6672,0.16260000000000002,187.96284035044954,2992,8315,EsE36ktMCkeGrAW5Nuvm4vsntyLJVNuR9sitmhEbBU3D,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeif5ld4ieygdxduqyfwupaf6hhpt6hrquuoe4hn7diuufl2wmxv3qy.ipfs.nftstorage.link/8314.png?ext=png,SOL
2992,Okay Bear #8499,Cream,Hooded Cardigan,Okay,,Green,,Forced Smile,0.1326,0.0456,0.0116,0.2023,0.0161,0.6672,0.2698,0.0116,0.6672,0.1921714285714286,187.93840439803648,2993,8499,CoiX76iSkifhWEn7zhKTpN5gaoLjAanACfeV7pXTG4L,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeid2lf2jxmn5ai3d7bkmzk3m7o2nbtxqa237zmv4fj3oosdrc5t2xy.ipfs.nftstorage.link/8498.png?ext=png,SOL
2993,Okay Bear #9086,Green,Overalls,Disappointed,,Lofi,,Ohh,0.126,0.0196,0.0243,0.094,0.0139,0.6672,0.2698,0.0139,0.6672,0.17354285714285717,187.89517357064304,2994,9086,8FiY2H81TuaLdscdaiBxxaa4GBZdWjnDQwfnTAKT33rp,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifqjlsgadwr2cpas7xhytp3gwbff2fw7w7tby3gsfbvz4ohxipohm.ipfs.nftstorage.link/9085.png?ext=png,SOL
2994,Okay Bear #2062,Cream,Faded Denim Jacket,Golden Glow,,Red Panda,Classic Cap,Wry,0.1326,0.0276,0.0922,0.0199,0.0193,0.6672,0.0337,0.0193,0.6672,0.14178571428571426,187.85646842018141,2995,2062,Ho3s5hAWLekaRzMyetuRUbYqXWGSzTYnN1Vxx1dNb6QT,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidj7p2jq52xnfldvrb26jibh6gbc6cszayfved5wvqqwqh6z5ihyq.ipfs.nftstorage.link/2061.png?ext=png,SOL
2995,Okay Bear #4024,Grey,Wool Overcoat,White Glow,,Polar,Earrings,Clean Smile,0.1261,0.0641,0.0797,0.0341,0.012,0.6672,0.0266,0.012,0.6672,0.14425714285714286,187.82952203510595,2996,4024,3fLHiMdZ4hH7hskR33Uss7Z1C15QBXHf5gagw8bLTksa,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeicuzxsd2vy5rf37mdbx3xphgisjvjnwm6nox6wdftxt7uldecj66m.ipfs.nftstorage.link/4023.png?ext=png,SOL
2996,Okay Bear #8929,Purple,Striped Tee,White Glow,Circle Sunglasses,Black,Runner Cap,Oou,0.1187,0.0495,0.0271,0.0341,0.0357,0.0282,0.0339,0.0271,0.1187,0.04674285714285714,187.82322469703965,2997,8929,2ZhwsFnA4rkeiWAzFVMvkTFbY1N7utDdwKYdqb4CMWc1,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidmtq366yplkaex3v72p55mqq2nf4gqks7mjknm4unffvihqjiuna.ipfs.nftstorage.link/8928.png?ext=png,SOL
2997,Okay Bear #2766,Purple,Hoodie with Headphones,Defeated,Snow Goggles,Panda,,Okay,0.1187,0.039,0.2305,0.0526,0.0227,0.0121,0.2698,0.0121,0.2698,0.10648571428571428,187.81936786750893,2998,2766,9S5g5RUuTgc6jE1GujTNrQaDgyWBkLJtQ3CYeLjpL9nS,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihdcplz5m3ehuavfb7t4ypuzdrw6mokunhwancuacvuekknxjopoy.ipfs.nftstorage.link/2765.png?ext=png,SOL
2998,Okay Bear #8978,Blue,Urban Hoodie,Golden Glow,,Dark Brown,Black Bucket Hat,Clean Smile,0.1252,0.1268,0.0797,0.0199,0.012,0.6672,0.0412,0.012,0.6672,0.15314285714285716,187.77594245559268,2999,8978,ATW5237VfVCHNnUDJQaTbr6PYjku4eM2csDD8GfVNypC,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeicy7pvihtr32f5ju6mdvekpnft343rx26yn33a3anst7uvqg4q3di.ipfs.nftstorage.link/8977.png?ext=png,SOL
2999,Okay Bear #8900,Grey,,Okay,Wayfarer Sunglasses,Coral,,Okay,0.1261,0.0072,0.2305,0.2023,0.1965,0.0438,0.2698,0.0072,0.2698,0.15374285714285715,187.72720950480655,3000,8900,i3Qdb1vGY26nuCA16ogH2AUG9AFjFVyqj7ya4S6YfsD,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifcequuobie3xlknchavdb3voum6vgeoyecf2wikhqx3phx56hbca.ipfs.nftstorage.link/8899.png?ext=png,SOL
