,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank,id,tokenAddress,collectionAddress,collectionName,imageUrl,chain
5187,Okay Bear #334,Green,Hawaiian Shirt,Annoyed,,Blueprint,,Wry,0.126,0.0158,0.0922,0.1309,0.0178,0.6672,0.2698,0.0158,0.6672,0.18852857142857143,151.09807902773235,5188,334,DLHT9mYVPdkGPwtWjMrixR18oMqSVPwsz8kgn147AP9N,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiadwvpb3vliqez6dja2mx6sgc2xzjykyy4sc6hfes25hqzkupvr2i.ipfs.nftstorage.link/333.png?ext=png,SOL
5188,Okay Bear #7847,Purple,Camel Coat,Okay,,Sand,Classic Cap,Pouting,0.1187,0.0818,0.1231,0.2023,0.0116,0.6672,0.0337,0.0116,0.6672,0.17691428571428575,151.09545730239347,5189,7847,HdCyNRt9825Pgtyy2QMXbVGWpUspBC3XK1LJdEhMnpqM,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifyucju7ajrium47uzdojlxg3zn2hp275pvedvu65qso5hqlzxbzi.ipfs.nftstorage.link/7846.png?ext=png,SOL
5189,Okay Bear #25,Warm Grey,Black Tee,Defeated,,Pink,Head Cam,Okay,0.1227,0.0426,0.2305,0.0526,0.0383,0.6672,0.0146,0.0146,0.6672,0.16692857142857145,151.07555151056897,5190,25,DDCGVTUioS3R1fEpx4kty7uMww4rRw32VQPV3noGgb1a,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiebykx3fq5w4o6ll46dkirzlveskychoykadml7owohmgpjuj3xjq.ipfs.nftstorage.link/24.png?ext=png,SOL
5190,Okay Bear #3806,Warm Grey,Insulated Jacket,Sad,Pixel Glasses,Polar,,Pouting,0.1227,0.0641,0.1231,0.0507,0.0155,0.032,0.2698,0.0155,0.2698,0.09684285714285713,151.07050425487148,5191,3806,82Xm35NGxwxP6GgbdN1tWSVF5bF2CsT8fKxbvq7F3yF1,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiamdlcbd3efau24hmnonk46x7tt7srxlvmz6e3t2aggho2bnjeziu.ipfs.nftstorage.link/3805.png?ext=png,SOL
5191,Okay Bear #7028,Blue,Overalls,Disappointed,,Dark Brown,,Sneer,0.1252,0.1268,0.0211,0.094,0.0139,0.6672,0.2698,0.0139,0.6672,0.1882857142857143,151.05301480380876,5192,7028,FnkGUtLyr5mEsZk1FapvkB5DYj25c5V6XbqGpEZYB4tq,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidt6isw2ympb5zevjtlvxmu3u2s6wmnax7keay5mozg4idprgt3sa.ipfs.nftstorage.link/7027.png?ext=png,SOL
5192,Okay Bear #1131,Cream,Hoodie with Headphones,Interested,,Sand,Classic Cap,Ohh,0.1326,0.0818,0.0243,0.0671,0.0227,0.6672,0.0337,0.0227,0.6672,0.14705714285714286,151.04706493653967,5193,1131,CuTtvGDzo4Cs2tJxQP3oqa5GtUfcd6tjPBndP3SaFxyn,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihtqlozhmpihmh7ldowdkgb6saiczoj3itanhsj2352bl6kyujovq.ipfs.nftstorage.link/1130.png?ext=png,SOL
5193,Okay Bear #9854,Yellow,Scarf,Okay,,Dark Brown,Pom Pom Beanie,Clean Smile,0.1222,0.1268,0.0797,0.2023,0.013,0.6672,0.0256,0.013,0.6672,0.1766857142857143,151.0443244441783,5194,9854,2SubABSXDWPV7QmPSnvCe2SVKVcQTvH3X9rL3NiBKx7q,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiejj75uw57tocv33tump27nei4g3j5osuviby5jxsttsq4q2k5wha.ipfs.nftstorage.link/9853.png?ext=png,SOL
5194,Okay Bear #3014,Purple,Suede Jacket,Okay,,Green,Bandana,Ohh,0.1187,0.0456,0.0243,0.2023,0.0202,0.6672,0.0424,0.0202,0.6672,0.1601,151.03849861413767,5195,3014,DKrrATHArbqtAXCPh72Skuyc961ZTAYWyPYopfCMUSgG,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeig2mbanjzwdfztqeurvy5pjoysw2ryjzgokdzvipglhgaelej3er4.ipfs.nftstorage.link/3013.png?ext=png,SOL
5195,Okay Bear #7693,Blue,Faded Denim Jacket,Okay,Round Glasses,Dark Brown,Pom Pom Beanie,Clean Smile,0.1252,0.1268,0.0797,0.2023,0.0193,0.0374,0.0256,0.0193,0.2023,0.08804285714285713,150.97780037053576,5196,7693,5yBSWABLgxTAjXX6n4568KCRbZu7xYyPP7LtZS4X3QKx,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidcpvfs5tuwbjuwt3pxrllcs6f26noretixdaax65oaucelzfuwpu.ipfs.nftstorage.link/7692.png?ext=png,SOL
5196,Okay Bear #8543,Grey,Scarf,Interested,,Tan,Flat Hat,Pouting,0.1261,0.1413,0.1231,0.0671,0.013,0.6672,0.029,0.013,0.6672,0.16668571428571427,150.9385979592019,5197,8543,69JG5ckVN818EbUvvMR8ADUiyBAH25AaM8yTsLeJX8Rk,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihjdbhkdlw4orjox2sh26vhzewfubm5j3kd227jql3ttv4bjqcffi.ipfs.nftstorage.link/8542.png?ext=png,SOL
5197,Okay Bear #6241,Cream,Urban Hoodie,Annoyed,,Albino,Skate Cap,Wry,0.1326,0.0456,0.0922,0.1309,0.012,0.6672,0.0551,0.012,0.6672,0.16222857142857142,150.93766369930256,5198,6241,FqXzTg9MvZGEn1Uk4R7LJR81goZmKAeWS2KYPABfcjf8,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeieozvb7so7mz2736alqegxrxurk7mpp3op237a6dl3mdim2zcymrq.ipfs.nftstorage.link/6240.png?ext=png,SOL
5198,Okay Bear #7857,Blue,Lumber Jacket,Annoyed,,Sun,,Wry,0.1252,0.0259,0.0922,0.1309,0.0124,0.6672,0.2698,0.0124,0.6672,0.1890857142857143,150.93307691746475,5199,7857,2kAu4aTDUg5DBY4ftvBGddzARzfvgApihoRQuU8FwAFr,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifyucju7ajrium47uzdojlxg3zn2hp275pvedvu65qso5hqlzxbzi.ipfs.nftstorage.link/7856.png?ext=png,SOL
5199,Okay Bear #8361,White,Insulated Jacket,Happy,,Wood,,Wry,0.1265,0.0201,0.0922,0.0788,0.0155,0.6672,0.2698,0.0155,0.6672,0.18144285714285716,150.9141036489167,5200,8361,BEuuYTfEbQu2c9gSF8WxG6p5EzEsbEDNyUBt9eRnkMYE,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeigsq353ysiqkiutuyt6vpyyq5bnljd25ool3757ex5mrqaybcmvhq.ipfs.nftstorage.link/8360.png?ext=png,SOL
5200,Okay Bear #6969,Blue,Loose Overalls,Sarcastic,,Dark Brown,Worn Out Beanie,Sneer,0.1252,0.1268,0.0211,0.0965,0.0268,0.6672,0.026,0.0211,0.6672,0.15565714285714288,150.90348726453468,5201,6969,DQbEubP7SzUBmwHLW39hug5fuRfDQZ1LYzPBD8LXt1vr,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidqq7ijkq6oapvuh5afif776dzvcnfo77xwtoeck4h26nznld2qiy.ipfs.nftstorage.link/6968.png?ext=png,SOL
5201,Okay Bear #6119,Cream,Loose Overalls,Sarcastic,Barrel Sunglasses,Panda,,Proud,0.1326,0.039,0.0528,0.0965,0.0268,0.0211,0.2698,0.0211,0.2698,0.09122857142857142,150.89783899702766,5202,6119,CYRMJhfQQWPHL5cEmejspzU81ycTg1PY5PJ4HPPGSkB5,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeih5ww7li7cut5dardmhnsnrwazfgnqliycnxgrkdlwehwqx3qw5jq.ipfs.nftstorage.link/6118.png?ext=png,SOL
5202,Okay Bear #6095,Cream,Camel Coat,Annoyed,,Polar,Black Bucket Hat,Pouting,0.1326,0.0641,0.1231,0.1309,0.0116,0.6672,0.0412,0.0116,0.6672,0.1672428571428571,150.8825405780416,5203,6095,3ytePqnjufMFpz8ynNxFYUy72qSDE5yNGFFjJfU7giJa,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeih5ww7li7cut5dardmhnsnrwazfgnqliycnxgrkdlwehwqx3qw5jq.ipfs.nftstorage.link/6094.png?ext=png,SOL
5203,Okay Bear #5973,Grey,Puffer Jacket,Sad,,Wood,Bandana,Okay,0.1261,0.0201,0.2305,0.0507,0.0227,0.6672,0.0424,0.0201,0.6672,0.1656714285714286,150.88028862424727,5204,5973,EjvQCoohRxpER2a8KrBdQuiyQWqbyvuruNLczRfYiRrQ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiattngzarm3ukxxbxfv26a7rd5kfsy5rewbpl4ctdvyk6fwh2axaq.ipfs.nftstorage.link/5972.png?ext=png,SOL
5204,Okay Bear #5159,Blue,Overalls,Sarcastic,,Lofi,,Okay,0.1252,0.0196,0.2305,0.0965,0.0139,0.6672,0.2698,0.0139,0.6672,0.20324285714285714,150.85641392903779,5205,5159,31qWaDfUPabFUUChtMuFJUyE6wee8xzfzmsHm98hNvfX,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeigjwkkqf2qu7r4ydixzcqkgdnb2ad45n6alqato7wv5imj4x24cbq.ipfs.nftstorage.link/5158.png?ext=png,SOL
5205,Okay Bear #1351,Warm Grey,Suede Jacket,Sarcastic,,Grizzly,Okay Beanie,Ohh,0.1227,0.144,0.0243,0.0965,0.0202,0.6672,0.0301,0.0202,0.6672,0.15785714285714286,150.83570418606027,5206,1351,3DUXsyjHUFui3cLw5FyXBW5nibdPH7DkorniyuBRQgkW,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiejjts72c5groeljh3yg46arqj6almz2v3myhdre5pbdv7rrcu3eu.ipfs.nftstorage.link/1350.png?ext=png,SOL
5206,Okay Bear #1650,Blue,Okay Hoodie,Tired,,Albino,Pencil,Okay,0.1252,0.0456,0.2305,0.0454,0.015,0.6672,0.0379,0.015,0.6672,0.1666857142857143,150.8325634209814,5207,1650,7H93d2Ft3chstPL9bHQz5JRXKewLmmiEpQ11dyjBJU5d,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeigrfcmzuc5yyi4xcjyjrwpbxmmocar3diwmtywxsxkls2fsw3pghy.ipfs.nftstorage.link/1649.png?ext=png,SOL
5207,Okay Bear #7770,Yellow,Utility Vest,Sad,,Polar,Skate Cap,Oou,0.1222,0.0641,0.0271,0.0507,0.0197,0.6672,0.0551,0.0197,0.6672,0.14372857142857143,150.8172075677179,5208,7770,FkhfnYNKY6xoKuigc7R8sfBAVgT72ad66nbgh5ePKWTA,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeia3oijrecmvefbshl3bzbcsqj3hhzpbuvrl6pfspu2e7eueedxery.ipfs.nftstorage.link/7769.png?ext=png,SOL
5208,Okay Bear #9466,Purple,Cord Tracksuit,Interested,,Black,Runner Cap,Okay,0.1187,0.0495,0.2305,0.0671,0.0139,0.6672,0.0339,0.0139,0.6672,0.1686857142857143,150.80791656082687,5209,9466,5F5btaZzbUcDimNnW87YMJfTVnxGaezMLCWSxgVV1p2U,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeieqnkkgjbz4n4npvw6blwwl3ahmzcd3ithsgbyy7jm57cuqkfnoom.ipfs.nftstorage.link/9465.png?ext=png,SOL
5209,Okay Bear #8247,Warm Grey,Suede Jacket,Tired,,Sand,Black Bucket Hat,Hmm,0.1227,0.0818,0.0302,0.0454,0.0202,0.6672,0.0412,0.0202,0.6672,0.14409999999999998,150.78950873950427,5210,8247,GVeY2tSCmPdoPRiJrAKj994tPkgeQBULu57v5c7gM6Rn,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiamlgykkrotc4evxerwukz3b3o5uubenadt4n2g52zijjxtfa3rie.ipfs.nftstorage.link/8246.png?ext=png,SOL
5210,Okay Bear #5085,Cream,Overalls,Okay,Wayfarer Sunglasses,Polar,Bandana,Okay,0.1326,0.0641,0.2305,0.2023,0.0139,0.0438,0.0424,0.0139,0.2305,0.10422857142857143,150.78205261253507,5211,5085,CemW8Q5THNkdNSqTVsufbPFtm5B6GRm7Rimt5Tk6DJLk,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeighbsbehns5yrsfchfv7ehcghxib2geeidmbkovnvf3drrcyeawj4.ipfs.nftstorage.link/5084.png?ext=png,SOL
5211,Okay Bear #9991,Purple,Faded Denim Jacket,Annoyed,Aviator Sunglasses,Grizzly,Backwards Skate Cap,Okay,0.1187,0.144,0.2305,0.1309,0.0193,0.0409,0.0212,0.0193,0.2305,0.10078571428571428,150.78001904796062,5212,9991,CRWN6JpVXSBAxfPS8oL4DQ5DfdUXrK1wR9mdJoyWzeXJ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeib7iyh7l5jdqbl22jzx35xnvjjl2b2rcumqgtpnfxub7h3be3xrwq.ipfs.nftstorage.link/9990.png?ext=png,SOL
5212,Okay Bear #952,Purple,Double Jacket,Spirited,,Dark Brown,Worn Out Cap,Ohh,0.1187,0.1268,0.0243,0.062,0.0251,0.6672,0.0279,0.0243,0.6672,0.1502857142857143,150.77406311153027,5213,952,BaWZNCSYfKGDzV1ujgb9gC4pN8d6FNeAnyyYHombVijR,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeicvqbabn4kcviby7s4kmvwn6ps2wk6vxeqm4tcljmbjyqtrcogjiu.ipfs.nftstorage.link/951.png?ext=png,SOL
5213,Okay Bear #1656,Blue,Puffer Jacket,Okay,,Blueprint,Skate Cap,Wry,0.1252,0.0158,0.0922,0.2023,0.0227,0.6672,0.0551,0.0158,0.6672,0.16864285714285712,150.7679851267221,5214,1656,AHZXBCwXVBqcwb6ihMbZHJtpv3HuKd228EkkwwuTNjez,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeier3gbmyhd6fnsq3wibwwth3t46pv7xxkkeboljtfa4tqw6d2hnsy.ipfs.nftstorage.link/1655.png?ext=png,SOL
5214,Okay Bear #7454,Blue,Suede Jacket,White Glow,,Green,Classic Cap,Wry,0.1252,0.0456,0.0922,0.0341,0.0202,0.6672,0.0337,0.0202,0.6672,0.14545714285714287,150.76588714871758,5215,7454,Q1WPH66UhF6eUu9SSx7spaGiKkrNmLfjY19TGqhdmND,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeicopqcbvgbwoooetedajjpvqzv7v7q6b4225rgr4sqehlfxgxwa2e.ipfs.nftstorage.link/7453.png?ext=png,SOL
5215,Okay Bear #1260,White,Torn Sleeveless Tee,Defeated,Clear Glasses,Ginger,Worn Out Beanie,Clean Smile,0.1265,0.0606,0.0797,0.0526,0.0315,0.0407,0.026,0.026,0.1265,0.05965714285714286,150.7428415695496,5216,1260,HMsJF9FiZM8EgWuY39acrrT6TThP8AGQ5iosctp3xPgw,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeig7m6nx4kxipyxmk5epfa35l7e5b5e2ogekljdnxmmpot72szl77a.ipfs.nftstorage.link/1259.png?ext=png,SOL
5216,Okay Bear #5773,Grey,Sling Pack,White Glow,,Sun,Bandana,Okay,0.1261,0.0259,0.2305,0.0341,0.022,0.6672,0.0424,0.022,0.6672,0.16402857142857144,150.74241279038233,5217,5773,BunTz6BdEtwvdhn23f3SdrtHNz5txQ2VWFCsGkfc3F7N,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeicgr6dh4po6wje7nhcdwnubfrmok5bf4qjvu6pttn35reygpetvzi.ipfs.nftstorage.link/5772.png?ext=png,SOL
5217,Okay Bear #6485,Grey,,Annoyed,,Blueprint,Mumford Hat,Pouting,0.1261,0.0158,0.1231,0.1309,0.1965,0.6672,0.0175,0.0158,0.6672,0.18244285714285716,150.7149662347665,5218,6485,4eCf2wZrXwqfnR5vxkoBjmctWhWBwaXufQegxxqejyB9,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidphxglzxugh6vjnbdjtibovfjjv42imjemwsezgsgsyy2bnoxj2q.ipfs.nftstorage.link/6484.png?ext=png,SOL
5218,Okay Bear #3375,Yellow,Vintage Windbreaker,Annoyed,,Andean,Skate Cap,Oou,0.1222,0.0377,0.0271,0.1309,0.0193,0.6672,0.0551,0.0193,0.6672,0.15135714285714283,150.7093861909559,5219,3375,BJypVUdWbT3QGpLcNsUSUFoR2oo3e279KiBquEGjwhtM,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiaf3xea5l4zyknck43h4fznaxfzysxvbh66dwwknhtjdxcu64hmqa.ipfs.nftstorage.link/3374.png?ext=png,SOL
5219,Okay Bear #4367,Blue,,Annoyed,Round Glasses,Black,Earrings,Haa,0.1252,0.0495,0.022,0.1309,0.1965,0.0374,0.0266,0.022,0.1965,0.08401428571428571,150.70421690899283,5220,4367,4E3qwgM92NXoZh3uiS9ptrTHUn8tWTJHsvYQttf8XRVb,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeictfjnnwwkl3votucujwqaol4prwyunsi4gs3ppmjrqnnoahl2kc4.ipfs.nftstorage.link/4366.png?ext=png,SOL
5220,Okay Bear #7230,Yellow,Suede Jacket,Happy,,Polar,Ear Tag,Wry,0.1222,0.0641,0.0922,0.0788,0.0202,0.6672,0.0191,0.0191,0.6672,0.15197142857142856,150.68004479206283,5221,7230,549cf83uQqz8GcrCNTb6ktp1FJKL1AUXonFdpiiSyE6P,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidyl2strbzvh6y6m6uqetappblqnb52vdgrxjki3xvq4wmzpzbcl4.ipfs.nftstorage.link/7229.png?ext=png,SOL
5221,Okay Bear #5606,Warm Grey,Okay Hoodie,Spirited,,Tan,,Sneer,0.1227,0.1413,0.0211,0.062,0.015,0.6672,0.2698,0.015,0.6672,0.1855857142857143,150.6214141198258,5222,5606,Ey3Kt8YHJmWg8bpTczyFwPTYwBwzCTr3NPqydoTvLcax,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeig5ughgl4ejoaocotjd5ucjzczx2bg66klhc3sdl7kfrbpw7syy3e.ipfs.nftstorage.link/5605.png?ext=png,SOL
5222,Okay Bear #9455,Green,Striped Tee,Sarcastic,Pixel Glasses,Red Panda,,Hmm,0.126,0.0276,0.0302,0.0965,0.0357,0.032,0.2698,0.0276,0.2698,0.08825714285714284,150.61132277989242,5223,9455,9UmY2r9AmySJmJ7oYP3Uw7bqyaKmwAmScEhywmVzTQD2,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeieqnkkgjbz4n4npvw6blwwl3ahmzcd3ithsgbyy7jm57cuqkfnoom.ipfs.nftstorage.link/9454.png?ext=png,SOL
5223,Okay Bear #6518,Cream,Pullover Windbreaker,Defeated,,Green,Sticky Note,Pouting,0.1326,0.0456,0.1231,0.0526,0.0204,0.6672,0.023,0.0204,0.6672,0.15207142857142858,150.60285605524945,5224,6518,4uMLARk89MUC5VqKuEJSLEEFRhFWRn9tsb4TgwqCUpm8,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeigact3ue5nwf7qdquz363r7f2u6nv7q3llgu47pe56cqrqjslcluy.ipfs.nftstorage.link/6517.png?ext=png,SOL
5224,Okay Bear #265,Purple,Hoodie with Headphones,Sad,,Black,Bandana,Hmm,0.1187,0.0495,0.0302,0.0507,0.0227,0.6672,0.0424,0.0227,0.6672,0.14020000000000002,150.5996387484305,5225,265,3NxhSdLgHJPmu3Zh6cHsDCo53ipmYFW7mxBGb3SNFwdX,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidroepu244ficol2xohhvkdmcullopis4xhk4myoieolyf3bfzwle.ipfs.nftstorage.link/264.png?ext=png,SOL
5225,Okay Bear #3566,Grey,,Okay,,Wood,Worn Out Beanie,Beaming Smile,0.1261,0.0201,0.0233,0.2023,0.1965,0.6672,0.026,0.0201,0.6672,0.18021428571428572,150.59246450952315,5226,3566,EKzpWT2RsnyEeDV9qscyudvZRGo6PX4gmPQaAym4mvNw,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibko7nkevuq2mj5vme6gtawh754bhounyvg6lnegbnku6i6ougkki.ipfs.nftstorage.link/3565.png?ext=png,SOL
5226,Okay Bear #5573,Blue,Sleeveless Tee,White Glow,Flying Goggles,Polar,,Okay,0.1252,0.0641,0.2305,0.0341,0.0286,0.0183,0.2698,0.0183,0.2698,0.11008571428571431,150.56804539250257,5227,5573,7XkwCNgP52V85WNwCftgKZPrqCJD1dR6KMiRLCbhfxR8,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiflpier7pstzo64owrz3e6eiznwd22gaxlx6wa3bldflgndmo7ucm.ipfs.nftstorage.link/5572.png?ext=png,SOL
5227,Okay Bear #3540,White,Formal Vest,Defeated,,Ginger,Earrings,Okay,0.1265,0.0606,0.2305,0.0526,0.0157,0.6672,0.0266,0.0157,0.6672,0.16852857142857142,150.54364358053238,5228,3540,Cn6e4TakxLxbWhwwqUV85QiHjkGEyZZ6b8oKUUjfGwfZ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiauiwhmfdbymrkeup3errjypgsvd6aviv3fu43gl7merxiptsfgzm.ipfs.nftstorage.link/3539.png?ext=png,SOL
5228,Okay Bear #7969,Blue,Cord Tracksuit,Okay,,Green,Classic Cap,Clean Smile,0.1252,0.0456,0.0797,0.2023,0.0139,0.6672,0.0337,0.0139,0.6672,0.16680000000000003,150.52208769052896,5229,7969,4PvkvzQtKw5GEwGNbTfxBPDenj2D3CaXgogPpjocBAfY,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibvwacwhxjreltrzfvskb55he4jfnxjmzo6qtzf2mj5qud4frbzvq.ipfs.nftstorage.link/7968.png?ext=png,SOL
5229,Okay Bear #9870,Grey,Utility Vest,Disappointed,,Grizzly,Worn Out Cap,Oou,0.1261,0.144,0.0271,0.094,0.0197,0.6672,0.0279,0.0197,0.6672,0.158,150.51584162209565,5230,9870,3QYMmWjzTgM3k93YCWBWyEttusfAXnZJrqxcLbs8Xbob,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiejj75uw57tocv33tump27nei4g3j5osuviby5jxsttsq4q2k5wha.ipfs.nftstorage.link/9869.png?ext=png,SOL
5230,Okay Bear #9593,Warm Grey,Golf Polo,Annoyed,,Grizzly,Backwards Skate Cap,Huh,0.1227,0.144,0.0344,0.1309,0.02,0.6672,0.0212,0.02,0.6672,0.16291428571428573,150.47220282062125,5231,9593,F64SLm4d5fgaxqpMLEGjLeUJdK3W9UkK2mcqPei9xtqd,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiclkq5op3bruannjxnbgfwaxjdbbwp3i6yskcfc43hpedcve4mutu.ipfs.nftstorage.link/9592.png?ext=png,SOL
5231,Okay Bear #6197,Green,Golf Polo,Okay,,Ginger,Sweatband,Ohh,0.126,0.0606,0.0243,0.2023,0.02,0.6672,0.0352,0.02,0.6672,0.16222857142857142,150.44146707641463,5232,6197,6WWhkB3QEaj3ie1n48vfjgKkWM5LreGNUSuCUrxpQSqL,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidoiqwmgexfzfnixl5upqypmboaleli2sfma545zzymw55iterrjy.ipfs.nftstorage.link/6196.png?ext=png,SOL
5232,Okay Bear #9491,Green,Summer Shirt,Interested,,Green,Ear Tag,Pouting,0.126,0.0456,0.1231,0.0671,0.0229,0.6672,0.0191,0.0191,0.6672,0.153,150.41588317561377,5233,9491,5Ljq5Vd4FGYteeeKGQkXDMeemFxpMW1q28nbBYJWGY8t,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifge5aw4dynsfxl5n4rgde66djy7so4bjccxyvidjptqeq7ymoo4u.ipfs.nftstorage.link/9490.png?ext=png,SOL
5233,Okay Bear #9316,Cream,Woven Sweater,Happy,Aviator Sunglasses,Polar,Runner Cap,Clean Smile,0.1326,0.0641,0.0797,0.0788,0.0208,0.0409,0.0339,0.0208,0.1326,0.06439999999999999,150.4048348288152,5234,9316,DSiV176mAMRzGVstWKMSBTZg5s4wqYjcGGoChYh59gny,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidgop5bxjjqbgnxyrtcghctyxi3dkemxtk6c4gas3phwsil7yfaae.ipfs.nftstorage.link/9315.png?ext=png,SOL
5234,Okay Bear #710,Warm Grey,Cord Tracksuit,Okay,,Albino,Earrings,Okay,0.1227,0.0456,0.2305,0.2023,0.0139,0.6672,0.0266,0.0139,0.6672,0.18697142857142857,150.39656430241868,5235,710,7T4aUe9ATPhuoER4rWPhibtXdX4Tkef91pU8oTN9kxnU,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeier53zymxd3qc7sxrjgwhx42ylooo3ouskpklcrerx3dqj5nzt5ya.ipfs.nftstorage.link/709.png?ext=png,SOL
