name,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank
Okay Bear #3778,0.1265,0.144,0.2305,0.1309,0.022,0.6672,0.026,0.022,0.6672,0.19244285714285714,112.24228185773347,7958
Okay Bear #5728,0.1252,0.0818,0.0233,0.062,0.1965,0.6672,0.0379,0.0233,0.6672,0.17055714285714288,112.23273027408877,7959
Okay Bear #4604,0.1261,0.0495,0.1231,0.0526,0.0268,0.6672,0.0551,0.0268,0.6672,0.15719999999999998,112.22817213173104,7960
Okay Bear #1818,0.1265,0.1268,0.2305,0.2023,0.1965,0.0171,0.0424,0.0171,0.2305,0.13458571428571428,112.22661854545163,7961
Okay Bear #1991,0.1261,0.0276,0.0528,0.2023,0.1965,0.6672,0.0266,0.0266,0.6672,0.18558571428571427,112.2264902910388,7962
Okay Bear #2043,0.1261,0.0818,0.2305,0.026,0.0227,0.6672,0.2698,0.0227,0.6672,0.20344285714285718,112.21319986355309,7963
Okay Bear #7424,0.1261,0.0276,0.0211,0.0965,0.1965,0.6672,0.2698,0.0211,0.6672,0.2006857142857143,112.21246610823152,7964
Okay Bear #9615,0.1261,0.0641,0.2305,0.0788,0.0273,0.032,0.2698,0.0273,0.2698,0.11837142857142857,112.1460741162999,7965
Okay Bear #6671,0.1265,0.0641,0.0217,0.031,0.1965,0.6672,0.2698,0.0217,0.6672,0.1966857142857143,112.14108489481804,7966
Okay Bear #6631,0.1252,0.0196,0.2305,0.026,0.1965,0.6672,0.2698,0.0196,0.6672,0.21925714285714287,112.10187057106567,7967
Okay Bear #9354,0.1261,0.144,0.0922,0.0341,0.0193,0.6672,0.2698,0.0193,0.6672,0.19324285714285713,112.06488042499107,7968
Okay Bear #3147,0.1252,0.144,0.0253,0.2023,0.0383,0.0438,0.2698,0.0253,0.2698,0.12124285714285714,112.04767034778331,7969
Okay Bear #2795,0.1261,0.144,0.0797,0.0526,0.0251,0.6672,0.0412,0.0251,0.6672,0.16227142857142857,112.04439991686895,7970
Okay Bear #4545,0.1187,0.0606,0.0797,0.0788,0.0383,0.6672,0.0292,0.0292,0.6672,0.1532142857142857,112.01869364549555,7971
Okay Bear #5692,0.126,0.0201,0.2305,0.2023,0.0251,0.6672,0.2698,0.0201,0.6672,0.22014285714285717,112.01518787468727,7972
Okay Bear #9238,0.126,0.0196,0.2305,0.1309,0.1965,0.6672,0.029,0.0196,0.6672,0.19995714285714286,112.00534840192007,7973
Okay Bear #9958,0.1265,0.1268,0.2305,0.1309,0.0229,0.6672,0.0256,0.0229,0.6672,0.1900571428571429,111.99881109917773,7974
Okay Bear #3246,0.1261,0.1413,0.0344,0.2023,0.0357,0.032,0.2698,0.032,0.2698,0.12022857142857142,111.98792982826366,7975
Okay Bear #4462,0.126,0.0818,0.0922,0.026,0.0268,0.6672,0.2698,0.026,0.6672,0.18425714285714287,111.98765527486681,7976
Okay Bear #6450,0.1265,0.144,0.1231,0.094,0.0193,0.0438,0.2698,0.0193,0.2698,0.11721428571428569,111.96232845734365,7977
Okay Bear #4337,0.1265,0.0818,0.1231,0.1309,0.1965,0.0211,0.0424,0.0211,0.1965,0.10318571428571428,111.96030258090317,7978
Okay Bear #1092,0.126,0.1268,0.0271,0.0965,0.0229,0.6672,0.2698,0.0229,0.6672,0.19090000000000001,111.95937902356702,7979
Okay Bear #5810,0.1227,0.0158,0.1231,0.1309,0.1965,0.6672,0.0551,0.0158,0.6672,0.18732857142857143,111.94067455301075,7980
Okay Bear #1566,0.1222,0.0456,0.0922,0.1309,0.0229,0.6672,0.0551,0.0229,0.6672,0.16229999999999997,111.91428056264462,7981
Okay Bear #7169,0.1326,0.0456,0.2305,0.2023,0.0208,0.6672,0.0424,0.0208,0.6672,0.19162857142857143,111.9134809136573,7982
Okay Bear #7838,0.1252,0.1268,0.0528,0.0526,0.1965,0.0407,0.0352,0.0352,0.1965,0.08997142857142858,111.89263056530353,7983
Okay Bear #945,0.1252,0.0456,0.1231,0.2023,0.0157,0.6672,0.2698,0.0157,0.6672,0.2069857142857143,111.88319328566175,7984
Okay Bear #2108,0.1261,0.0818,0.0922,0.0671,0.0286,0.6672,0.0339,0.0286,0.6672,0.1567,111.86663063114426,7985
Okay Bear #9745,0.1252,0.0606,0.0344,0.0454,0.1965,0.6672,0.0337,0.0337,0.6672,0.16614285714285715,111.84651976007966,7986
Okay Bear #5350,0.1227,0.144,0.1231,0.0507,0.0157,0.6672,0.2698,0.0157,0.6672,0.19902857142857142,111.84126411725306,7987
Okay Bear #1929,0.1261,0.0818,0.2305,0.2023,0.0256,0.6672,0.0239,0.0239,0.6672,0.1939142857142857,111.83900666042709,7988
Okay Bear #1266,0.1326,0.1268,0.1231,0.0965,0.0227,0.6672,0.0309,0.0227,0.6672,0.1714,111.82820855183434,7989
Okay Bear #9462,0.1252,0.0377,0.0797,0.0526,0.0383,0.6672,0.0551,0.0377,0.6672,0.1508285714285714,111.82815953361768,7990
Okay Bear #9521,0.1227,0.0377,0.2305,0.094,0.0275,0.6672,0.0412,0.0275,0.6672,0.17439999999999997,111.78613283852562,7991
Okay Bear #9843,0.1187,0.1268,0.0426,0.094,0.1965,0.0374,0.0339,0.0339,0.1965,0.09284285714285714,111.74906295119243,7992
Okay Bear #7079,0.1222,0.1413,0.1231,0.094,0.0286,0.0407,0.0551,0.0286,0.1413,0.08642857142857142,111.70610147291882,7993
Okay Bear #3061,0.1222,0.0456,0.0797,0.1309,0.0178,0.6672,0.2698,0.0178,0.6672,0.19045714285714285,111.68462692586336,7994
Okay Bear #4329,0.1261,0.0818,0.0797,0.0788,0.0275,0.6672,0.0352,0.0275,0.6672,0.15661428571428568,111.6640879959068,7995
Okay Bear #7461,0.1326,0.039,0.0253,0.1309,0.0383,0.6672,0.2698,0.0253,0.6672,0.18615714285714288,111.66252562975991,7996
Okay Bear #5142,0.1326,0.0641,0.1231,0.0526,0.0178,0.6672,0.2698,0.0178,0.6672,0.1896,111.66201130864903,7997
Okay Bear #6719,0.1252,0.0377,0.0797,0.2023,0.0315,0.6672,0.0379,0.0315,0.6672,0.1687857142857143,111.63268154093905,7998
Okay Bear #922,0.1227,0.144,0.0233,0.0788,0.1965,0.6672,0.0292,0.0233,0.6672,0.18024285714285712,111.53764878609113,7999
Okay Bear #9949,0.1222,0.144,0.1231,0.031,0.0383,0.6672,0.0352,0.031,0.6672,0.16585714285714284,111.52684430704699,8000
Okay Bear #7268,0.1187,0.144,0.0426,0.2023,0.0315,0.6672,0.029,0.029,0.6672,0.17647142857142858,111.51396773774339,8001
Okay Bear #4355,0.1187,0.039,0.0302,0.0788,0.1965,0.0438,0.2698,0.0302,0.2698,0.11097142857142857,111.49512155806903,8002
Okay Bear #2573,0.1326,0.1413,0.2305,0.0965,0.013,0.6672,0.2698,0.013,0.6672,0.22155714285714287,111.44803516321562,8003
Okay Bear #4718,0.1227,0.1268,0.0344,0.0965,0.0197,0.6672,0.2698,0.0197,0.6672,0.19101428571428572,111.43552782448786,8004
Okay Bear #8845,0.1252,0.039,0.2305,0.026,0.1965,0.6672,0.0352,0.026,0.6672,0.18851428571428572,111.42512973627124,8005
Okay Bear #9579,0.1265,0.0426,0.1231,0.0671,0.0193,0.6672,0.2698,0.0193,0.6672,0.18794285714285716,111.42464493246477,8006
Okay Bear #9703,0.1261,0.0426,0.0302,0.094,0.1965,0.6672,0.0337,0.0302,0.6672,0.17004285714285716,111.41672316119106,8007
Okay Bear #7048,0.1265,0.0456,0.2305,0.0507,0.0315,0.6672,0.0412,0.0315,0.6672,0.17045714285714286,111.41390093842126,8008
Okay Bear #2488,0.1326,0.0606,0.0922,0.031,0.1965,0.0282,0.2698,0.0282,0.2698,0.11584285714285714,111.40368044929468,8009
Okay Bear #5836,0.1261,0.1413,0.2305,0.0671,0.0139,0.6672,0.2698,0.0139,0.6672,0.2165571428571429,111.39657562608177,8010
Okay Bear #7834,0.1227,0.1413,0.0344,0.2023,0.0275,0.6672,0.0412,0.0275,0.6672,0.17665714285714285,111.37430324231106,8011
Okay Bear #2001,0.1326,0.0495,0.0797,0.1309,0.1965,0.0183,0.2698,0.0183,0.2698,0.12532857142857143,111.37028566775793,8012
Okay Bear #7620,0.1265,0.0426,0.1231,0.0788,0.1965,0.0407,0.0339,0.0339,0.1965,0.09172857142857142,111.35075708966096,8013
Okay Bear #9069,0.1252,0.1268,0.1231,0.2023,0.0256,0.6672,0.0239,0.0239,0.6672,0.18487142857142858,111.3425915020197,8014
Okay Bear #2925,0.126,0.0377,0.0344,0.1309,0.0286,0.6672,0.2698,0.0286,0.6672,0.18494285714285713,111.341178867399,8015
Okay Bear #169,0.1222,0.0426,0.2305,0.0454,0.1965,0.6672,0.0214,0.0214,0.6672,0.1894,111.33914241741273,8016
Okay Bear #9358,0.1222,0.0426,0.2305,0.0965,0.0273,0.0407,0.2698,0.0273,0.2698,0.1185142857142857,111.26508397555361,8017
Okay Bear #223,0.1326,0.0606,0.0797,0.2023,0.0155,0.6672,0.2698,0.0155,0.6672,0.20395714285714286,111.25471268285825,8018
Okay Bear #4448,0.1187,0.1268,0.1231,0.0526,0.0273,0.6672,0.0337,0.0273,0.6672,0.16419999999999998,111.248346948656,8019
Okay Bear #302,0.1222,0.0495,0.0233,0.2023,0.1965,0.6672,0.0352,0.0233,0.6672,0.18517142857142857,111.24388531786661,8020
Okay Bear #1374,0.1252,0.1268,0.2305,0.2023,0.0178,0.6672,0.0352,0.0178,0.6672,0.2007142857142857,111.24287145374434,8021
Okay Bear #4921,0.1326,0.1413,0.0426,0.062,0.0193,0.6672,0.2698,0.0193,0.6672,0.1906857142857143,111.24055131010537,8022
Okay Bear #2014,0.126,0.144,0.0797,0.062,0.1965,0.0374,0.0279,0.0279,0.1965,0.09621428571428572,111.22635642734937,8023
Okay Bear #5949,0.1265,0.0456,0.2305,0.2023,0.0275,0.6672,0.0292,0.0275,0.6672,0.1898285714285714,111.22552409266649,8024
Okay Bear #3058,0.1252,0.1268,0.0271,0.0788,0.0383,0.6672,0.0551,0.0271,0.6672,0.15978571428571428,111.22166197247782,8025
Okay Bear #768,0.1187,0.1268,0.0922,0.2023,0.0357,0.0211,0.2698,0.0211,0.2698,0.12380000000000001,111.21119451198331,8026
Okay Bear #6960,0.1227,0.0276,0.0922,0.0526,0.0315,0.6672,0.2698,0.0276,0.6672,0.1805142857142857,111.19051906400688,8027
Okay Bear #1303,0.1326,0.0818,0.0302,0.0454,0.1965,0.6672,0.0337,0.0302,0.6672,0.16962857142857143,111.16688149239435,8028
Okay Bear #996,0.1252,0.1413,0.0922,0.0199,0.1965,0.6672,0.0352,0.0199,0.6672,0.18250000000000002,111.15855494110615,8029
Okay Bear #9001,0.1265,0.0495,0.0922,0.1309,0.0273,0.6672,0.0379,0.0273,0.6672,0.16164285714285714,111.10662679455763,8030
Okay Bear #5234,0.1227,0.0818,0.2305,0.0526,0.0161,0.6672,0.2698,0.0161,0.6672,0.20581428571428573,111.04175118665638,8031
Okay Bear #7477,0.1252,0.1413,0.0797,0.0454,0.0178,0.6672,0.2698,0.0178,0.6672,0.19234285714285715,111.02286990513672,8032
Okay Bear #7460,0.1187,0.144,0.1231,0.0965,0.0139,0.6672,0.2698,0.0139,0.6672,0.20474285714285714,111.00291164860532,8033
Okay Bear #6598,0.1326,0.1268,0.1231,0.1309,0.0227,0.6672,0.0292,0.0227,0.6672,0.17607142857142857,110.9890494509817,8034
Okay Bear #4298,0.1187,0.1413,0.1231,0.2023,0.0256,0.6672,0.0239,0.0239,0.6672,0.18601428571428572,110.9706763901157,8035
Okay Bear #5915,0.1265,0.0606,0.2305,0.0671,0.0161,0.6672,0.2698,0.0161,0.6672,0.2054,110.96536437920602,8036
Okay Bear #6975,0.1326,0.144,0.0426,0.094,0.0175,0.6672,0.2698,0.0175,0.6672,0.19538571428571427,110.94650617398959,8037
Okay Bear #6080,0.1261,0.1413,0.1231,0.1309,0.022,0.6672,0.0301,0.022,0.6672,0.17724285714285712,110.94618897900432,8038
Okay Bear #3562,0.1222,0.0495,0.0528,0.0454,0.0275,0.6672,0.2698,0.0275,0.6672,0.17634285714285716,110.92003845963696,8039
Okay Bear #9293,0.1187,0.0818,0.0426,0.062,0.022,0.6672,0.2698,0.022,0.6672,0.1805857142857143,110.91254500405775,8040
Okay Bear #8806,0.126,0.1413,0.2305,0.026,0.0357,0.6672,0.0424,0.026,0.6672,0.18130000000000002,110.90849312847794,8041
Okay Bear #5720,0.1261,0.0606,0.0302,0.0454,0.0383,0.6672,0.2698,0.0302,0.6672,0.1768,110.88578953560706,8042
Okay Bear #7642,0.1222,0.0641,0.1231,0.062,0.0286,0.6672,0.0379,0.0286,0.6672,0.1578714285714286,110.88549938543687,8043
Okay Bear #9000,0.126,0.0606,0.2305,0.2023,0.0139,0.6672,0.2698,0.0139,0.6672,0.22432857142857143,110.8674028515755,8044
Okay Bear #1048,0.1265,0.144,0.1231,0.0965,0.0229,0.6672,0.0309,0.0229,0.6672,0.17301428571428573,110.86513670987505,8045
Okay Bear #9811,0.1222,0.1268,0.2305,0.0671,0.0383,0.032,0.0551,0.032,0.2305,0.09600000000000002,110.81974673912234,8046
Okay Bear #6492,0.1326,0.0201,0.2305,0.0526,0.1965,0.6672,0.0424,0.0201,0.6672,0.1917,110.81528869262367,8047
Okay Bear #1495,0.1187,0.144,0.0922,0.0788,0.015,0.6672,0.2698,0.015,0.6672,0.19795714285714286,110.77730343826225,8048
Okay Bear #7173,0.1187,0.039,0.0797,0.0671,0.0227,0.6672,0.2698,0.0227,0.6672,0.1806,110.7739201896742,8049
Okay Bear #5175,0.1227,0.1413,0.0253,0.0526,0.0315,0.6672,0.2698,0.0253,0.6672,0.1872,110.7154805559276,8050
Okay Bear #155,0.1261,0.144,0.2305,0.062,0.022,0.6672,0.0352,0.022,0.6672,0.18385714285714286,110.70452293508531,8051
Okay Bear #8066,0.1265,0.0495,0.0922,0.0965,0.0178,0.6672,0.2698,0.0178,0.6672,0.18850000000000003,110.70086528905206,8052
Okay Bear #2100,0.1326,0.0276,0.2305,0.0341,0.1965,0.0409,0.2698,0.0276,0.2698,0.13314285714285717,110.68265567452158,8053
Okay Bear #8135,0.1227,0.0641,0.0233,0.0788,0.0383,0.6672,0.2698,0.0233,0.6672,0.1806,110.6743042960271,8054
Okay Bear #7417,0.1265,0.144,0.2305,0.2023,0.0197,0.6672,0.0292,0.0197,0.6672,0.20277142857142857,110.63792893186803,8055
Okay Bear #5036,0.1326,0.0641,0.1231,0.0788,0.0383,0.6672,0.0256,0.0256,0.6672,0.16138571428571427,110.62689586635979,8056
Okay Bear #1801,0.1326,0.144,0.0922,0.094,0.0268,0.6672,0.0279,0.0268,0.6672,0.16924285714285717,110.62473513317747,8057
Okay Bear #9763,0.126,0.1413,0.0528,0.094,0.0286,0.6672,0.0339,0.0286,0.6672,0.16340000000000002,110.55370158135881,8058
Okay Bear #1150,0.1265,0.0641,0.2305,0.0671,0.0273,0.6672,0.0337,0.0273,0.6672,0.1737714285714286,110.54971490975649,8059
Okay Bear #4196,0.1222,0.0818,0.0426,0.094,0.0383,0.6672,0.0352,0.0352,0.6672,0.15447142857142857,110.53827364978444,8060
Okay Bear #4810,0.126,0.0456,0.2305,0.0526,0.0383,0.6672,0.0337,0.0337,0.6672,0.17055714285714288,110.49818617404034,8061
Okay Bear #159,0.1261,0.1268,0.0528,0.094,0.022,0.6672,0.0551,0.022,0.6672,0.16342857142857145,110.4965079992026,8062
Okay Bear #7716,0.1326,0.0259,0.0426,0.1309,0.0357,0.6672,0.2698,0.0259,0.6672,0.1863857142857143,110.48156921030419,8063
Okay Bear #4377,0.1227,0.0606,0.0797,0.0526,0.0383,0.0409,0.2698,0.0383,0.2698,0.09494285714285713,110.47605524890707,8064
Okay Bear #95,0.126,0.0818,0.1231,0.094,0.0229,0.6672,0.0379,0.0229,0.6672,0.1647,110.47536903662626,8065
Okay Bear #3842,0.1265,0.1413,0.0922,0.2023,0.0275,0.6672,0.0239,0.0239,0.6672,0.1829857142857143,110.47486139888964,8066
Okay Bear #3576,0.1261,0.0818,0.1231,0.0507,0.0273,0.6672,0.0412,0.0273,0.6672,0.15962857142857143,110.40317796635317,8067
Okay Bear #7785,0.1261,0.1413,0.1231,0.094,0.022,0.6672,0.0337,0.022,0.6672,0.1724857142857143,110.39606658954426,8068
Okay Bear #9500,0.1222,0.144,0.0922,0.0788,0.0315,0.6672,0.026,0.026,0.6672,0.16598571428571426,110.37046398165862,8069
Okay Bear #9077,0.1326,0.1413,0.0344,0.0526,0.0357,0.6672,0.0551,0.0344,0.6672,0.15984285714285715,110.35861901848708,8070
Okay Bear #6130,0.1252,0.0456,0.2305,0.2023,0.0273,0.6672,0.0303,0.0273,0.6672,0.18977142857142856,110.3307314539974,8071
Okay Bear #569,0.1326,0.0276,0.0922,0.094,0.1965,0.6672,0.026,0.026,0.6672,0.17658571428571432,110.30704498978457,8072
Okay Bear #571,0.1227,0.0495,0.1231,0.031,0.0275,0.6672,0.2698,0.0275,0.6672,0.18440000000000004,110.30240736095861,8073
Okay Bear #5525,0.1265,0.144,0.022,0.2023,0.1965,0.6672,0.026,0.022,0.6672,0.1977857142857143,110.29667991593601,8074
Okay Bear #1220,0.1227,0.0818,0.2305,0.0507,0.1965,0.032,0.0339,0.032,0.2305,0.1068714285714286,110.274742395067,8075
Okay Bear #235,0.126,0.144,0.2305,0.0965,0.0202,0.6672,0.0337,0.0202,0.6672,0.18830000000000005,110.25938343412992,8076
Okay Bear #2541,0.1265,0.144,0.2305,0.062,0.0286,0.6672,0.026,0.026,0.6672,0.18354285714285715,110.2423842221622,8077
Okay Bear #2215,0.1252,0.039,0.1231,0.1309,0.0383,0.6672,0.0301,0.0301,0.6672,0.1648285714285714,110.22219523629764,8078
Okay Bear #2848,0.126,0.0426,0.0528,0.0526,0.1965,0.6672,0.0292,0.0292,0.6672,0.1667,110.19592194963559,8079
Okay Bear #6910,0.1187,0.0259,0.2305,0.0526,0.1965,0.6672,0.0301,0.0259,0.6672,0.18878571428571428,110.1948909251112,8080
Okay Bear #5400,0.1252,0.0377,0.0528,0.0671,0.0273,0.6672,0.2698,0.0273,0.6672,0.17815714285714288,110.19022979381326,8081
Okay Bear #797,0.1227,0.1268,0.0922,0.2023,0.0193,0.0438,0.2698,0.0193,0.2698,0.12527142857142856,110.17650625087757,8082
Okay Bear #2945,0.126,0.1268,0.0528,0.026,0.0315,0.6672,0.2698,0.026,0.6672,0.18572857142857144,110.17515759558064,8083
Okay Bear #3288,0.126,0.0641,0.0528,0.2023,0.0357,0.6672,0.0301,0.0301,0.6672,0.16831428571428572,110.15227643609552,8084
Okay Bear #6787,0.1222,0.0495,0.0426,0.0454,0.1965,0.6672,0.0337,0.0337,0.6672,0.16530000000000003,110.1473863673409,8085
Okay Bear #3304,0.1265,0.0641,0.0922,0.0507,0.0275,0.6672,0.0551,0.0275,0.6672,0.15475714285714284,110.08687287695733,8086
Okay Bear #3691,0.1222,0.0276,0.0528,0.094,0.1965,0.6672,0.0339,0.0276,0.6672,0.1706,110.07926648250381,8087
Okay Bear #1839,0.126,0.144,0.1231,0.094,0.0383,0.0374,0.0424,0.0374,0.144,0.08645714285714286,110.07526125061219,8088
Okay Bear #2315,0.1227,0.0641,0.0253,0.2023,0.0273,0.6672,0.2698,0.0253,0.6672,0.19695714285714286,110.05471551776546,8089
Okay Bear #8390,0.1261,0.1413,0.2305,0.0671,0.02,0.6672,0.0412,0.02,0.6672,0.1847714285714286,110.01952502146479,8090
Okay Bear #4183,0.1261,0.0818,0.0797,0.031,0.0251,0.6672,0.2698,0.0251,0.6672,0.18295714285714285,110.0061565812042,8091
Okay Bear #8481,0.1252,0.0818,0.2305,0.094,0.0204,0.6672,0.0412,0.0204,0.6672,0.18004285714285714,109.97910545142068,8092
Okay Bear #3650,0.126,0.1413,0.1231,0.0671,0.0227,0.6672,0.0379,0.0227,0.6672,0.16932857142857144,109.97714394669183,8093
Okay Bear #2983,0.126,0.0641,0.2305,0.094,0.0193,0.6672,0.0551,0.0193,0.6672,0.17945714285714282,109.97491741623767,8094
Okay Bear #4230,0.1252,0.0276,0.0922,0.094,0.0256,0.6672,0.2698,0.0256,0.6672,0.18594285714285716,109.97113954328968,8095
Okay Bear #5991,0.1326,0.144,0.2305,0.094,0.0202,0.6672,0.0339,0.0202,0.6672,0.18891428571428573,109.96489176845296,8096
Okay Bear #2156,0.1187,0.1413,0.0797,0.0965,0.0229,0.6672,0.0379,0.0229,0.6672,0.16631428571428572,109.96363391442097,8097
Okay Bear #4458,0.1252,0.1413,0.0922,0.0788,0.0273,0.6672,0.0301,0.0273,0.6672,0.16601428571428573,109.9521325485473,8098
Okay Bear #7463,0.1326,0.1413,0.0426,0.031,0.1965,0.6672,0.0303,0.0303,0.6672,0.17735714285714285,109.94202169813958,8099
Okay Bear #8219,0.1222,0.1413,0.0344,0.1309,0.0357,0.6672,0.0352,0.0344,0.6672,0.1667,109.88873008685108,8100
Okay Bear #1512,0.1227,0.0818,0.2305,0.1309,0.0229,0.6672,0.0309,0.0229,0.6672,0.18384285714285717,109.88209510046144,8101
Okay Bear #6909,0.1227,0.144,0.1231,0.2023,0.1965,0.0171,0.0551,0.0171,0.2023,0.12297142857142858,109.87844528941471,8102
Okay Bear #6146,0.1252,0.1413,0.0243,0.0454,0.1965,0.0438,0.2698,0.0243,0.2698,0.12089999999999998,109.86961434906344,8103
Okay Bear #1694,0.1227,0.0818,0.0426,0.0788,0.1965,0.6672,0.0214,0.0214,0.6672,0.17300000000000001,109.85626330523695,8104
Okay Bear #5651,0.126,0.1413,0.0211,0.062,0.0383,0.6672,0.2698,0.0211,0.6672,0.1893857142857143,109.85095671387583,8105
Okay Bear #7292,0.1252,0.1268,0.1231,0.0965,0.0275,0.6672,0.0266,0.0266,0.6672,0.1704142857142857,109.81624921239876,8106
Okay Bear #3770,0.1187,0.0276,0.1231,0.0454,0.1965,0.6672,0.0352,0.0276,0.6672,0.17338571428571428,109.80334284812822,8107
Okay Bear #6817,0.1227,0.0606,0.2305,0.2023,0.0197,0.6672,0.0424,0.0197,0.6672,0.1922,109.7782858806345,8108
Okay Bear #1925,0.1222,0.144,0.0797,0.094,0.0193,0.6672,0.0551,0.0193,0.6672,0.16878571428571426,109.77419260384431,8109
Okay Bear #6268,0.1265,0.1413,0.2305,0.0965,0.0193,0.0407,0.2698,0.0193,0.2698,0.1320857142857143,109.77331356372886,8110
Okay Bear #4265,0.1187,0.0818,0.2305,0.2023,0.0227,0.6672,0.0292,0.0227,0.6672,0.1932,109.72932697064266,8111
Okay Bear #7097,0.1265,0.0456,0.0922,0.1309,0.0178,0.6672,0.2698,0.0178,0.6672,0.19285714285714287,109.70539475204252,8112
Okay Bear #7951,0.1252,0.144,0.2305,0.2023,0.0197,0.6672,0.0301,0.0197,0.6672,0.2027142857142857,109.69602705889193,8113
Okay Bear #7523,0.1252,0.0259,0.2305,0.0788,0.1965,0.0438,0.0551,0.0259,0.2305,0.10797142857142858,109.69493826036074,8114
Okay Bear #6552,0.1187,0.144,0.0797,0.062,0.0315,0.6672,0.0309,0.0309,0.6672,0.16199999999999998,109.65242022911781,8115
Okay Bear #660,0.126,0.1413,0.0271,0.0788,0.0251,0.6672,0.2698,0.0251,0.6672,0.19075714285714288,109.65026073632733,8116
Okay Bear #3763,0.1252,0.0606,0.1231,0.0965,0.0383,0.6672,0.0256,0.0256,0.6672,0.16235714285714287,109.6460032945551,8117
Okay Bear #7732,0.1261,0.144,0.1231,0.1309,0.1965,0.0374,0.0212,0.0212,0.1965,0.11131428571428571,109.63439257180809,8118
Okay Bear #2015,0.1227,0.144,0.0253,0.2023,0.1965,0.6672,0.023,0.023,0.6672,0.1972857142857143,109.62936947930486,8119
Okay Bear #6456,0.1265,0.0641,0.2305,0.094,0.0273,0.6672,0.0303,0.0273,0.6672,0.17712857142857144,109.61459295045086,8120
Okay Bear #2213,0.1187,0.1268,0.0528,0.094,0.0227,0.6672,0.0551,0.0227,0.6672,0.16247142857142857,109.58921169650739,8121
Okay Bear #4357,0.1222,0.0818,0.022,0.1309,0.1965,0.6672,0.0339,0.022,0.6672,0.17921428571428574,109.58859434677481,8122
Okay Bear #2268,0.1265,0.144,0.0211,0.0965,0.0315,0.6672,0.2698,0.0211,0.6672,0.1938,109.5569239407035,8123
Okay Bear #947,0.1265,0.039,0.2305,0.2023,0.0315,0.032,0.2698,0.0315,0.2698,0.13308571428571428,109.53019347463132,8124
Okay Bear #2697,0.1326,0.0818,0.0253,0.094,0.1965,0.6672,0.0303,0.0253,0.6672,0.17538571428571428,109.52156639040285,8125
Okay Bear #5004,0.1261,0.144,0.0922,0.0526,0.0273,0.0409,0.2698,0.0273,0.2698,0.10755714285714284,109.5184159914412,8126
Okay Bear #6039,0.1261,0.0276,0.0344,0.2023,0.0383,0.6672,0.2698,0.0276,0.6672,0.1951,109.48993010298449,8127
Okay Bear #3425,0.1187,0.0641,0.0426,0.2023,0.0193,0.6672,0.2698,0.0193,0.6672,0.19771428571428573,109.4612776757749,8128
Okay Bear #5754,0.1265,0.0606,0.2305,0.0507,0.1965,0.0438,0.0303,0.0303,0.2305,0.10555714285714286,109.39245825909225,8129
Okay Bear #548,0.1252,0.0201,0.2305,0.0965,0.0315,0.6672,0.2698,0.0201,0.6672,0.20582857142857144,109.39083524973329,8130
Okay Bear #8211,0.126,0.1413,0.0797,0.0965,0.0193,0.6672,0.0551,0.0193,0.6672,0.16929999999999998,109.38448730354165,8131
Okay Bear #5755,0.1187,0.0377,0.2305,0.026,0.1965,0.0438,0.2698,0.026,0.2698,0.13185714285714287,109.37629000009396,8132
Okay Bear #6009,0.1187,0.1268,0.0797,0.0526,0.1965,0.0374,0.0337,0.0337,0.1965,0.09219999999999999,109.37011039281823,8133
Okay Bear #7629,0.1265,0.144,0.1231,0.0788,0.0251,0.6672,0.0309,0.0251,0.6672,0.17079999999999998,109.365312918763,8134
Okay Bear #5875,0.1261,0.0818,0.2305,0.2023,0.02,0.6672,0.0352,0.02,0.6672,0.19472857142857142,109.34459338541758,8135
Okay Bear #7010,0.1261,0.0426,0.1231,0.2023,0.0286,0.6672,0.0352,0.0286,0.6672,0.1750142857142857,109.34394993306752,8136
Okay Bear #4628,0.1222,0.144,0.0922,0.1309,0.0273,0.6672,0.0266,0.0266,0.6672,0.17291428571428571,109.33597944070709,8137
Okay Bear #5571,0.126,0.1413,0.1231,0.094,0.0286,0.6672,0.0256,0.0256,0.6672,0.17225714285714286,109.30175941630954,8138
Okay Bear #8095,0.1326,0.1413,0.0426,0.031,0.1965,0.6672,0.0309,0.0309,0.6672,0.17744285714285715,109.30118091503215,8139
