name,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank
Okay Bear #6257,0.126,0.0426,0.0922,0.1309,0.022,0.6672,0.0551,0.022,0.6672,0.1622857142857143,114.99825946966155,7769
Okay Bear #3299,0.1187,0.1413,0.2305,0.0965,0.0273,0.0407,0.0424,0.0273,0.2305,0.09962857142857143,114.98779662149356,7770
Okay Bear #6762,0.126,0.1268,0.2305,0.0507,0.0227,0.6672,0.0339,0.0227,0.6672,0.17968571428571428,114.93539340847877,7771
Okay Bear #166,0.1265,0.0818,0.1231,0.0788,0.0227,0.6672,0.0352,0.0227,0.6672,0.16218571428571424,114.90466469771366,7772
Okay Bear #3868,0.1187,0.1268,0.2305,0.0671,0.0273,0.0407,0.0551,0.0273,0.2305,0.09517142857142857,114.9014411406325,7773
Okay Bear #5970,0.126,0.0641,0.1231,0.1309,0.0251,0.6672,0.0292,0.0251,0.6672,0.1665142857142857,114.88604196558276,7774
Okay Bear #5556,0.126,0.144,0.022,0.0526,0.1965,0.0374,0.2698,0.022,0.2698,0.1211857142857143,114.8803803398615,7775
Okay Bear #8873,0.1326,0.144,0.0528,0.062,0.0383,0.0282,0.2698,0.0282,0.2698,0.10395714285714286,114.83145147547594,7776
Okay Bear #7775,0.1222,0.1268,0.2305,0.2023,0.0157,0.6672,0.0412,0.0157,0.6672,0.20084285714285713,114.81620304823444,7777
Okay Bear #4599,0.1326,0.1413,0.1231,0.0671,0.0139,0.6672,0.2698,0.0139,0.6672,0.20214285714285715,114.79292169417879,7778
Okay Bear #3822,0.1227,0.1268,0.2305,0.1309,0.0227,0.0407,0.0551,0.0227,0.2305,0.1042,114.78591711231226,7779
Okay Bear #6834,0.1326,0.0426,0.2305,0.0671,0.0273,0.6672,0.0379,0.0273,0.6672,0.1721714285714286,114.77124284829912,7780
Okay Bear #9639,0.1326,0.0818,0.0922,0.0788,0.0193,0.6672,0.0551,0.0193,0.6672,0.16099999999999998,114.76385210828596,7781
Okay Bear #8579,0.1326,0.0456,0.2305,0.1309,0.0268,0.6672,0.029,0.0268,0.6672,0.18037142857142857,114.74410930491162,7782
Okay Bear #491,0.1326,0.0276,0.1231,0.1309,0.02,0.6672,0.2698,0.02,0.6672,0.19588571428571427,114.74150862077899,7783
Okay Bear #8856,0.1265,0.0495,0.0797,0.2023,0.0227,0.6672,0.0424,0.0227,0.6672,0.17004285714285713,114.73393377266645,7784
Okay Bear #809,0.1252,0.144,0.2305,0.094,0.0251,0.6672,0.023,0.023,0.6672,0.187,114.7260568369925,7785
Okay Bear #8532,0.1187,0.1413,0.0243,0.0965,0.1965,0.0409,0.0551,0.0243,0.1965,0.0961857142857143,114.7044549430774,7786
Okay Bear #4394,0.1222,0.0456,0.2305,0.2023,0.1965,0.0374,0.023,0.023,0.2305,0.12250000000000001,114.69996645123405,7787
Okay Bear #2016,0.126,0.0818,0.0528,0.0788,0.0275,0.0438,0.2698,0.0275,0.2698,0.09721428571428571,114.69233189474927,7788
Okay Bear #506,0.1187,0.1268,0.0217,0.0788,0.1965,0.6672,0.0303,0.0217,0.6672,0.17714285714285713,114.67549961488191,7789
Okay Bear #7367,0.1252,0.0641,0.2305,0.2023,0.0161,0.6672,0.0551,0.0161,0.6672,0.19435714285714287,114.62881552640007,7790
Okay Bear #5386,0.1265,0.0641,0.0211,0.1309,0.1965,0.6672,0.0339,0.0211,0.6672,0.1771714285714286,114.62493125506916,7791
Okay Bear #6103,0.1222,0.0641,0.0217,0.2023,0.1965,0.6672,0.0301,0.0217,0.6672,0.1863,114.6204839669762,7792
Okay Bear #4103,0.1265,0.1413,0.0797,0.094,0.022,0.6672,0.0339,0.022,0.6672,0.1663714285714286,114.61949997779928,7793
Okay Bear #8372,0.126,0.0641,0.2305,0.2023,0.1965,0.6672,0.0133,0.0133,0.6672,0.2142714285714286,114.59450989569393,7794
Okay Bear #4124,0.1222,0.0641,0.2305,0.0788,0.1965,0.0282,0.0301,0.0282,0.2305,0.1072,114.58532299858365,7795
Okay Bear #5509,0.1252,0.0456,0.1231,0.1309,0.0357,0.0269,0.2698,0.0269,0.2698,0.10817142857142856,114.57231615393357,7796
Okay Bear #674,0.1265,0.1268,0.0217,0.1309,0.1965,0.6672,0.026,0.0217,0.6672,0.1850857142857143,114.56334032897638,7797
Okay Bear #3352,0.1326,0.0426,0.1231,0.0788,0.0357,0.6672,0.0301,0.0301,0.6672,0.1585857142857143,114.56208551466108,7798
Okay Bear #197,0.1222,0.144,0.2305,0.0454,0.0268,0.6672,0.0292,0.0268,0.6672,0.18075714285714284,114.5513861495981,7799
Okay Bear #6412,0.1261,0.1413,0.2305,0.062,0.0208,0.6672,0.0339,0.0208,0.6672,0.18311428571428573,114.5490311127765,7800
Okay Bear #4798,0.1265,0.0456,0.0797,0.062,0.0275,0.6672,0.0551,0.0275,0.6672,0.15194285714285716,114.52230425184763,7801
Okay Bear #6265,0.1261,0.0426,0.1231,0.0341,0.1965,0.6672,0.0256,0.0256,0.6672,0.1736,114.50374204751456,7802
Okay Bear #2973,0.1187,0.0818,0.1231,0.0788,0.0357,0.6672,0.023,0.023,0.6672,0.16118571428571427,114.45163719544439,7803
Okay Bear #4440,0.126,0.0818,0.0797,0.062,0.0251,0.6672,0.0412,0.0251,0.6672,0.15471428571428572,114.44881358241499,7804
Okay Bear #209,0.1265,0.0641,0.0426,0.094,0.0315,0.6672,0.0424,0.0315,0.6672,0.15261428571428573,114.44797700661995,7805
Okay Bear #8651,0.1265,0.144,0.2305,0.0526,0.0357,0.6672,0.0214,0.0214,0.6672,0.18255714285714286,114.43836182604025,7806
Okay Bear #9252,0.1326,0.0495,0.022,0.2023,0.1965,0.6672,0.0337,0.022,0.6672,0.18625714285714287,114.40264750621684,7807
Okay Bear #8457,0.1187,0.0606,0.0528,0.2023,0.0268,0.0407,0.2698,0.0268,0.2698,0.11024285714285716,114.39870429549065,7808
Okay Bear #9942,0.126,0.039,0.0797,0.0526,0.0227,0.6672,0.2698,0.0227,0.6672,0.17957142857142858,114.39410548155259,7809
Okay Bear #1370,0.1187,0.1268,0.0528,0.062,0.0357,0.032,0.2698,0.032,0.2698,0.09968571428571428,114.34711506363513,7810
Okay Bear #2286,0.126,0.144,0.2305,0.0965,0.0204,0.6672,0.0292,0.0204,0.6672,0.1876857142857143,114.34702562023239,7811
Okay Bear #8060,0.1261,0.039,0.2305,0.0526,0.1965,0.0438,0.0339,0.0339,0.2305,0.1032,114.33967522106931,7812
Okay Bear #99,0.126,0.1413,0.0797,0.0671,0.015,0.6672,0.2698,0.015,0.6672,0.19515714285714286,114.33574671929445,7813
Okay Bear #859,0.1326,0.0606,0.2305,0.2023,0.0229,0.6672,0.0279,0.0229,0.6672,0.192,114.33389395752224,7814
Okay Bear #6405,0.1222,0.1413,0.1231,0.062,0.0204,0.6672,0.0412,0.0204,0.6672,0.1682,114.30320945946863,7815
Okay Bear #3653,0.1326,0.1413,0.0253,0.2023,0.02,0.6672,0.2698,0.02,0.6672,0.20835714285714288,114.29271457738012,7816
Okay Bear #4734,0.1265,0.0641,0.0797,0.0341,0.0229,0.6672,0.2698,0.0229,0.6672,0.1806142857142857,114.25169945589444,7817
Okay Bear #7603,0.126,0.1413,0.0528,0.026,0.0273,0.6672,0.2698,0.026,0.6672,0.1872,114.24986798345788,7818
Okay Bear #401,0.1326,0.1413,0.0797,0.062,0.0286,0.6672,0.029,0.0286,0.6672,0.16291428571428573,114.2412972107487,7819
Okay Bear #8306,0.1227,0.144,0.0922,0.062,0.0275,0.6672,0.0292,0.0275,0.6672,0.16354285714285716,114.17843560286306,7820
Okay Bear #113,0.1261,0.1413,0.1231,0.0507,0.0275,0.032,0.2698,0.0275,0.2698,0.11007142857142857,114.1747832619688,7821
Okay Bear #4785,0.126,0.0495,0.1231,0.1309,0.1965,0.0282,0.0337,0.0282,0.1965,0.09827142857142857,114.12506632716989,7822
Okay Bear #9107,0.1227,0.0818,0.2305,0.2023,0.0202,0.032,0.2698,0.0202,0.2698,0.13704285714285716,114.11784636821187,7823
Okay Bear #3354,0.1261,0.0818,0.0797,0.062,0.0383,0.0282,0.2698,0.0282,0.2698,0.09798571428571427,114.1083393959218,7824
Okay Bear #8074,0.1252,0.0495,0.2305,0.0199,0.0383,0.6672,0.2698,0.0199,0.6672,0.20005714285714288,114.09380247992863,7825
Okay Bear #5422,0.1265,0.0818,0.2305,0.1309,0.1965,0.0211,0.0339,0.0211,0.2305,0.11731428571428572,114.08883994010739,7826
Okay Bear #8687,0.1265,0.1413,0.1231,0.1309,0.0157,0.6672,0.0551,0.0157,0.6672,0.1799714285714286,114.0870642290748,7827
Okay Bear #1468,0.1265,0.1268,0.1231,0.0671,0.1965,0.0269,0.0303,0.0269,0.1965,0.0996,114.08526022026733,7828
Okay Bear #1383,0.1252,0.144,0.2305,0.2023,0.0197,0.6672,0.0266,0.0197,0.6672,0.2022142857142857,114.06742065917169,7829
Okay Bear #4055,0.1227,0.1268,0.2305,0.0788,0.02,0.6672,0.0339,0.02,0.6672,0.18284285714285714,114.06247073828845,7830
Okay Bear #8884,0.126,0.0818,0.2305,0.2023,0.0227,0.6672,0.0256,0.0227,0.6672,0.19372857142857147,114.05715973317683,7831
Okay Bear #1989,0.126,0.0606,0.0344,0.0199,0.1965,0.6672,0.2698,0.0199,0.6672,0.19634285714285715,114.05349052984324,7832
Okay Bear #3646,0.1261,0.144,0.0922,0.1309,0.0268,0.6672,0.0239,0.0239,0.6672,0.17301428571428573,114.0133029283204,7833
Okay Bear #9015,0.1187,0.0641,0.2305,0.062,0.0256,0.0374,0.2698,0.0256,0.2698,0.11544285714285715,113.99956804454393,7834
Okay Bear #3871,0.1326,0.0641,0.2305,0.0199,0.1965,0.6672,0.0337,0.0199,0.6672,0.1920714285714286,113.99320321786438,7835
Okay Bear #3999,0.1261,0.1268,0.0233,0.0507,0.1965,0.0374,0.2698,0.0233,0.2698,0.11865714285714286,113.99244592060295,7836
Okay Bear #5688,0.126,0.1413,0.1231,0.0454,0.0286,0.6672,0.0309,0.0286,0.6672,0.16607142857142856,113.98985280895636,7837
Okay Bear #415,0.1252,0.1413,0.1231,0.2023,0.0124,0.6672,0.2698,0.0124,0.6672,0.2201857142857143,113.98140333375987,7838
Okay Bear #1513,0.1222,0.0276,0.1231,0.0526,0.1965,0.6672,0.0279,0.0276,0.6672,0.1738714285714286,113.98022719603063,7839
Okay Bear #8362,0.1227,0.0641,0.0797,0.0965,0.0161,0.6672,0.2698,0.0161,0.6672,0.18801428571428572,113.97738044170809,7840
Okay Bear #5958,0.1326,0.1268,0.0151,0.0454,0.1965,0.6672,0.2698,0.0151,0.6672,0.20762857142857144,113.97381944697058,7841
Okay Bear #7452,0.1326,0.0276,0.0426,0.094,0.1965,0.6672,0.0339,0.0276,0.6672,0.17062857142857143,113.97222302093269,7842
Okay Bear #4278,0.126,0.0426,0.2305,0.0454,0.1965,0.0211,0.2698,0.0211,0.2698,0.13312857142857143,113.96438552698038,7843
Okay Bear #4207,0.1326,0.1268,0.0797,0.0788,0.0268,0.6672,0.029,0.0268,0.6672,0.16298571428571426,113.96031264954702,7844
Okay Bear #2242,0.1265,0.144,0.0271,0.0454,0.0286,0.6672,0.2698,0.0271,0.6672,0.18694285714285713,113.94666865203034,7845
Okay Bear #4086,0.1227,0.1413,0.0344,0.0671,0.0202,0.6672,0.2698,0.0202,0.6672,0.18895714285714285,113.91019786032264,7846
Okay Bear #4414,0.1187,0.0641,0.0797,0.2023,0.0273,0.6672,0.0292,0.0273,0.6672,0.16978571428571426,113.89084196319598,7847
Okay Bear #4193,0.1252,0.0377,0.2305,0.0788,0.0175,0.6672,0.2698,0.0175,0.6672,0.20381428571428573,113.88927683388731,7848
Okay Bear #297,0.1227,0.1268,0.0426,0.094,0.1965,0.6672,0.0175,0.0175,0.6672,0.18104285714285714,113.8795874837931,7849
Okay Bear #7272,0.1326,0.1268,0.2305,0.0526,0.1965,0.6672,0.0146,0.0146,0.6672,0.20297142857142858,113.85872526731356,7850
Okay Bear #5791,0.126,0.1268,0.2305,0.0788,0.02,0.6672,0.0339,0.02,0.6672,0.18331428571428574,113.84901942459263,7851
Okay Bear #9232,0.1227,0.1268,0.0922,0.2023,0.1965,0.0407,0.0191,0.0191,0.2023,0.11432857142857143,113.8406393349367,7852
Okay Bear #2707,0.126,0.0456,0.0528,0.062,0.0229,0.6672,0.2698,0.0229,0.6672,0.17804285714285714,113.80813114699053,7853
Okay Bear #6417,0.1227,0.0456,0.2305,0.0965,0.0256,0.6672,0.0352,0.0256,0.6672,0.17475714285714283,113.75126477437516,7854
Okay Bear #9578,0.1227,0.1268,0.0344,0.2023,0.0227,0.6672,0.0551,0.0227,0.6672,0.17588571428571426,113.74980047741028,7855
Okay Bear #3798,0.1261,0.1413,0.1231,0.2023,0.0193,0.6672,0.0309,0.0193,0.6672,0.18717142857142857,113.74871753980464,7856
Okay Bear #2745,0.1222,0.144,0.0344,0.0965,0.0357,0.6672,0.0337,0.0337,0.6672,0.16195714285714288,113.74380818794589,7857
Okay Bear #2332,0.1187,0.0606,0.0302,0.094,0.1965,0.6672,0.026,0.026,0.6672,0.17045714285714286,113.72652859526599,7858
Okay Bear #785,0.126,0.0426,0.2305,0.2023,0.0357,0.6672,0.023,0.023,0.6672,0.1896142857142857,113.68050117686165,7859
Okay Bear #405,0.1187,0.1413,0.0426,0.2023,0.0251,0.6672,0.0352,0.0251,0.6672,0.17605714285714286,113.66760212097027,7860
Okay Bear #557,0.1227,0.039,0.2305,0.0671,0.0383,0.6672,0.0303,0.0303,0.6672,0.17072857142857142,113.6442712060618,7861
Okay Bear #1617,0.1187,0.0456,0.2305,0.0965,0.0357,0.6672,0.0256,0.0256,0.6672,0.17425714285714286,113.62801892838122,7862
Okay Bear #1467,0.1326,0.1413,0.0426,0.2023,0.0227,0.0438,0.2698,0.0227,0.2698,0.12215714285714285,113.62631398673248,7863
Okay Bear #1537,0.126,0.144,0.0797,0.0526,0.0357,0.0282,0.2698,0.0282,0.2698,0.10514285714285714,113.61805727920958,7864
Okay Bear #4129,0.1326,0.0426,0.0922,0.0965,0.0178,0.6672,0.2698,0.0178,0.6672,0.1883857142857143,113.60936328058021,7865
Okay Bear #2582,0.1326,0.0641,0.0922,0.094,0.1965,0.0282,0.0352,0.0282,0.1965,0.09182857142857144,113.5855293528958,7866
Okay Bear #9552,0.1326,0.0818,0.0528,0.2023,0.0286,0.032,0.2698,0.0286,0.2698,0.11427142857142858,113.57044886317469,7867
Okay Bear #7247,0.126,0.0456,0.1231,0.094,0.0251,0.6672,0.0424,0.0251,0.6672,0.1604857142857143,113.55245128815203,7868
Okay Bear #3881,0.1227,0.0426,0.0922,0.2023,0.0286,0.6672,0.0337,0.0286,0.6672,0.1699,113.55070479957492,7869
Okay Bear #1181,0.1187,0.0818,0.1231,0.094,0.0286,0.0282,0.2698,0.0282,0.2698,0.10631428571428571,113.54379052172709,7870
Okay Bear #1255,0.1222,0.1268,0.2305,0.1309,0.0202,0.6672,0.029,0.0202,0.6672,0.18954285714285715,113.53406565990007,7871
Okay Bear #8201,0.1326,0.0818,0.1231,0.1309,0.0208,0.6672,0.0352,0.0208,0.6672,0.1702285714285714,113.51412820248191,7872
Okay Bear #2797,0.1265,0.0456,0.2305,0.0965,0.0256,0.6672,0.0352,0.0256,0.6672,0.17529999999999998,113.50644386409236,7873
Okay Bear #8581,0.1326,0.039,0.2305,0.0965,0.0251,0.6672,0.0412,0.0251,0.6672,0.1760142857142857,113.49487593480944,7874
Okay Bear #9199,0.1187,0.0426,0.2305,0.0507,0.0315,0.6672,0.0412,0.0315,0.6672,0.1689142857142857,113.47771627236068,7875
Okay Bear #7391,0.1252,0.144,0.0151,0.0454,0.1965,0.6672,0.2698,0.0151,0.6672,0.20902857142857142,113.47757087775567,7876
Okay Bear #9178,0.1222,0.0456,0.1231,0.0965,0.0286,0.6672,0.0352,0.0286,0.6672,0.15977142857142854,113.47222859901758,7877
Okay Bear #77,0.126,0.1413,0.2305,0.0965,0.0204,0.6672,0.0301,0.0204,0.6672,0.18742857142857144,113.45573803055103,7878
Okay Bear #52,0.1187,0.0377,0.0426,0.0454,0.1965,0.6672,0.0379,0.0377,0.6672,0.1637142857142857,113.42349265012955,7879
Okay Bear #7912,0.1261,0.0495,0.2305,0.0965,0.1965,0.032,0.0292,0.0292,0.2305,0.10861428571428573,113.41895727888448,7880
Okay Bear #3584,0.1227,0.1413,0.0797,0.0788,0.0256,0.6672,0.0309,0.0256,0.6672,0.16374285714285713,113.38826736432469,7881
Okay Bear #7091,0.1265,0.0606,0.2305,0.0671,0.0155,0.6672,0.2698,0.0155,0.6672,0.20531428571428573,113.36969216922806,7882
Okay Bear #9255,0.1326,0.0456,0.2305,0.2023,0.0208,0.0438,0.2698,0.0208,0.2698,0.13505714285714285,113.3672737440035,7883
Okay Bear #4587,0.126,0.0196,0.2305,0.1309,0.1965,0.6672,0.0279,0.0196,0.6672,0.1998,113.36488368804046,7884
Okay Bear #4089,0.1326,0.1413,0.0797,0.0965,0.0178,0.6672,0.0551,0.0178,0.6672,0.17002857142857142,113.35576127505536,7885
Okay Bear #2142,0.1326,0.0456,0.0797,0.062,0.02,0.6672,0.2698,0.02,0.6672,0.18241428571428572,113.35263657297064,7886
Okay Bear #263,0.1187,0.0456,0.2305,0.0788,0.0286,0.6672,0.0339,0.0286,0.6672,0.1719,113.3455355148009,7887
Okay Bear #6129,0.1261,0.0606,0.1231,0.2023,0.0197,0.6672,0.0424,0.0197,0.6672,0.17734285714285716,113.3436228003766,7888
Okay Bear #2250,0.1187,0.144,0.2305,0.094,0.0193,0.6672,0.0337,0.0193,0.6672,0.18677142857142856,113.33159990849344,7889
Okay Bear #4783,0.1222,0.0259,0.2305,0.0507,0.1965,0.6672,0.0279,0.0259,0.6672,0.18870000000000003,113.28575872753905,7890
Okay Bear #590,0.1265,0.0201,0.0922,0.2023,0.1965,0.6672,0.0301,0.0201,0.6672,0.19070000000000004,113.25597368344404,7891
Okay Bear #4302,0.1326,0.0426,0.0302,0.062,0.1965,0.6672,0.0379,0.0302,0.6672,0.167,113.23035533080272,7892
Okay Bear #5252,0.1326,0.1413,0.2305,0.2023,0.0315,0.0407,0.0303,0.0303,0.2305,0.11560000000000001,113.21952413691267,7893
Okay Bear #3790,0.1326,0.0818,0.2305,0.1309,0.0227,0.6672,0.0279,0.0227,0.6672,0.18480000000000002,113.13818950523657,7894
Okay Bear #2990,0.1261,0.0495,0.2305,0.1309,0.1965,0.0409,0.023,0.023,0.2305,0.11391428571428573,113.12724566020235,7895
Okay Bear #8648,0.1227,0.1268,0.2305,0.0507,0.1965,0.0409,0.023,0.023,0.2305,0.11301428571428572,113.1158523974218,7896
Okay Bear #1743,0.1227,0.0641,0.0797,0.2023,0.015,0.6672,0.2698,0.015,0.6672,0.20297142857142858,113.11270529770168,7897
Okay Bear #4698,0.126,0.0818,0.0922,0.2023,0.0139,0.6672,0.2698,0.0139,0.6672,0.2076,113.098283752754,7898
Okay Bear #7124,0.1265,0.0606,0.2305,0.094,0.0251,0.6672,0.0309,0.0251,0.6672,0.17639999999999997,113.08537912756151,7899
Okay Bear #9264,0.1326,0.1413,0.1231,0.0454,0.0268,0.6672,0.0339,0.0268,0.6672,0.1671857142857143,113.0792863997685,7900
Okay Bear #2549,0.1252,0.1413,0.2305,0.062,0.0229,0.6672,0.0309,0.0229,0.6672,0.18285714285714283,113.06117111127826,7901
Okay Bear #1229,0.1187,0.0606,0.1231,0.0788,0.0161,0.6672,0.2698,0.0161,0.6672,0.1906142857142857,113.05713359767903,7902
Okay Bear #292,0.1187,0.144,0.0797,0.0671,0.0256,0.6672,0.0337,0.0256,0.6672,0.1622857142857143,113.05411683977503,7903
Okay Bear #3637,0.1265,0.1268,0.0797,0.0965,0.0383,0.6672,0.0214,0.0214,0.6672,0.1652,113.03875291084225,7904
Okay Bear #194,0.126,0.0641,0.0528,0.2023,0.0251,0.6672,0.0412,0.0251,0.6672,0.1683857142857143,113.03096270256994,7905
Okay Bear #9533,0.1227,0.1268,0.0271,0.0526,0.1965,0.6672,0.029,0.0271,0.6672,0.17455714285714286,113.01878853332582,7906
Okay Bear #8644,0.1261,0.1268,0.0797,0.2023,0.0193,0.6672,0.0379,0.0193,0.6672,0.1799,113.00435135823301,7907
Okay Bear #7282,0.1326,0.039,0.0426,0.2023,0.0315,0.6672,0.0551,0.0315,0.6672,0.16718571428571427,112.99348893851914,7908
Okay Bear #3874,0.126,0.0606,0.2305,0.0526,0.0268,0.6672,0.0379,0.0268,0.6672,0.17165714285714287,112.98541780901698,7909
Okay Bear #4671,0.1227,0.1268,0.2305,0.062,0.0383,0.0374,0.0424,0.0374,0.2305,0.09430000000000001,112.93635578265318,7910
Okay Bear #3548,0.1222,0.1268,0.2305,0.0671,0.0193,0.6672,0.0412,0.0193,0.6672,0.18204285714285715,112.89538296004848,7911
Okay Bear #8855,0.126,0.0259,0.1231,0.2023,0.0208,0.6672,0.2698,0.0208,0.6672,0.20501428571428573,112.89535038451994,7912
Okay Bear #7908,0.1222,0.1413,0.0233,0.0671,0.1965,0.6672,0.0301,0.0233,0.6672,0.17824285714285715,112.89248232913133,7913
Okay Bear #5041,0.1326,0.1413,0.2305,0.0965,0.0204,0.6672,0.0303,0.0204,0.6672,0.18839999999999998,112.84141719166328,7914
Okay Bear #8513,0.1252,0.0276,0.0922,0.0788,0.1965,0.6672,0.026,0.026,0.6672,0.17335714285714285,112.80484476496432,7915
Okay Bear #1128,0.1265,0.1413,0.2305,0.2023,0.012,0.6672,0.2698,0.012,0.6672,0.23565714285714287,112.80241121524249,7916
Okay Bear #6713,0.1326,0.144,0.022,0.0788,0.0286,0.6672,0.2698,0.022,0.6672,0.19185714285714286,112.80110850456582,7917
Okay Bear #8101,0.1261,0.144,0.1231,0.1309,0.013,0.6672,0.2698,0.013,0.6672,0.2105857142857143,112.76588191639705,7918
Okay Bear #8606,0.1326,0.144,0.0922,0.0965,0.0383,0.0407,0.0379,0.0379,0.144,0.08317142857142856,112.75951327833505,7919
Okay Bear #5299,0.1261,0.0606,0.1231,0.0965,0.0227,0.6672,0.0412,0.0227,0.6672,0.1624857142857143,112.74154448495688,7920
Okay Bear #3266,0.1326,0.0641,0.0922,0.2023,0.0256,0.6672,0.0301,0.0256,0.6672,0.17344285714285715,112.71513519292995,7921
Okay Bear #6912,0.1326,0.1413,0.0922,0.062,0.0383,0.6672,0.023,0.023,0.6672,0.16522857142857142,112.68036061090653,7922
Okay Bear #3097,0.1227,0.1268,0.1231,0.094,0.0268,0.6672,0.0256,0.0256,0.6672,0.1694571428571429,112.67290309691894,7923
Okay Bear #9473,0.126,0.0456,0.1231,0.2023,0.0155,0.6672,0.2698,0.0155,0.6672,0.20707142857142857,112.65434229121983,7924
Okay Bear #556,0.1222,0.144,0.0797,0.2023,0.0227,0.6672,0.029,0.0227,0.6672,0.18101428571428574,112.65237869112852,7925
Okay Bear #955,0.1265,0.0818,0.1231,0.0788,0.0315,0.6672,0.026,0.026,0.6672,0.16212857142857143,112.6502805600696,7926
Okay Bear #1117,0.1261,0.0641,0.1231,0.0671,0.1965,0.0374,0.0292,0.0292,0.1965,0.09192857142857143,112.63104642713839,7927
Okay Bear #1492,0.1227,0.144,0.1231,0.2023,0.0383,0.0183,0.2698,0.0183,0.2698,0.1312142857142857,112.62195281404784,7928
Okay Bear #2500,0.1252,0.0456,0.0922,0.031,0.1965,0.6672,0.0303,0.0303,0.6672,0.16971428571428573,112.61225632307114,7929
Okay Bear #3823,0.1187,0.0456,0.2305,0.094,0.1965,0.0171,0.2698,0.0171,0.2698,0.13888571428571428,112.60615696873957,7930
Okay Bear #1958,0.1261,0.0641,0.0528,0.0671,0.02,0.6672,0.2698,0.02,0.6672,0.18101428571428574,112.57861191824236,7931
Okay Bear #8853,0.1326,0.1413,0.0217,0.1309,0.1965,0.6672,0.0266,0.0217,0.6672,0.1881142857142857,112.52283212350875,7932
Okay Bear #305,0.1265,0.1268,0.2305,0.0788,0.0193,0.6672,0.0379,0.0193,0.6672,0.18385714285714286,112.51782053125632,7933
Okay Bear #8626,0.1261,0.1413,0.0797,0.0507,0.0268,0.6672,0.0379,0.0268,0.6672,0.1613857142857143,112.47573034096652,7934
Okay Bear #2055,0.1252,0.0456,0.2305,0.0341,0.0229,0.6672,0.2698,0.0229,0.6672,0.19932857142857144,112.45432545071567,7935
Okay Bear #7501,0.126,0.0818,0.0233,0.062,0.1965,0.0409,0.2698,0.0233,0.2698,0.11432857142857143,112.45431950193034,7936
Okay Bear #9795,0.1227,0.1413,0.0528,0.2023,0.0268,0.6672,0.029,0.0268,0.6672,0.17744285714285715,112.40464017252454,7937
Okay Bear #1430,0.1252,0.144,0.0528,0.062,0.0273,0.6672,0.0412,0.0273,0.6672,0.15995714285714285,112.40077333865067,7938
Okay Bear #4969,0.1252,0.1413,0.0797,0.1309,0.0139,0.6672,0.2698,0.0139,0.6672,0.204,112.39852835346692,7939
Okay Bear #5961,0.1326,0.0456,0.2305,0.0341,0.0227,0.6672,0.2698,0.0227,0.6672,0.20035714285714287,112.39332429852574,7940
Okay Bear #2690,0.126,0.1413,0.0922,0.0199,0.1965,0.6672,0.0337,0.0199,0.6672,0.18240000000000003,112.37234202568987,7941
Okay Bear #288,0.1222,0.144,0.0426,0.0788,0.0383,0.032,0.2698,0.032,0.2698,0.10395714285714286,112.35839402985424,7942
Okay Bear #5896,0.1326,0.0641,0.0797,0.094,0.1965,0.032,0.0337,0.032,0.1965,0.09037142857142856,112.34010049854983,7943
Okay Bear #426,0.1252,0.0259,0.0922,0.094,0.1965,0.0282,0.2698,0.0259,0.2698,0.11882857142857144,112.33804456809912,7944
Okay Bear #7002,0.1227,0.1268,0.0528,0.1309,0.0155,0.6672,0.2698,0.0155,0.6672,0.1979571428571429,112.3365871380896,7945
Okay Bear #3129,0.1222,0.1268,0.0922,0.094,0.0383,0.6672,0.0212,0.0212,0.6672,0.16598571428571432,112.33229909843267,7946
Okay Bear #3895,0.1227,0.1413,0.2305,0.094,0.013,0.6672,0.2698,0.013,0.6672,0.21978571428571428,112.33211985552823,7947
Okay Bear #8421,0.1265,0.0606,0.0922,0.1309,0.0229,0.6672,0.0412,0.0229,0.6672,0.16307142857142856,112.33096278404749,7948
Okay Bear #2634,0.1227,0.0201,0.2305,0.1309,0.1965,0.6672,0.0279,0.0201,0.6672,0.19940000000000002,112.30917061956549,7949
Okay Bear #8729,0.126,0.144,0.0922,0.2023,0.0383,0.032,0.0412,0.032,0.2023,0.09657142857142857,112.30159833245577,7950
Okay Bear #2270,0.1222,0.0606,0.0302,0.0671,0.1965,0.6672,0.0303,0.0302,0.6672,0.16772857142857145,112.29182847278659,7951
Okay Bear #4238,0.1261,0.1413,0.0922,0.0788,0.022,0.0407,0.2698,0.022,0.2698,0.11012857142857142,112.27471651186431,7952
Okay Bear #717,0.1252,0.1268,0.1231,0.031,0.0275,0.6672,0.0551,0.0275,0.6672,0.16512857142857143,112.26645479228239,7953
Okay Bear #9558,0.126,0.1268,0.1231,0.1309,0.0202,0.6672,0.0337,0.0202,0.6672,0.17541428571428572,112.26318147868766,7954
Okay Bear #9599,0.1252,0.1413,0.0426,0.0526,0.0202,0.6672,0.2698,0.0202,0.6672,0.18841428571428573,112.26014720617708,7955
Okay Bear #786,0.1326,0.0818,0.2305,0.031,0.0357,0.6672,0.0379,0.031,0.6672,0.1738142857142857,112.25810603050599,7956
Okay Bear #9853,0.1187,0.1413,0.0922,0.094,0.1965,0.0269,0.0303,0.0269,0.1965,0.0999857142857143,112.25310556756376,7957
