,Unnamed: 0,name,Background,Body,Eyes,Face,Hat,Outfit,trait_0_rarity,trait_2_rarity,trait_3_rarity,trait_4_rarity,trait_5_rarity,trait_1_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
1720,1720,Trippin' Ape Tribe #6946,Orange Flower,Marble,Wired,Balloon Blue,Apesolem,Suspenders,1.32,10.78,7.17,2.76,2.01,3.89,1721,2.2017428188620473e-09,1.32,4.655,6,DcSPM7SE9EPmvU8GfsnV65f9QWjf8xyYTG89YmC4ZQyx,22.425306
2701,2701,Trippin' Ape Tribe #5755,Cotton Candy,Blue Tryptamine,Radioactive,Pizza,Beanie,Varsity,4.73,10.68,1.91,1.63,8.93,2.87,2702,4.030757963678292e-09,1.63,5.125,6,AMxtg2oFdh4U91vSDDnxmfM6ZMdgGociHB666ZBuR7E,22.424292
1327,1327,Trippin' Ape Tribe #4629,Purple Swirl,Infrared Trypophobia,Fire,Shout,Beanie,Scarf,2.39,3.39,1.7000000000000002,7.91,8.93,1.71,1328,1.6636829786306102e-09,1.7000000000000002,4.338333333333334,6,9D3t62Yq8UGpHYFrxxGNFTt3iPPGaCU8u6d6azqTSYos,22.419058
1408,1408,Trippin' Ape Tribe #8561,Lilac,Blue Paranoia,Orange Hypno,Shroom,Mohawk,Varsity,6.43,3.5700000000000003,2.54,1.69,6.29,2.87,1409,1.7788206090361978e-09,1.69,3.898333333333333,6,47xsDzxBaqPmiNLGH8YnZAeq1Bz4QjV7kijFp5FmTm3g,22.418806
1489,1489,Trippin' Ape Tribe #2218,Shroom,Marble,Alert Blue,Rainbow Vomit,Apesolem,Tribal,1.99,10.78,8.27,0.8999999999999999,2.01,5.87,1490,1.88388338093802e-09,0.8999999999999999,4.97,6,EvcgAKR5X95jN8dhvxXnmUfRK8uYFPhNNiCqWJyi17Bk,22.416887
2769,2769,Trippin' Ape Tribe #7631,Green Flower,Drippy Pink,Sus,Balloon Purple,Beanie,Kimono,1.34,8.06,7.5,2.86,8.93,2.02,2770,4.178976847188001e-09,1.34,5.118333333333333,6,GmWZ5UCfFV6hpiK85mPohDMdBkGsaeYgaY6Yp3R4pdNn,22.412842
1477,1477,Trippin' Ape Tribe #4738,Purple Swirl,Purple Paranoia,3D Glasses,Balloon Blue,Banana Split,Purple Tank,2.39,3.98,3.7,2.76,3.3300000000000005,5.7700000000000005,1478,1.8664305129482406e-09,2.39,3.655,6,8tZL6ZWFbSfqj9i7arEkQRE1krAQD5WKegWFLxRH93SR,22.412777
2489,2489,Trippin' Ape Tribe #2780,Magenta Swirl,Purple Tryptamine,Alert Red,Solana Quiet,Octopus,Bat Country,2.74,10.91,7.79,1.47,3.66,2.89,2490,3.620837495665907e-09,1.47,4.909999999999998,6,3CE9k2N8v3nYbPhn3Dps7biRmnDZpcg7gfKoBz1KcwCe,22.41214
8506,8506,Trippin' Ape Tribe #7602,Watercolor,Blue Tryptamine,Wired,Ten Strip,Beanie,I _3 Chorles,4.47,10.68,7.17,1.98,8.93,9.71,8507,5.876703918676723e-08,1.98,7.156666666666666,6,fktFPFTz7ewLApDWqrZ6ErKcebhHSF29WyHQVSJ5cpK,22.404947
3912,3912,Trippin' Ape Tribe #2871,Red Circles,Feathers,Rainbow Shades,Gold Grill,,Mad Hatter,2.0500000000000003,2.27,5.09,5.94,9.26,5.47,3913,7.126597949979421e-09,2.0500000000000003,5.013333333333334,5,1321aVVqF3xijc56tgKp9Ht6cVGp36AbAcgQNMZLTTzT,22.4034
1433,1433,Trippin' Ape Tribe #3222,Green Shroom,Drippy Radioactive,Scuba Glasses,Gold Grill,Valhalla Helm,Mad Hatter,1.9,2.6100000000000003,1.9,5.94,5.92,5.47,1434,1.8123546535776e-09,1.9,3.9566666666666666,6,2yPeKeeXHN74DH9UWuheihFsF27ktjKWc5EN9zAo5LtV,22.403156
4089,4089,Trippin' Ape Tribe #3684,Sky Blue,Drippy Pink,420 Glasses,Eyeball,Mad Hatter,Scarf,6.19,8.06,5.36,7.689999999999999,2.19,1.71,4090,7.701175943823023e-09,1.71,5.2,6,2VKp6u6hDjyFAphPVDXCZxyMkdSiVRSJGn89314NVo76,22.399439
1661,1661,Trippin' Ape Tribe #7626,Purple,Feathers,Stoned,Cig,Mad Hatter,Brown Robe,6.260000000000002,2.27,3.2,6.21,2.19,3.44,1662,2.1273763471718404e-09,2.19,3.928333333333333,6,fsJX9JejZEkipHMKCQ7AWhHazUjE6zqMkRe7oLWmGGC,22.398031
2429,2429,Trippin' Ape Tribe #2092,Beige,XRay,Alert Blue,XRay Quiet,,Tribal,6.36,1.51,8.27,0.8099999999999999,9.26,5.87,2430,3.496823235780984e-09,0.8099999999999999,5.346666666666667,5,AGL2d3RtoAZHZUxB6NposuSqvXjprYq74BuvB92TFAg,22.39356
2157,2157,Trippin' Ape Tribe #3604,Lilac,XRay,Wired,XRay Shout,Mohawk,I _3 Chorles,6.43,1.51,7.17,0.7000000000000001,6.29,9.71,2158,2.976288259831529e-09,0.7000000000000001,5.301666666666667,6,EYMCtoco3aoSXpFAhRBGUsCxJfWcgR3yV98PxU2ge6Xw,22.390734
1854,1854,Trippin' Ape Tribe #2086,Orange Flower,Fig,Alert Blue,Solana Quiet,White Bucket,I _3 Chorles,1.32,2.08,8.27,1.47,7.46,9.71,1855,2.417787722173824e-09,1.32,5.051666666666667,6,7WEoKKrg6CyoSzYRQbi3ZKD13wZLFKTEXMAWPYhD4oGC,22.390104
3170,3170,Trippin' Ape Tribe #2721,Lime,Gummy,Sus,Balloon Purple,Paisley Cowboy,Butterflies,6.16,3.63,7.5,2.86,5.8500000000000005,1.83,3171,5.134777027380001e-09,1.83,4.638333333333333,6,EaSnUhr8bNaxwrDnRFLjixVQuG89xni9gPEopCm1uv9i,22.386316
1378,1378,Trippin' Ape Tribe #7139,Dark Shroom,Marble,Pop Out,Balloon Blue,Paisley Cowboy,Scarf,2.48,10.78,2.36,2.76,5.8500000000000005,1.71,1379,1.7419813585574403e-09,1.71,4.323333333333333,6,E1oT5YQr41fUxiHYjYLnFoB9adAijd1JSXvD9nggSPJ8,22.385666
2369,2369,Trippin' Ape Tribe #7004,Lava Green,Blue Tryptamine,Holy F_k,Diamond Grill,Mind Blown,Suspenders,2.68,10.68,3.32,1.98,4.61,3.89,2370,3.3741147423202566e-09,1.98,4.526666666666666,6,4xvhP6MZnLrgGxE6yTu8fc27ydM4AxUj1Cqv1uycpq8d,22.383955
1738,1738,Trippin' Ape Tribe #6026,Light,Phoenix,Holy F_k,Snarl,Apesolem,White Robe,5.09,2.44,3.32,7.93,2.01,3.39,1739,2.227997172355344e-09,2.01,4.03,6,D7C4S2YTPkv3pjafKyrDod8hhZasfQv72811Re3XWLEZ,22.382544
2783,2783,Trippin' Ape Tribe #8444,Lava Green,Marble,Spaced Out,Ten Strip,Apesolem,Tux Shirt,2.68,10.78,7.1099999999999985,1.98,2.01,5.15,2784,4.210092446701679e-09,1.98,4.951666666666667,6,Av3xkirXEK4H5DyvxTpS3GJxQR81dRKk7eFDTTEnF78q,22.375168
2967,2967,Trippin' Ape Tribe #7564,Purple Swirl,Purple Paranoia,3D Glasses,Quiet,Headband,Kimono,2.39,3.98,3.7,9.86,6.619999999999999,2.02,2968,4.640544812740959e-09,2.02,4.761666666666667,6,BiE5n9szojM4ud1gu9Dd15HqWJu3RxBUwpb9zCZUTBJw,22.374266
1310,1310,Trippin' Ape Tribe #5314,Light,Skelly,Rainbow Bliss,Skull Shout,Paisley Cowboy,Purple Tank,5.09,1.93,6.4,0.77,5.8500000000000005,5.7700000000000005,1311,1.6340956343712001e-09,0.77,4.301666666666667,6,F1RoCqK44ERpcJCMYGdXn8t4KFt5vGkm74rZ5vSo6ba5,22.374222
2913,2913,Trippin' Ape Tribe #5645,Mandala,Blue Tryptamine,Holy F_k,Pipe,Fedora,Tribal,0.58,10.68,3.32,5.79,6.45,5.87,2914,4.50830935900368e-09,0.58,5.448333333333332,6,CrE7PN3FHbSBR82zb3pVMn6yh9X4jYHvmUcNRxCGakgz,22.372078
5930,5930,Trippin' Ape Tribe #1889,Beige,OJ,Alert Red,Pipe,Valhalla Helm,I _3 Chorles,6.36,0.99,7.79,5.79,5.92,9.71,5931,1.6324852586251972e-08,0.99,6.093333333333334,6,2SMd1K6BgeWskN64xWqj6jWbne27pnD7hEkAsXU6s3CC,22.368631
3188,3188,Trippin' Ape Tribe #8441,Lime,Blue Tryptamine,Rainbow Shades,Pizza,Field Hat,Kimono,6.16,10.68,5.09,1.63,4.69,2.02,3189,5.171083656771647e-09,1.63,5.045,6,FGuhtBbZvW1uyKjobW6tQwQxkeiLgyqYMaxfCDz89qHM,22.368439
2867,2867,Trippin' Ape Tribe #115,Cloudy Orange,Infrared Trypophobia,3D Glasses,Snarl,Crown,TyeDye,4.46,3.39,3.7,7.93,1.77,5.6099999999999985,2868,4.404996786427378e-09,1.77,4.476666666666667,6,A6dMXzQzVd9vfPRaZVbySi7kQfygEh32NEojyFk3kXus,22.36756
953,953,Trippin' Ape Tribe #4425,Dark Shroom,Blue Paranoia,Stoned,Gold Grill,Solar System,Scarf,2.48,3.5700000000000003,3.2,5.94,3.94,1.71,954,1.13383185011712e-09,1.71,3.473333333333333,6,86YXPeBE2o24qYoRMog5uoyokFG4YfpzeQbjLW8JDRUW,22.366148
2346,2346,Trippin' Ape Tribe #815,Lime,Drippy Pink,Rainbow Madness,Solana Quiet,Third Eye,Tux Shirt,6.16,8.06,1.72,1.47,5.1400000000000015,5.15,2347,3.32301180154944e-09,1.47,4.616666666666667,6,Egdo2MQCzRBS8nF9Bs3p8EtFifMCbaWHL2kskLtVY8Us,22.361477
2009,2009,Trippin' Ape Tribe #1796,Green Shroom,Purple Tryptamine,Blue Hypno,Solana Quiet,Mind Blown,I _3 Chorles,1.9,10.91,1.97,1.47,4.61,9.71,2010,2.68708910308041e-09,1.47,5.095,6,GwRFLyimMUrnR2vuWviMqhFvoBE52LAd2Ez6mBa3iVfY,22.360493
3443,3443,Trippin' Ape Tribe #7448,Beige,Phoenix,Blue Shades,Diamond Grill,Mind Blown,Purple Tank,6.36,2.44,7.13,1.98,4.61,5.7700000000000005,3444,5.827447916417956e-09,1.98,4.715000000000002,6,GgT7Y4BV8pgXgDin3Vq2HUVjUxto6Bs8GyZiEJ9vNJYt,22.354546
1689,1689,Trippin' Ape Tribe #7076,Lava Purple,Marble,Pit Vipers,Rainbow Drool,Third Eye,I _3 Chorles,1.87,10.78,2.01,1.0699999999999998,5.1400000000000015,9.71,1690,2.1638270788475887e-09,1.0699999999999998,5.096666666666667,6,HSPdKpeLfZjyAqBjkaxLiC6GsyNnj52MK48qP4zvd7k1,22.343634
1481,1481,Trippin' Ape Tribe #6805,Magenta Swirl,Galaxy Trypophobia,Spaced Out,Balloon Purple,Headband,Scarf,2.74,2.97,7.1099999999999985,2.86,6.619999999999999,1.71,1482,1.8732543329831764e-09,1.71,4.001666666666666,6,4ZqSzJUgSD2aWBg1td7BnSDX9BRdPJs1hJ88st9u8aFB,22.342468
1869,1869,Trippin' Ape Tribe #6886,Light,Fig,420 Glasses,Cig,Apesolem,Hoodie,5.09,2.08,5.36,6.21,2.01,3.44,1870,2.4366435785902077e-09,2.01,4.031666666666666,6,Cj7nqYXV4soBcUbJGqUfj76YNy4ce6LrvybJbdSpVZSQ,22.342306
3947,3947,Trippin' Ape Tribe #8791,Watercolor,Purple Tryptamine,Spaced Out,Tats,Apesolem,Bat Country,4.47,10.91,7.1099999999999985,3.5900000000000003,2.01,2.89,3948,7.230864498158997e-09,2.01,5.163333333333333,6,6KWYoPZD8FGFneEr9DUgCDcbq9kMPhstndhFq8AGzDLn,22.341597
2508,2508,Trippin' Ape Tribe #458,Watercolor,Fig,Sus,Eyeball,Apesolem,White Robe,4.47,2.08,7.5,7.689999999999999,2.01,3.39,2509,3.653879467211999e-09,2.01,4.523333333333333,6,DbDNLYQud8ZyKoxux1dER6EWdXStidTubFsLyBmMC9t2,22.332375
3234,3234,Trippin' Ape Tribe #4137,Peach,Galaxy Trypophobia,Aviators,Quiet,Paisley Cowboy,Scarf,4.88,2.97,3.7,9.86,5.8500000000000005,1.71,3235,5.2894057963032005e-09,1.71,4.828333333333333,6,2CUyeNtxMNLWXqNrdT8xUUxL6dMRo2xtdoJYAEfzv2Cp,22.331408
4342,4342,Trippin' Ape Tribe #5248,Shroom,Swirls,Holy F_k,Quiet,Beanie,Kimono,1.99,7.26,3.32,9.86,8.93,2.02,4343,8.531148939839328e-09,1.99,5.563333333333333,6,8pFrXhgdFrnqhh1Nz9VgsrX9DTeUJyTPmR6BcQen548t,22.330898
1371,1371,Trippin' Ape Tribe #6106,Mulberry Shroom,Swirls,Electric,Quiet,Mind Blown,Coogi,1.37,7.26,1.04,9.86,4.61,3.68,1372,1.730279196332544e-09,1.04,4.636666666666667,6,HoVqHZxTqQxQTePoUMkXj9MCLw95tVeWSdF8N771bCdr,22.329401
2347,2347,Trippin' Ape Tribe #4113,Orange Shroom,Drippy Sol,Orange Hypno,Shout,Mohawk,Brown Robe,2.09,3.66,2.54,7.91,6.29,3.44,2348,3.325421188490016e-09,2.09,4.321666666666666,6,5kuMoGEtBATkYb3os8W672SpumVZHoTKH52BU6p9zuT4,22.327047
1804,1804,Trippin' Ape Tribe #2850,Pink Circles,Drippy Sol,Orange Hypno,Gold Grill,Third Eye,Bat Country,2.86,3.66,2.54,5.94,5.1400000000000015,2.89,1805,2.346001264560096e-09,2.54,3.838333333333333,6,3jCWLN97q1yaf4L8TCb8t6CsSYWaL9Q1JM8UZC4T96Ae,22.326397
1592,1592,Trippin' Ape Tribe #629,Mulberry Shroom,Drippy Sol,420 Glasses,Snarl,Banana Split,Varsity,1.37,3.66,5.36,7.93,3.3300000000000005,2.87,1593,2.036881481661936e-09,1.37,4.086666666666667,6,7bn9rsFviBxTu9FNhzkQt1uEgD2GtAE7ghxBDKMWL8My,22.326153
2483,2483,Trippin' Ape Tribe #3929,Dark Shroom,Purple Tryptamine,Blue Swirl,Balloon Red,White Bucket,Butterflies,2.48,10.91,3.45,2.82,7.46,1.83,2484,3.59363986237296e-09,1.83,4.825,6,8ePSLRZBgH4cc1Q5fLjcgDAfTNna4ryyUi2j4J6So8sD,22.324383
2563,2563,Trippin' Ape Tribe #1957,Lava Purple,Phoenix,Alert Red,Fangs,Headband,Black Robe,1.87,2.44,7.79,5.67,6.619999999999999,2.81,2564,3.749007064444488e-09,1.87,4.533333333333334,6,5LcSLVS9A3E7AmLSFRVd31G7YcMKQ5vfXCaFCwUGkQEz,22.322657
3941,3941,Trippin' Ape Tribe #5768,Peach Flower,Diamond,Alert Blue,Gold Grill,White Bucket,Groovy Green,1.7000000000000002,1.81,8.27,5.94,7.46,6.4,3942,7.2166933580544024e-09,1.7000000000000002,5.263333333333333,6,EQTKpWmcYbAhcgV2nm5uBq2JZD6BFQMfBcv45Gsf8qji,22.321049
1955,1955,Trippin' Ape Tribe #4638,Red Tryptamine,Purple Tryptamine,Rainbow Bliss,Trippy Grill,Banana Split,Purple Tank,1.7399999999999998,10.91,6.4,1.11,3.3300000000000005,5.7700000000000005,1956,2.5911765119577604e-09,1.11,4.876666666666666,6,7NCZdKyY5XLceMTXycwYUm2vmAtrPJqr7XjuWh3jzo6S,22.320288
1611,1611,Trippin' Ape Tribe #7972,Red Circles,Feathers,Spaced Out,Balloon Red,Solar System,TyeDye,2.0500000000000003,2.27,7.1099999999999985,2.82,3.94,5.6099999999999985,1612,2.0623269182293804e-09,2.0500000000000003,3.9666666666666655,6,G397Ryi21maHZzEQbkDYkg6YQGuwmf7g2RGJPBqBMvxr,22.316814
4338,4338,Trippin' Ape Tribe #793,Lava Green,Diamond,Alert Blue,Fangs,Paisley Cowboy,Groovy Green,2.68,1.81,8.27,5.67,5.8500000000000005,6.4,4339,8.516041661836802e-09,1.81,5.113333333333333,6,ACYM7xoS4LguX5L8B6QRtFkVNWaqcF3Uiya3ntg2wau7,22.311348
2336,2336,Trippin' Ape Tribe #3037,Dark Shroom,Gummy,Sus,Rainbow Vomit,,Tribal,2.48,3.63,7.5,0.8999999999999999,9.26,5.87,2337,3.3030197204399997e-09,0.8999999999999999,4.94,5,Ba5fcMiMaKPTMzDHcvDjwUvLEMLnqduDqz48ynpmr49R,22.308569
2556,2556,Trippin' Ape Tribe #8496,Green Shroom,Gummy,Spaced Out,Acid Tab,Solar System,Brown Robe,1.9,3.63,7.1099999999999985,5.63,3.94,3.44,2557,3.741906107950559e-09,1.9,4.275,6,783t1y7TcbSsxXbbHuX2c8hNcrt9kZM7FgXNxDQk9o8A,22.307167
3519,3519,Trippin' Ape Tribe #1250,Purple Swirl,Purple Paranoia,Blue Shades,Ten Strip,Mind Blown,I _3 Chorles,2.39,3.98,7.13,1.98,4.61,9.71,3520,6.011126236202871e-09,1.98,4.966666666666667,6,9LqMDjp2mPHKbdjmWw1NkJvGTV8Q2yGNMPR838m89hi9,22.30713
2711,2711,Trippin' Ape Tribe #5307,Green Shroom,Swirls,Alert Blue,Eyeballs,Fedora,Paisley Suit,1.9,7.26,8.27,2.01,6.45,2.74,2712,4.0523044461173994e-09,1.9,4.7716666666666665,6,FrLYfGZCt8RpJ6fKGSuA7CokyVqNvCRyMNsC9824eXx7,22.304373
2418,2418,Trippin' Ape Tribe #6585,Watercolor,Blue Tryptamine,Fire,J,Valhalla Helm,Paisley Suit,4.47,10.68,1.7000000000000002,2.64,5.92,2.74,2419,3.475392772515841e-09,1.7000000000000002,4.691666666666666,6,Hg1nSjWgLMMFBDCEip5okThtBTXWQqAEZksGfRkDGdRM,22.30351
2045,2045,Trippin' Ape Tribe #6434,Orange Shroom,Blue Tryptamine,Orange Hypno,Solana Quiet,Valhalla Helm,TyeDye,2.09,10.68,2.54,1.47,5.92,5.6099999999999985,2046,2.7679176062334715e-09,1.47,4.718333333333333,6,4CfaCWqeDytWz2em1vxmETx9Wdxa5Rzxks8CpYgVAAwB,22.302826
5673,5673,Trippin' Ape Tribe #663,Beige,Marble,Alert Blue,Shroom,Beanie,Scarf,6.36,10.78,8.27,1.69,8.93,1.71,5674,1.4632403206933513e-08,1.69,6.29,6,C14VBruKA94DohuV3ZwQEU5EBnGEjS1U6ZXrHaJe8dBo,22.30127
1856,1856,Trippin' Ape Tribe #1491,Red Circles,Infrared Trypophobia,Rainbow Shades,Eyeballs,,Coogi,2.0500000000000003,3.39,5.09,2.01,9.26,3.68,1857,2.4228481970174407e-09,2.01,4.246666666666667,5,GwhLevx5WVbMMMTA84nToChERUeSgFrWRPAaCrddNB1r,22.300901
2022,2022,Trippin' Ape Tribe #5133,Sky Blue,Skelly,Alert Red,Skull Quiet,Shroom Cap,Groovy Blue,6.19,1.93,7.79,1.16,4.23,5.96,2023,2.721635944702704e-09,1.16,4.543333333333333,6,3mXzNneexMYZVzqbo89EGXbg3RywNNzNHKLRCTavxHuG,22.299576
1215,1215,Trippin' Ape Tribe #7155,Beige,Drippy Blue,Pit Vipers,Ten Strip Blue,Mind Blown,Hoodie,6.36,7.99,2.01,0.92,4.61,3.44,1216,1.4902088824177922e-09,0.92,4.221666666666667,6,23hQ7NyM7KETpEjG359WvSEo9NDaTZLrX1Zo9m2TjQgF,22.298985
2545,2545,Trippin' Ape Tribe #4647,Green Shroom,Drippy Sol,Alert Red,Face Melt,Mind Blown,TyeDye,1.9,3.66,7.79,2.66,4.61,5.6099999999999985,2546,3.7266410823087605e-09,1.9,4.371666666666666,6,EFTMBxbFve6ieCXBaApPu57ce5QVkXxuZSZpNsgMAAhn,22.298382
2125,2125,Trippin' Ape Tribe #913,Sunset,Purple Tryptamine,Pit Vipers,Ten Strip,Shroom Cap,Hoodie,4.61,10.91,2.01,1.98,4.23,3.44,2126,2.912632784485776e-09,1.98,4.53,6,26C5gD9LNCBY22X5tjwSr3o7b1nQe3Qi7CQoUiom8YeW,22.295853
1933,1933,Trippin' Ape Tribe #5413,Peach Flower,Blue Paranoia,Alert Blue,Ten Strip,Field Hat,Mad Hatter,1.7000000000000002,3.5700000000000003,8.27,1.98,4.69,5.47,1934,2.5494588488338197e-09,1.7000000000000002,4.28,6,CR1FshMk5Lys8oDuShdjWg1SA58VrJEX86BxvRtWPdj1,22.294651
3728,3728,Trippin' Ape Tribe #6400,Light,Blue Tryptamine,Rainbow Bliss,Balloon Red,Solar System,Scarf,5.09,10.68,6.4,2.82,3.94,1.71,3729,6.610136830986239e-09,1.71,5.1066666666666665,6,5GvvLGje5GCeXBoyfCEmedgnFrfxXhcJDPQc1UbpEFWs,22.292545
2195,2195,Trippin' Ape Tribe #1950,Mulberry Shroom,Gold,Wired,Pipe,Third Eye,Tux Shirt,1.37,2.03,7.17,5.79,5.1400000000000015,5.15,2196,3.0562204156728303e-09,1.37,4.441666666666666,6,CsVhTVrP8FXBtr5v32z128weihYeFoLuccRrSPZk6QYK,22.287254
2428,2428,Trippin' Ape Tribe #3957,Watercolor,Drippy Blue,Scuba Glasses,Eyeball,Octopus,Butterflies,4.47,7.99,1.9,7.689999999999999,3.66,1.83,2429,3.4951548238637394e-09,1.83,4.59,6,A3hrR4wGCRTasosPf56NFgWqPLNpjYfvMf9w4x5TCfFw,22.287182
1897,1897,Trippin' Ape Tribe #2880,Mandala,Drippy Pink,3D Glasses,Cig,Shroom Cap,Mad Hatter,0.58,8.06,3.7,6.21,4.23,5.47,1898,2.48532994947276e-09,0.58,4.708333333333333,6,3XZbjADuMDZQBfLsZ99qRdehxc8EZ98BHJohHccqWwCm,22.28213
2089,2089,Trippin' Ape Tribe #4622,Dark Shroom,Infrared Trypophobia,Alert Red,Solana Quiet,Mind Blown,Groovy Green,2.48,3.39,7.79,1.47,4.61,6.4,2090,2.840449489597441e-09,1.47,4.3566666666666665,6,91FMhW5zNXoGeJWL5gPHh4P9eaVbHTPM1uMhExsLyN2P,22.280457
4781,4781,Trippin' Ape Tribe #3383,Sky Blue,Phoenix,Sus,Fangs,,Scarf,6.19,2.44,7.5,5.67,9.26,1.71,4782,1.0170256230414002e-08,1.71,5.461666666666666,5,DotKuDePZLvUM8oHXqJDCPfLRCGHvxq7FnTGNuhpYvWy,22.279728
866,866,Trippin' Ape Tribe #5140,Watercolor,Purple Tryptamine,Orange Slices,Rainbow Drool,White Bucket,Brown Robe,4.47,10.91,0.75,1.0699999999999998,7.46,3.44,867,1.0043257201452e-09,0.75,4.683333333333334,6,D55mFRJoCdXjtCjTzVUXbE9AYctFrp1pcvsJFj6Wshem,22.275679
1537,1537,Trippin' Ape Tribe #1253,Blue Tryptamine,Drippy Pink,Aviators,Eyeballs,Field Hat,Coogi,1.89,8.06,3.7,2.01,4.69,3.68,1538,1.95530850287136e-09,1.89,4.005,6,5DZhbVfJcBn8sQSv2Cci8QCoASUHx9W9WqqUf2WJG5RD,22.273535
2743,2743,Trippin' Ape Tribe #2196,Green Shroom,Marble,Rainbow Bliss,Solana Quiet,Banana Split,Groovy Green,1.9,10.78,6.4,1.47,3.3300000000000005,6.4,2744,4.106708508672002e-09,1.47,5.046666666666667,6,AqTKm6kbkHMPNH9Yhg5RpZgakvF2NNBwrgqgXx5cG4Ft,22.27347
1513,1513,Trippin' Ape Tribe #302,Peach,DMTree,Rainbow Madness,Snarl,Solar System,Suspenders,4.88,1.88,1.72,7.93,3.94,3.89,1514,1.9178963323619838e-09,1.72,4.04,6,ZmwxF19RGP9YRbFvi6bsyCf3i27ydkUy9vQgZ1r5UAv,22.271946
5056,5056,Trippin' Ape Tribe #6348,Red Circles,Marble,420 Glasses,Ten Strip,Cap,Groovy Green,2.0500000000000003,10.78,5.36,1.98,7.55,6.4,5057,1.1332599151104005e-08,1.98,5.686666666666667,6,F51bWs85we7UScm1jEkgM1ccLwnkp3kjQ51wgaWtcjQB,22.264269
2183,2183,Trippin' Ape Tribe #8491,Beige,DMTree,Orange Hypno,Quiet,Valhalla Helm,Scarf,6.36,1.88,2.54,9.86,5.92,1.71,2184,3.031401167852544e-09,1.71,4.711666666666666,6,BmMKVcwp5m59xQSxNjXF4f1UQGWUN6HJspjxtdVpNoGQ,22.263018
2310,2310,Trippin' Ape Tribe #1209,Shroom,Swirls,Laser Eyes,Fangs,Cap,TyeDye,1.99,7.26,0.94,5.67,7.55,5.6099999999999985,2311,3.26144772886086e-09,0.94,4.836666666666666,6,8bzEQzXM1nsHQ2ZVmXSR4XLcEAQwcTbiMMg4FWGr4GrE,22.261635
1532,1532,Trippin' Ape Tribe #6304,Magenta Swirl,Drippy Pink,Fire,Tats,Third Eye,Black Robe,2.74,8.06,1.7000000000000002,3.5900000000000003,5.1400000000000015,2.81,1533,1.9466972415248806e-09,1.7000000000000002,4.006666666666667,6,43Yr1KYVjCGgNndVoGvxXXwVt7SJz2ppZT3E4XE6EMyU,22.259436
4705,4705,Trippin' Ape Tribe #7317,Cotton Candy,Gummy,Blue Shades,Shout,Crown,Purple Tank,4.73,3.63,7.13,7.91,1.77,5.7700000000000005,4706,9.889694101842093e-09,1.77,5.156666666666667,6,HVrhSTxfm6xGC85eJPjQ4jtVJmmPBd23YxJQ2jgKoUPv,22.25822
2770,2770,Trippin' Ape Tribe #8747,Cloudy Orange,Phoenix,Rainbow Shades,Gold Grill,Mohawk,Kimono,4.46,2.44,5.09,5.94,6.29,2.02,2771,4.180525985272032e-09,2.02,4.373333333333334,6,DQcmQbBRhGWx8WwHcYAdNh6LJtK7azLWoHAabsvCar6J,22.254992
1491,1491,Trippin' Ape Tribe #3017,Purple Swirl,Drippy Pink,Electric,Gold Grill,Mind Blown,Hoodie,2.39,8.06,1.04,5.94,4.61,3.44,1492,1.8871746537346564e-09,1.04,4.246666666666667,6,DzSTAMuGFHJz3K5oXTBdRomuX156fngt8xUE7Tw1fBAX,22.25422
1197,1197,Trippin' Ape Tribe #2798,Watercolor,DMTree,Blue Shades,Balloon Purple,Field Hat,Butterflies,4.47,1.88,7.13,2.86,4.69,1.83,1198,1.470770355750696e-09,1.83,3.8099999999999987,6,EMJB7D5j5UPfA8Mv9nrpMsBFUxDqJQcB77KNC6RSKvD9,22.253521
1632,1632,Trippin' Ape Tribe #5890,Lava Green,Inferno Trypophobia,Holy F_k,Acid Tab,Mind Blown,Coogi,2.68,2.46,3.32,5.63,4.61,3.68,1633,2.0905719728471044e-09,2.46,3.73,6,3EJ8FPpXv4aggqEgJotfxe615tDW4wiUXS8BfKkr4W4k,22.250616
5088,5088,Trippin' Ape Tribe #205,Purple,Drippy Radioactive,Wired,Shout,Octopus,White Robe,6.260000000000002,2.6100000000000003,7.17,7.91,3.66,3.39,5089,1.1497178215108911e-08,2.6100000000000003,5.166666666666667,6,12Lfdh2zwuC94efPQ2CnG8JaFVbNN3LswJHJYaVsh4Va,22.24427
2298,2298,Trippin' Ape Tribe #3721,Lime,Drippy Blue,Blue Hypno,Solana Quiet,Headband,Brown Robe,6.16,7.99,1.97,1.47,6.619999999999999,3.44,2299,3.2458428134119678e-09,1.47,4.608333333333333,6,3SAReobHzm2MDigNdD4Gx2PCPnwh61w1JkpUk2YByy3J,22.243063
5475,5475,Trippin' Ape Tribe #208,Magenta Swirl,Marble,Spaced Out,Ten Strip,Banana Split,I _3 Chorles,2.74,10.78,7.1099999999999985,1.98,3.3300000000000005,9.71,5476,1.3445209636007693e-08,1.98,5.941666666666667,6,CXVogDztQyYbkg4zVGH5NuNSWmNtgZz8dH53kEJwC6pb,22.237455
1914,1914,Trippin' Ape Tribe #5061,Cotton Candy,Diamond,Blue Swirl,Face Melt,Paisley Cowboy,Mad Hatter,4.73,1.81,3.45,2.66,5.8500000000000005,5.47,1915,2.5141063196749506e-09,1.81,3.995,6,AoRQxd82UfLaXkWbY3ZNGeN4AZpFSxMRspEiH6JtYyBm,22.236713
