,Unnamed: 0,name,Background,Body,Eyes,Face,Hat,Outfit,trait_0_rarity,trait_2_rarity,trait_3_rarity,trait_4_rarity,trait_5_rarity,trait_1_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
5108,5108,Trippin' Ape Tribe #5675,Lava Purple,Blue Tryptamine,Holy F_k,Eyeball,Headband,Hoodie,1.87,10.68,3.32,7.689999999999999,6.619999999999999,3.44,5109,1.1611644063216384e-08,1.87,5.6033333333333335,6,AE8PUmE5XV2FuMWTwnJjPEDxPqYhfLjfWpXcmsjVSStH,19.122532
3659,3659,Trippin' Ape Tribe #480,Lava Purple,Infrared Trypophobia,3D Glasses,Cig,White Bucket,Tribal,1.87,3.39,3.7,6.21,7.46,5.87,3660,6.378397159838221e-09,1.87,4.75,6,5fK4PzxSUPC16Foa956GtjTFaKHNS4mgbq5QBV16SETT,19.121515
5697,5697,Trippin' Ape Tribe #7219,Red Tryptamine,Marble,3D Glasses,Cig,Paisley Cowboy,Tribal,1.7399999999999998,10.78,3.7,6.21,5.8500000000000005,5.87,5698,1.4799781400203802e-08,1.7399999999999998,5.691666666666666,6,3taD5aURS9KjojvtBHU4kQz6JqZB3xN8ryipmtVJFaKy,19.120087
6161,6161,Trippin' Ape Tribe #5233,Watercolor,Drippy Pink,Rainbow Bliss,Tats,Valhalla Helm,Coogi,4.47,8.06,6.4,3.5900000000000003,5.92,3.68,6162,1.8033769437265923e-08,3.5900000000000003,5.3533333333333335,6,4NBhAw4bELakePxbgEmqWjZVgxFfofo9cqkWoFqEkNxV,19.118267
7403,7403,Trippin' Ape Tribe #9723,Beige,Swirls,Wired,Balloon Purple,Mohawk,Blue Tank,6.36,7.26,7.17,2.86,6.29,5.3900000000000015,7404,3.2100983306984594e-08,2.86,5.888333333333333,6,4oNyYQLuGMFjAHzf9L9cCya1Eqq2A6DXNENLT4veNzcL,19.11826
2500,2500,Trippin' Ape Tribe #6459,Watercolor,Feathers,420 Glasses,Acid Tab,Shroom Cap,Black Robe,4.47,2.27,5.36,5.63,4.23,2.81,2501,3.639596612532696e-09,2.27,4.128333333333333,6,65YmMyZCxso1kyGgXvr4GvqNxykSMTAsCBFZn8codAfv,19.117964
4519,4519,Trippin' Ape Tribe #6858,Mint,Marble,Blue Hypno,Acid Tab,Paisley Cowboy,Birthday Suit,4.07,10.78,1.97,5.63,5.8500000000000005,3.24,4520,9.22334953664124e-09,1.97,5.256666666666667,6,J2z7S2MWXbnWvB3M6qNkAArrDNx541gaFZ1qQJNoueAZ,19.11754
4845,4845,Trippin' Ape Tribe #357,Orange Flower,Blue Tryptamine,420 Glasses,Snarl,Third Eye,White Robe,1.32,10.68,5.36,7.93,5.1400000000000015,3.39,4846,1.0441093336996608e-08,1.32,5.636666666666668,6,9GKF7Jrg7GsUapjAQuP9dqBTWBqa3quxtdgcNVbxwFhE,19.116844
6019,6019,Trippin' Ape Tribe #7592,Light,Purple Tryptamine,Stoned,Pipe,Cap,Patchwork Denim,5.09,10.91,3.2,5.79,7.55,2.19,6020,1.7012265091790402e-08,2.19,5.788333333333334,6,EAXbTpTjuPLnVR5wVQGUVaun89gZ4394Qhn4wvrWET6r,19.116207
2989,2989,Trippin' Ape Tribe #1064,Lilac,Blue Tryptamine,Blue Hypno,Balloon Blue,Octopus,Brown Robe,6.43,10.68,1.97,2.76,3.66,3.44,2990,4.701073721824512e-09,1.97,4.823333333333333,6,5gQNU65jxPB5w7wUZ7xv1nZHnnvP4b8fKfC8EwchFTcJ,19.115246
3935,3935,Trippin' Ape Tribe #5396,Peach Flower,Purple Tryptamine,Blue Swirl,Balloon Blue,Cap,Blue Tank,1.7000000000000002,10.91,3.45,2.76,7.55,5.3900000000000015,3936,7.186833208863e-09,1.7000000000000002,5.293333333333334,6,GTmXwM3aeJswtdBbWR4pbV69FwCH2AQgq4NM1TtHbtHy,19.114527
4822,4822,Trippin' Ape Tribe #258,Light,Purple Tryptamine,Blue Swirl,Face Melt,Solar System,Tux Shirt,5.09,10.91,3.45,2.66,3.94,5.15,4823,1.03406232536733e-08,2.66,5.2,6,7Pb3V5wTk1o2vMpoFFQBHJgcrGom11jgHyphhXXzk5F6,19.114393
4329,4329,Trippin' Ape Tribe #3659,Pink Circles,Drippy Sol,Rainbow Bliss,Pipe,Fedora,White Robe,2.86,3.66,6.4,5.79,6.45,3.39,4330,8.481351629836801e-09,2.86,4.758333333333334,6,BdGyxAE9qH8RQP5bWYSQAJxRiink9PKfseqgTDFLyK6N,19.113426
8454,8454,Trippin' Ape Tribe #2178,Pink Circles,Purple Tryptamine,3D Glasses,Fangs,Beanie,I _3 Chorles,2.86,10.91,3.7,5.67,8.93,9.71,8455,5.676050561943762e-08,2.86,6.963333333333334,6,EaoJ4MAbdFTLhGDtb1u8vJsKL9e6mfVpE56nAwAvBv4D,19.113382
5341,5341,Trippin' Ape Tribe #3955,Sunset,Drippy Blue,3D Glasses,Pizza,Valhalla Helm,I _3 Chorles,4.61,7.99,3.7,1.63,5.92,9.71,5342,1.2769619886534882e-08,1.63,5.593333333333334,6,9du75t9uv7H3QJtkrM11RQxBbyM7wZGPvxhsn52J1p2U,19.113256
5280,5280,Trippin' Ape Tribe #463,Lime,Marble,Alert Blue,Diamond Grill,Banana Split,Hoodie,6.16,10.78,8.27,1.98,3.3300000000000005,3.44,5281,1.245583506661402e-08,1.98,5.66,6,DmC8FQZPfQYFKsWK3vyKRmhbhqS6wMrJzNouT9xa6Xtw,19.112896
8619,8619,Trippin' Ape Tribe #5113,Lilac,Blue Tryptamine,Pop Out,Snarl,Beanie,Mad Hatter,6.43,10.68,2.36,7.93,8.93,5.47,8620,6.277781575808059e-08,2.36,6.966666666666666,6,2etAdbdJVmNqiiKtzHbQJFLs8CFFPdHnSNxSSTXLuDgL,19.112251
6237,6237,Trippin' Ape Tribe #5728,Lilac,Blue Tryptamine,420 Glasses,Ten Strip,Beanie,Varsity,6.43,10.68,5.36,1.98,8.93,2.87,6238,1.867865330363156e-08,1.98,6.041666666666668,6,TbP495AR8voKJ5KuDZLuhjqLCciJHAdsAde8Mw6DiAb,19.112226
3754,3754,Trippin' Ape Tribe #3576,Cloudy Orange,Infrared Trypophobia,Aviators,Gold Grill,Valhalla Helm,White Robe,4.46,3.39,3.7,5.94,5.92,3.39,3755,6.6687453031161605e-09,3.39,4.466666666666667,6,DfW9sq32VMSrWP28iXsS1tQVnSXMtzs4MvwsfgmrReta,19.11174
7697,7697,Trippin' Ape Tribe #9349,Cloudy Orange,Drippy Pink,420 Glasses,Snarl,Cap,Birthday Suit,4.46,8.06,5.36,7.93,7.55,3.24,7698,3.737660400691776e-08,3.24,6.1000000000000005,6,CbfefaqNPijW4XvMM9e71PUs3nzQo2N7qCPb86e4pTmG,19.111488
5441,5441,Trippin' Ape Tribe #3667,Lime,Drippy Pink,Spaced Out,Pizza,Valhalla Helm,Suspenders,6.16,8.06,7.1099999999999985,1.63,5.92,3.89,5442,1.3250866151787258e-08,1.63,5.461666666666666,6,5VY1w5avdKwWDVF27NzFkH17qxkCRESxhrYRBncqYcJD,19.111412
5335,5335,Trippin' Ape Tribe #2982,Mint,Drippy Blue,Pop Out,Snarl,White Bucket,Black Robe,4.07,7.99,2.36,7.93,7.46,2.81,5336,1.2757674760323066e-08,2.36,5.4366666666666665,6,4P8BgG5WnYP1HSKFsgKaR4rWFwDrgVUFz4Axu4c9XayV,19.110863
7605,7605,Trippin' Ape Tribe #6847,Sand,Blue Tryptamine,Wired,Acid Tab,Headband,Blue Tank,2.31,10.68,7.17,5.63,6.619999999999999,5.3900000000000015,7606,3.553509965583362e-08,2.31,6.3,6,EEikR51ZwwhC25p8TsyiWngPpbyqs2ToiusMLNgxd7VL,19.11073
7426,7426,Trippin' Ape Tribe #7742,Lilac,Drippy Blue,Blue Swirl,Quiet,Headband,Black Robe,6.43,7.99,3.45,9.86,6.619999999999999,2.81,7427,3.251008250015117e-08,2.81,6.1933333333333325,6,E12q671UPXu2mU5V6NKF8A9nWutUtoiwUd8mbGKG9YUw,19.110653
7911,7911,Trippin' Ape Tribe #9938,Mint,Drippy Pink,Alert Red,Fangs,Beanie,Birthday Suit,4.07,8.06,7.79,5.67,8.93,3.24,7912,4.192242888552919e-08,3.24,6.293333333333332,6,DAS5Cc7E7mTiXQ8x8adHMFQft2XhA4A4dRdTL5f5pqnM,19.110579
5537,5537,Trippin' Ape Tribe #8665,Lilac,Purple Paranoia,Pop Out,Fangs,Mohawk,Groovy Green,6.43,3.98,2.36,5.67,6.29,6.4,5538,1.3785411239470079e-08,2.36,5.1883333333333335,6,73HJzqVEHyMdyGmnJnE1D34pkqyfRWWQysg4j9q1RxZb,19.11057
2254,2254,Trippin' Ape Tribe #306,Shroom,Purple Paranoia,Stoned,Acid Tab,Solar System,TyeDye,1.99,3.98,3.2,5.63,3.94,5.6099999999999985,2255,3.15394128981888e-09,1.99,4.058333333333334,6,7EuAXsZEY9FYJF1Fg16z9k6VLYnDXUNqoUDWjdWkJLn8,19.110212
4292,4292,Trippin' Ape Tribe #5808,Pink Circles,Drippy Blue,Wired,Gold Grill,Solar System,Patchwork Denim,2.86,7.99,7.17,5.94,3.94,2.19,4293,8.397668944685591e-09,2.19,5.0150000000000015,6,7GEQkGm9HWZteibrANNNgs29P7e3wQZcUQCY1cKU5yZY,19.109991
5064,5064,Trippin' Ape Tribe #8019,Cloudy Orange,Blue Paranoia,Alert Red,J,Valhalla Helm,Tribal,4.46,3.5700000000000003,7.79,2.64,5.92,5.87,5065,1.137900445195853e-08,2.64,5.041666666666667,6,EfNPq2vzxAUG2NaSHF98aDmrQ5iQ4wRTHNWuanWH5eJ3,19.109314
6468,6468,Trippin' Ape Tribe #2906,Sand,Marble,Sus,Balloon Blue,White Bucket,Blue Tank,2.31,10.78,7.5,2.76,7.46,5.3900000000000015,6469,2.0726629244244004e-08,2.31,6.033333333333334,6,45ta1HHo7J9SroK1vmSg5P3kpdHJDsdA3A5dw7RDWCFn,19.108177
6304,6304,Trippin' Ape Tribe #7764,Lava Purple,Swirls,Sus,Gold Grill,,Hoodie,1.87,7.26,7.5,5.94,9.26,3.44,6305,1.9266168970224e-08,1.87,5.878333333333334,5,6omd98uasndwM98ctr1Cejgv4wUaMHLTynnTDvYKjCYu,19.107937
3953,3953,Trippin' Ape Tribe #6449,Orange Shroom,Drippy Pink,Rainbow Shades,Eyeball,Apesolem,Mad Hatter,2.09,8.06,5.09,7.689999999999999,2.01,5.47,3954,7.249513013783898e-09,2.01,5.0683333333333325,6,7QqfKTS8FCqJiWuPjRYTSg8V6ve5Wz9JhkF6JCpXKN8g,19.1079
7872,7872,Trippin' Ape Tribe #6102,Lime,Swirls,Alert Blue,Quiet,Third Eye,Patchwork Denim,6.16,7.26,8.27,9.86,5.1400000000000015,2.19,7873,4.104941678410003e-08,2.19,6.48,6,HwZgfQkx4ryXy6M9AE4P8avWJrwAYJhztKddMSQ3sFoc,19.107882
8386,8386,Trippin' Ape Tribe #6141,Lime,Drippy Blue,Alert Red,Acid Tab,,Paisley Suit,6.16,7.99,7.79,5.63,9.26,2.74,8387,5.4769010349993645e-08,2.74,6.595,5,EDZhPZxQmLeYAgVFpRf978VitR75n5FGHwxUTX6Ju8kJ,19.107578
5538,5538,Trippin' Ape Tribe #7791,Dark Shroom,Marble,Spaced Out,Balloon Red,Headband,Suspenders,2.48,10.78,7.1099999999999985,2.82,6.619999999999999,3.89,5539,1.3803739076280383e-08,2.48,5.616666666666667,6,nDNEeW3n76ts1mDbG3SVacfGqfryaNf4p7VWR8dTgr5,19.10716
5116,5116,Trippin' Ape Tribe #2917,Purple Swirl,Feathers,3D Glasses,Snarl,Cap,I _3 Chorles,2.39,2.27,3.7,7.93,7.55,9.71,5117,1.166983864022665e-08,2.27,5.591666666666668,6,4iMqYwgKevvwwFJSgoBuWEDTRWNgKHJdGmoEPs3A1o14,19.106516
5105,5105,Trippin' Ape Tribe #6206,Sunset,Drippy Blue,Alert Red,Solana Quiet,Mind Blown,Groovy Blue,4.61,7.99,7.79,1.47,4.61,5.96,5106,1.1589099251071692e-08,1.47,5.405,6,6fa3JaPUFHXQs2ZdiQjSSq5mevtesHcbHePqjFJEAUQo,19.10625
4414,4414,Trippin' Ape Tribe #7955,Peach,Marble,Rainbow Shades,Trippy Grill,Third Eye,Purple Tank,4.88,10.78,5.09,1.11,5.1400000000000015,5.7700000000000005,4415,8.814917989039008e-09,1.11,5.461666666666666,6,2x6hGfJSqNFrV17aWQzuQdfKkTJRLbeHjbiECGkJsbqQ,19.105923
4567,4567,Trippin' Ape Tribe #5506,Lime,Drippy Radioactive,Stoned,Quiet,Fedora,Varsity,6.16,2.6100000000000003,3.2,9.86,6.45,2.87,4568,9.390521776204802e-09,2.6100000000000003,5.191666666666666,6,EmaJ1S6ZafBBGhJY7ZGZ96rSWirtnrm17NDEuUeJSoaj,19.105753
6901,6901,Trippin' Ape Tribe #4631,Lilac,Marble,Wired,Tats,Third Eye,Paisley Suit,6.43,10.78,7.17,3.5900000000000003,5.1400000000000015,2.74,6902,2.5127947721015834e-08,2.74,5.9750000000000005,6,6qLJ9nzwXejipf7AqdNTjAAkWomnZLGf5V8fg2jUuz4q,19.10562
3376,3376,Trippin' Ape Tribe #3254,Purple,Blue Tryptamine,3D Glasses,Shroom,Field Hat,Varsity,6.260000000000002,10.68,3.7,1.69,4.69,2.87,3377,5.627153394255119e-09,1.69,4.9816666666666665,6,4LqizysnXuRia1aizho9CQfPj5h3xoVeT93YhPQ5oHi3,19.105349
3242,3242,Trippin' Ape Tribe #4495,Watercolor,Infrared Trypophobia,420 Glasses,Acid Tab,Shroom Cap,Paisley Suit,4.47,3.39,5.36,5.63,4.23,2.74,3243,5.299944674490287e-09,2.74,4.303333333333334,6,2uwGpMQEwQotsNZ4JW654kw1vybiEAs2vDxnE1og8N8r,19.105165
7927,7927,Trippin' Ape Tribe #3866,Beige,Marble,Blue Shades,Gold Grill,Shroom Cap,Hoodie,6.36,10.78,7.13,5.94,4.23,3.44,7928,4.225232982606452e-08,3.44,6.313333333333333,6,GYCWfCWgDsUeYqwfdXvR1TgpAv4F2p1gvLHEpK3GYq3B,19.104977
3867,3867,Trippin' Ape Tribe #2277,Lime,Drippy Pink,Blue Swirl,Ten Strip Blue,Cap,Tribal,6.16,8.06,3.45,0.92,7.55,5.87,3868,6.984056261582402e-09,0.92,5.335,6,H3Xih6aiwBfj6mdCBVev8UMNjNjZGiy9VteberzuTYoq,19.104761
3117,3117,Trippin' Ape Tribe #3672,Watercolor,Drippy Blue,Stoned,Eyeballs,Octopus,Groovy Blue,4.47,7.99,3.2,2.01,3.66,5.96,3118,5.0110378522905606e-09,2.01,4.548333333333333,6,CaGfiKza8ZeLAA4zjMpceFTpdTjcUugTsEvYwsqNNsRZ,19.104116
2761,2761,Trippin' Ape Tribe #76,Lava Green,Drippy Blue,Wired,Rainbow Vomit,Paisley Cowboy,Tux Shirt,2.68,7.99,7.17,0.8999999999999999,5.8500000000000005,5.15,2762,4.1629992588990005e-09,0.8999999999999999,4.956666666666667,6,A3q9EmVxb3SsC22x5bcjYX814rQ1vB7GrurjPv6PEXuo,19.103909
4192,4192,Trippin' Ape Tribe #1652,Peach,Galaxy Trypophobia,3D Glasses,Cig,White Bucket,Birthday Suit,4.88,2.97,3.7,6.21,7.46,3.24,4193,8.049213246602881e-09,2.97,4.743333333333333,6,4iJ9yDZywMryHUkafyxmby9R8pcD6SV5Ra5EDNoVUjcr,19.102974
1921,1921,Trippin' Ape Tribe #3016,Lava Purple,Feathers,Aviators,Gold Grill,Mind Blown,Tribal,1.87,2.27,3.7,5.94,4.61,5.87,1922,2.5246121002205407e-09,1.87,4.043333333333334,6,Vt2bZ8bJA1d5qQ7nEYHEP1KGEnF1RfoqweVhTLo276B,19.1018
4606,4606,Trippin' Ape Tribe #8227,Green Shroom,Inferno Trypophobia,Rainbow Bliss,Quiet,Mohawk,Tux Shirt,1.9,2.46,6.4,9.86,6.29,5.15,4607,9.554401147775998e-09,1.9,5.343333333333333,6,G6QyjgbgqMwjsefsxEh596FA2NbFh3FXGr8jWoyEeL7m,19.101124
5526,5526,Trippin' Ape Tribe #6349,Light,Purple Paranoia,Alert Red,Shout,Apesolem,Mad Hatter,5.09,3.98,7.79,7.91,2.01,5.47,5527,1.3724552073380107e-08,2.01,5.375,6,86ZsBdySf5kV7e8Z7EbmaGjhd5c55zWxNgeUDuDSi1A1,19.100777
5819,5819,Trippin' Ape Tribe #2008,Red Circles,Drippy Pink,Rainbow Shades,Pipe,,Hoodie,2.0500000000000003,8.06,5.09,5.79,9.26,3.44,5820,1.5511531466140323e-08,2.0500000000000003,5.614999999999998,5,2bW7HMMDBPTdifiLCZ5ZZYhL7YY4NDpzKtJxT6k1kk6N,19.100544
3960,3960,Trippin' Ape Tribe #7841,Lava Green,Blue Paranoia,Blue Swirl,Snarl,Cap,Coogi,2.68,3.5700000000000003,3.45,7.93,7.55,3.68,3961,7.2726060489264024e-09,2.68,4.81,6,3mGTnFnre5ytxb7RdnWXypQobWb7s3SSvBDjsJ5AFcQW,19.10029
4500,4500,Trippin' Ape Tribe #657,Sand,Gold,Alert Blue,Eyeball,Beanie,Hoodie,2.31,2.03,8.27,7.689999999999999,8.93,3.44,4501,9.161145243301128e-09,2.03,5.4449999999999985,6,HA5dJRdwR36SuEmqapTkz1mjPbFfqsdx7bKYYjzzZuYD,19.100197
3563,3563,Trippin' Ape Tribe #1955,Orange Flower,Drippy Sol,Wired,Quiet,Mind Blown,Suspenders,1.32,3.66,7.17,9.86,4.61,3.89,3564,6.124936829915376e-09,1.32,5.085,6,9jUiiSsywYbEDJkEhwFVrAwZoV2LtcvGmiJTpq9fQefZ,19.099514
4571,4571,Trippin' Ape Tribe #8287,Purple Swirl,Blue Tryptamine,Aviators,Acid Tab,Third Eye,Brown Robe,2.39,10.68,3.7,5.63,5.1400000000000015,3.44,4572,9.401579745121922e-09,2.39,5.163333333333333,6,DcgWx7AUfRkAdUNXhTs9RwdXMm9WkyfDy9ScTnGZ1QQ3,19.09935
6046,6046,Trippin' Ape Tribe #4092,Cotton Candy,Purple Tryptamine,3D Glasses,Solana Quiet,Mohawk,I _3 Chorles,4.73,10.91,3.7,1.47,6.29,9.71,6047,1.714252634198643e-08,1.47,6.135000000000002,6,Ds4F2Vm3F4vJXuuQT4Lc9YEgobfKSkmSFWiE9b6rKWs7,19.099117
4558,4558,Trippin' Ape Tribe #5684,Pink Circles,Fig,420 Glasses,Eyeball,Headband,Purple Tank,2.86,2.08,5.36,7.689999999999999,6.619999999999999,5.7700000000000005,4559,9.366003164497408e-09,2.08,5.0633333333333335,6,5hobJiE9y2Nh9cJHXhSxEAtYHZDr4SWwGKc7YsGAeakT,19.098196
6892,6892,Trippin' Ape Tribe #366,Green Shroom,Purple Tryptamine,3D Glasses,Shout,Cap,Mad Hatter,1.9,10.91,3.7,7.91,7.55,5.47,6893,2.5054794042435496e-08,1.9,6.239999999999998,6,DFWveFsSC286d8bGgmvTtbzhuiApyE98zvTtsZD9nEjv,19.098057
3713,3713,Trippin' Ape Tribe #3853,Mulberry Shroom,Feathers,Alert Red,Eyeball,Fedora,Mad Hatter,1.37,2.27,7.79,7.689999999999999,6.45,5.47,3714,6.572903599192935e-09,1.37,5.173333333333333,6,2e6mcrnVWEjLZMriyRmCWQfx7csBsCsjxTvm6rvMz8aZ,19.097773
1871,1871,Trippin' Ape Tribe #2247,Purple Swirl,Drippy Radioactive,Pit Vipers,Gold Grill,Paisley Cowboy,TyeDye,2.39,2.6100000000000003,2.01,5.94,5.8500000000000005,5.6099999999999985,1872,2.4442163114183103e-09,2.01,4.068333333333333,6,Bwr2KJn83an2mfqmwrAcqk927HeNtZNHx46f5afXK4p6,19.097704
5159,5159,Trippin' Ape Tribe #8351,Magenta Swirl,Inferno Trypophobia,Blue Swirl,Fangs,,I _3 Chorles,2.74,2.46,3.45,5.67,9.26,9.71,5160,1.185544992462516e-08,2.46,5.548333333333333,5,6sChEusNfkNiWWoA5tRhksQb8Z5R3JwK7RdRqKaDJru,19.097357
9256,9256,Trippin' Ape Tribe #1223,Purple,Marble,Rainbow Bliss,Gold Grill,White Bucket,Tux Shirt,6.260000000000002,10.78,6.4,5.94,7.46,5.15,9257,9.856110628869119e-08,5.15,6.998333333333335,6,7qsEVRE6gwMRo5J8tsgtPZQStgAyHeLdGXEQyV7e7PFG,19.097034
7951,7951,Trippin' Ape Tribe #4371,Cotton Candy,Swirls,3D Glasses,Shout,Cap,TyeDye,4.73,7.26,3.7,7.91,7.55,5.6099999999999985,7952,4.2568248567606295e-08,3.7,6.126666666666666,6,Cg71DPrr1NsqQJiv8TGY9eS4rAs5CLaCo6SecCGCgYc2,19.095892
2082,2082,Trippin' Ape Tribe #514,Pink Circles,Blue Paranoia,Pit Vipers,Tats,Fedora,Groovy Blue,2.86,3.5700000000000003,2.01,3.5900000000000003,6.45,5.96,2083,2.8322444185635603e-09,2.01,4.073333333333333,6,4DfakkWJCF3jdXG6Pk6hhHeckBeSGGnBBDwqqpKKM1U4,19.09569
6647,6647,Trippin' Ape Tribe #5701,Magenta Swirl,Purple Tryptamine,Sus,J,Valhalla Helm,Groovy Green,2.74,10.91,7.5,2.64,5.92,6.4,6648,2.242550255616e-08,2.64,6.0183333333333335,6,6eirMU8G7Qzn4Hhw7FenpBq7VRba6i9PS7GHigjWWNP6,19.09526
5031,5031,Trippin' Ape Tribe #7294,Lime,DMTree,Rainbow Bliss,Face Melt,Paisley Cowboy,I _3 Chorles,6.16,1.88,6.4,2.66,5.8500000000000005,9.71,5032,1.1198897456947202e-08,1.88,5.443333333333333,6,57wy8Kk6CEUz9sWBPZy5xUcBBZA3KHT87Uy8LBPqCmf4,19.0949
7250,7250,Trippin' Ape Tribe #5459,Mulberry Shroom,Blue Tryptamine,420 Glasses,Cig,Mohawk,I _3 Chorles,1.37,10.68,5.36,6.21,6.29,9.71,7251,2.974528162085846e-08,1.37,6.6033333333333335,6,5NGWVXGEt4yCcEzTwWMJoDNzCuEvzmVM9ZM6qtfM7SJU,19.094755
3259,3259,Trippin' Ape Tribe #7545,Blue Tryptamine,Drippy Blue,Alert Red,Balloon Blue,Shroom Cap,Suspenders,1.89,7.99,7.79,2.76,4.23,3.89,3260,5.3425069022830675e-09,1.89,4.758333333333333,6,HZAUW1g6Bubf86Y77JqY7QeX8E3qsA36vfL4r2vGU2LS,19.094471
4508,4508,Trippin' Ape Tribe #2238,Mint,Swirls,Pop Out,J,Third Eye,I _3 Chorles,4.07,7.26,2.36,2.64,5.1400000000000015,9.71,4509,9.188176066261633e-09,2.36,5.196666666666666,6,BQWZgiQZS7kHn3RpMvd1zazPU38qRHueuzwum7NYQURH,19.094011
3489,3489,Trippin' Ape Tribe #5955,Lilac,Galaxy Trypophobia,Holy F_k,Balloon Purple,Paisley Cowboy,TyeDye,6.43,2.97,3.32,2.86,5.8500000000000005,5.6099999999999985,3490,5.95100433207852e-09,2.86,4.506666666666667,6,5WuDS4z9f45c1Hwrvgk7p3im94MpioSiU9gWKzrZHtjU,19.093758
5649,5649,Trippin' Ape Tribe #6455,Pink Circles,Purple Paranoia,Alert Blue,Gold Grill,Cap,Brown Robe,2.86,3.98,8.27,5.94,7.55,3.44,5650,1.452266949770208e-08,2.86,5.34,6,AK6C4yj1L5czkcEEY5v2uZtkRTNn7n9WFpEbf7yWagwc,19.092155
7849,7849,Trippin' Ape Tribe #5139,Sky Blue,Drippy Sol,Rainbow Shades,Shout,White Bucket,Groovy Blue,6.19,3.66,5.09,7.91,7.46,5.96,7850,4.055562395321842e-08,3.66,6.044999999999999,6,8uVotwjfXKkUCt6ZXksVGcRew1WmeZZmBDRgd9seb8N6,19.092068
5131,5131,Trippin' Ape Tribe #2323,Purple,Drippy Blue,Sus,Pizza,Valhalla Helm,Birthday Suit,6.260000000000002,7.99,7.5,1.63,5.92,3.24,5132,1.1728344043871998e-08,1.63,5.423333333333333,6,533M9mQXsMbXxNjtk2s8cgaz4KYjzoZ1mfHSwnRz4RQs,19.091713
5734,5734,Trippin' Ape Tribe #5088,Cotton Candy,Galaxy Trypophobia,Radioactive,Cig,,I _3 Chorles,4.73,2.97,1.91,6.21,9.26,9.71,5735,1.4982102848425086e-08,1.91,5.798333333333333,5,67qMYXuSxZjo1Btt7LBCiv5biYUdsdNb4e955nAoeHSs,19.091677
4158,4158,Trippin' Ape Tribe #1095,Magenta Swirl,Swirls,3D Glasses,Tats,Paisley Cowboy,Tux Shirt,2.74,7.26,3.7,3.5900000000000003,5.8500000000000005,5.15,4159,7.960611896523e-09,2.74,4.715,6,BC1aHRbvUsPUt52Lnhvz3CQvjZwFvMS9L4j3j1QdMtct,19.091442
5389,5389,Trippin' Ape Tribe #5323,Lilac,Drippy Blue,Spaced Out,Acid Tab,Mad Hatter,Bat Country,6.43,7.99,7.1099999999999985,5.63,2.19,2.89,5390,1.3016004959726089e-08,2.19,5.373333333333334,6,6JtYmEUCYNJhvaCuj8Rerxv2xR3hFSm2Ta9WUoe9QGmD,19.091366
4830,4830,Trippin' Ape Tribe #3681,Peach Flower,Drippy Radioactive,Wired,Fangs,Valhalla Helm,I _3 Chorles,1.7000000000000002,2.6100000000000003,7.17,5.67,5.92,9.71,4831,1.0368897465497761e-08,1.7000000000000002,5.463333333333334,6,D9sVKRY8oaHowVzqQVKjUNZFByt3ruegppJ2VN4CjzuQ,19.091045
6887,6887,Trippin' Ape Tribe #1000,Cloudy Orange,Blue Tryptamine,Alert Blue,Trippy Grill,Beanie,Groovy Green,4.46,10.68,8.27,1.11,8.93,6.4,6888,2.498998713887232e-08,1.11,6.6416666666666675,6,5RzkLC4JJbJ9XCNnTx6x1JtBk6zSD1CrcQFWsmeZBLe3,19.09049
7613,7613,Trippin' Ape Tribe #1611,Sky Blue,Infrared Trypophobia,Spaced Out,Cig,Fedora,Groovy Blue,6.19,3.39,7.1099999999999985,6.21,6.45,5.96,7614,3.561701527202381e-08,3.39,5.885000000000002,6,9gfs8P9PLnAUuZyoneJTn5brWNC2H3saJesrq6PANvP2,19.090464
7196,7196,Trippin' Ape Tribe #27,Beige,Marble,Blue Swirl,Acid Tab,Shroom Cap,Tux Shirt,6.36,10.78,3.45,5.63,4.23,5.15,7197,2.9010216028008603e-08,3.45,5.933333333333333,6,BrfN9F4DBZZMQqYnqsutPbiYzckG3R4yHRz7QVCL2eLz,19.090067
4351,4351,Trippin' Ape Tribe #7376,Lava Purple,Feathers,Wired,Acid Tab,Third Eye,I _3 Chorles,1.87,2.27,7.17,5.63,5.1400000000000015,9.71,4352,8.552190439667228e-09,1.87,5.298333333333333,6,Es3LuqK7EHtfdsY4DngVxEyZLuYQ5TwLZBLYszHNQbra,19.089638
7729,7729,Trippin' Ape Tribe #3081,Purple,Purple Tryptamine,3D Glasses,Fangs,,Varsity,6.260000000000002,10.91,3.7,5.67,9.26,2.87,7730,3.8078229773200694e-08,2.87,6.445,5,8gudZBt9YEnyBbqDynmgiG5QxpFyAMtHn3awF9vekeAi,19.08926
5198,5198,Trippin' Ape Tribe #1859,Lava Green,Infrared Trypophobia,Alert Red,Shout,Solar System,Mad Hatter,2.68,3.39,7.79,7.91,3.94,5.47,5199,1.2065129328588504e-08,2.68,5.196666666666666,6,5p7TuK8NnzNLc8SDToo9xcvHbdah2CBFXhTdtDGHM896,19.08905
6831,6831,Trippin' Ape Tribe #8528,Pink Circles,Drippy Blue,Sus,Eyeball,Headband,Black Robe,2.86,7.99,7.5,7.689999999999999,6.619999999999999,2.81,6832,2.4516853106889e-08,2.81,5.911666666666666,6,5c9tdB6FPjQTdjyrPhHY3j4xEnRrMX5GShyAUuyBp6HC,19.088722
